n_nodes,influence,nodes
2.0,535.9,"[1111, 539]"
5.0,602.04,"[768, 458, 1091, 1060, 1122]"
70.0,803.66,"[768, 102, 1447, 426, 1422, 782, 1488, 1011, 660, 1237, 470, 504, 25, 891, 1276, 172, 557, 46, 1199, 1068, 689, 945, 1205, 950, 55, 951, 694, 954, 186, 188, 829, 1470, 729, 63, 833, 319, 326, 1351, 328, 589, 1230, 463, 1360, 590, 592, 1491, 852, 1101, 214, 471, 119, 217, 1370, 1368, 732, 92, 1379, 1255, 231, 494, 367, 879, 369, 1266, 623, 886, 1014, 1021, 382, 255]"
59.0,797.08,"[898, 905, 785, 913, 1044, 662, 1049, 283, 1308, 1182, 1183, 1315, 680, 297, 169, 1455, 176, 945, 818, 1093, 1079, 315, 1217, 706, 964, 588, 212, 982, 727, 1504, 865, 484, 1253, 877, 1391, 628, 245, 507, 589, 1230, 463, 1360, 590, 592, 1491, 852, 1101, 214, 301, 119, 217, 1370, 1368, 732, 92, 1379, 1255, 231, 494]"
26.0,736.86,"[1283, 6, 780, 784, 791, 1241, 31, 1439, 1272, 435, 179, 1084, 318, 1477, 457, 1233, 947, 1367, 1244, 989, 863, 1378, 1252, 1397, 1275, 1142]"
11.0,674.02,"[1120, 76, 1091, 1339, 803, 165, 1073, 736, 842, 666, 607]"
64.0,800.36,"[898, 905, 785, 913, 1044, 662, 1049, 283, 1308, 1182, 1183, 259, 680, 297, 169, 561, 53, 1078, 41, 299, 1452, 429, 1074, 306, 310, 184, 446, 319, 1047, 717, 974, 847, 1104, 208, 1524, 984, 857, 1370, 1243, 476, 605, 349, 351, 864, 503, 825, 1380, 741, 1512, 377, 766, 632, 494, 1330, 241, 752, 1268, 1269, 1142, 1526, 760, 1273, 378, 1148]"
48.0,774.8,"[1283, 6, 780, 909, 838, 1075, 17, 1219, 1427, 1211, 319, 1478, 459, 635, 1368, 352, 165, 1120, 482, 483, 1258, 107, 1132, 365, 841, 631, 1149, 1278, 589, 1230, 463, 1360, 590, 592, 1491, 852, 1101, 214, 301, 119, 217, 1370, 732, 92, 1379, 1255, 231, 494]"
28.0,738.0,"[898, 905, 50, 913, 1044, 662, 1049, 283, 1308, 1182, 1183, 417, 166, 302, 1433, 801, 157, 675, 415, 1083, 620, 546, 935, 936, 295, 171, 1199, 307]"
7.0,630.6,"[1093, 640, 1162, 424, 353, 933, 843]"
54.0,778.6,"[768, 458, 1091, 1060, 1009, 803, 165, 421, 500, 1267, 1183, 1315, 680, 297, 169, 1368, 1455, 1130, 945, 818, 1093, 1079, 315, 1217, 706, 964, 588, 212, 982, 727, 1504, 865, 484, 1253, 877, 1391, 628, 245, 507, 589, 1230, 463, 1360, 590, 592, 1491, 852, 1101, 214, 301, 119, 217, 1370, 732]"
46.0,767.64,"[1285, 1555, 1266, 398, 838, 912, 17, 1219, 1427, 184, 1303, 1224, 152, 924, 541, 545, 1164, 165, 934, 1445, 1192, 551, 41, 299, 840, 429, 1074, 306, 310, 446, 319, 281, 717, 974, 847, 1104, 208, 850, 721, 984, 857, 1370, 1243, 476, 605, 479]"
39.0,766.54,"[1283, 6, 780, 909, 791, 5, 985, 1434, 277, 1430, 507, 286, 1186, 1437, 294, 172, 557, 46, 1068, 689, 945, 1205, 950, 55, 951, 694, 444, 954, 186, 188, 829, 1470, 575, 63, 817, 319, 326, 1351, 328]"
68.0,802.98,"[1015, 635, 780, 33, 1122, 92, 987, 904, 494, 404, 20, 1279, 793, 63, 561, 1078, 311, 56, 412, 576, 166, 704, 834, 1346, 1480, 218, 1520, 1521, 181, 439, 1465, 442, 831, 319, 1478, 970, 714, 592, 340, 1236, 1219, 725, 87, 217, 731, 1373, 349, 351, 864, 503, 825, 1380, 741, 1512, 377, 101, 632, 1330, 241, 752, 1268, 1269, 1526, 760, 1273, 1142, 378, 1148]"
8.0,642.24,"[447, 1153, 480, 909, 1471, 838, 17, 138]"
10.0,658.74,"[898, 905, 50, 913, 588, 240, 635, 662, 92, 1255]"
37.0,759.34,"[1283, 6, 480, 909, 861, 1434, 155, 17, 838, 667, 802, 417, 166, 302, 1433, 157, 201, 465, 620, 966, 801, 675, 935, 749, 1199, 307, 295, 171, 182, 1079, 440, 1337, 1316, 836, 325, 1402, 456]"
30.0,751.3,"[1283, 828, 1301, 312, 1471, 480, 17, 1345, 838, 1144, 666, 165, 934, 1385, 169, 574, 673, 53, 1078, 1269, 1142, 41, 299, 1452, 429, 760, 1273, 378, 1526, 1148]"
34.0,758.68,"[1283, 6, 780, 378, 880, 1522, 1122, 107, 1132, 365, 740, 1244, 1264, 182, 131, 1503, 186, 889, 667, 46, 1182, 689, 95, 1205, 950, 55, 444, 954, 694, 188, 829, 1470, 575, 63]"
18.0,718.56,"[1283, 6, 822, 1002, 1304, 1452, 1176, 1455, 767, 138, 11, 667, 914, 493, 303, 561, 55, 1078]"
17.0,715.56,"[898, 542, 1229, 568, 1548, 771, 1547, 842, 727, 1162, 1064, 914, 404, 55, 166, 53, 812]"
33.0,753.54,"[1283, 6, 418, 34, 1471, 480, 838, 203, 666, 632, 494, 1186, 17, 1509, 1144, 294, 172, 737, 46, 689, 1182, 1205, 950, 673, 56, 53, 1524, 984, 857, 1370, 1119, 476, 605]"
25.0,736.22,"[1283, 6, 480, 909, 1471, 672, 155, 529, 1215, 1142, 1549, 1437, 259, 1278, 561, 1321, 752, 63, 954, 575, 694, 186, 188, 829, 1470]"
24.0,732.36,"[627, 756, 1528, 683, 612, 17, 155, 838, 823, 759, 165, 1186, 1144, 1437, 294, 172, 557, 46, 689, 1205, 961, 170, 1182, 930]"
32.0,751.72,"[1283, 828, 1091, 1230, 225, 480, 1144, 203, 838, 389, 666, 17, 494, 1186, 1509, 294, 172, 476, 53, 1182, 56, 737, 46, 1546, 950, 1524, 984, 1205, 689, 857, 1370, 1119]"
21.0,728.44,"[1283, 828, 1091, 1230, 225, 480, 1144, 203, 838, 389, 666, 17, 494, 1186, 1509, 294, 983, 476, 53, 1182, 56]"
20.0,726.26,"[1294, 635, 6, 780, 33, 1462, 685, 53, 174, 838, 993, 1302, 924, 673, 69, 1027, 169, 1144, 476, 1182]"
15.0,710.88,"[1015, 1341, 149, 635, 6, 283, 1308, 776, 1049, 769, 1461, 349, 806, 1144, 89]"
12.0,710.3,"[91, 88, 1326, 1076, 792, 35, 229, 505, 1144, 554, 747, 89]"
