n_nodes,influence,time,nodes
13.0,139.86,3,"[1086, 1503, 1255, 393, 1581, 1532, 1297, 1293, 442, 207, 450, 1528, 260]"
11.0,125.94,3,"[1529, 1046, 1240, 1438, 1480, 1385, 747, 564, 676, 970, 707]"
6.0,74.63,2,"[477, 1310, 1438, 771, 504, 1352]"
4.0,52.48,2,"[1504, 1571, 606, 1526]"
1.0,11.36,1,[484]
5.0,53.54,4,"[1482, 1902, 239, 50, 735]"
47.0,328.33,7,"[1792, 1923, 1029, 6, 135, 779, 655, 272, 784, 16, 1171, 1429, 534, 664, 1438, 1569, 33, 1187, 36, 1709, 566, 1211, 1725, 1728, 1986, 1220, 198, 327, 1224, 1353, 1483, 1486, 1488, 210, 1492, 856, 865, 1762, 1513, 748, 1517, 1901, 238, 1139, 884, 630, 1534]"
46.0,310.92,6,"[769, 1666, 1160, 907, 1036, 1166, 1551, 402, 1428, 149, 277, 1944, 1437, 36, 420, 1701, 423, 42, 43, 429, 1790, 47, 944, 1841, 55, 1592, 696, 1975, 1342, 585, 970, 1612, 723, 1754, 1243, 347, 1884, 617, 491, 1135, 625, 1396, 1524, 1912, 1401, 382]"
4.0,46.23,4,"[418, 1971, 1364, 1022]"
7.0,70.07,4,"[1534, 132, 260, 1806, 400, 680, 1523]"
5.0,52.94,5,"[1303, 1902, 1075, 50, 735]"
2.0,25.69,2,"[1482, 972]"
10.0,108.85,3,"[477, 1310, 1438, 771, 504, 972, 975, 469, 1289, 1413]"
3.0,42.96,3,"[1027, 507, 1357]"
11.0,123.16,5,"[581, 1768, 651, 1464, 155, 1385, 747, 564, 1745, 970, 707]"
11.0,102.16,6,"[1570, 778, 1925, 2017, 662, 25, 289, 421, 422, 1715, 1414]"
18.0,144.85,7,"[1216, 1921, 610, 707, 1444, 1029, 774, 1767, 1024, 174, 1071, 152, 1905, 692, 557, 465, 1721, 1182]"
14.0,132.44,5,"[1484, 1473, 1287, 1352, 1835, 587, 890, 654, 1325, 1968, 1586, 401, 437, 1845]"
9.0,66.54,7,"[1601, 1951, 1000, 1450, 106, 76, 300, 1851, 1905]"
12.0,128.83,5,"[581, 1768, 651, 1464, 155, 1385, 1236, 564, 1745, 970, 707, 1182]"
36.0,274.6,7,"[1303, 1902, 1075, 50, 800, 524, 1424, 147, 1045, 284, 1950, 1058, 422, 1704, 1324, 1836, 431, 1072, 1841, 437, 1983, 706, 329, 1100, 2003, 1877, 1814, 1113, 1370, 2016, 1762, 1507, 744, 627, 876, 1405]"
42.0,299.28,5,"[735, 662, 1324, 1358, 571, 1377, 562, 467, 1587, 1257, 1501, 1354, 534, 664, 1438, 1569, 33, 1187, 36, 1709, 1366, 1413, 875, 581, 1315, 1200, 1351, 446, 782, 203, 1297, 468, 1342, 1436, 179, 377, 901, 758, 1092, 632, 1302, 795]"
9.0,72.95,6,"[1267, 1326, 1598, 981, 1493, 152, 300, 1851, 1905]"
14.0,118.24,7,"[1303, 1902, 1075, 50, 800, 524, 1424, 147, 1045, 284, 1950, 1540, 422, 1704]"
47.0,331.65,6,"[1153, 900, 1030, 911, 96, 1254, 1553, 1043, 1570, 828, 665, 1392, 1585, 442, 1500, 1239, 782, 281, 1403, 429, 1790, 47, 944, 1841, 1528, 1592, 696, 471, 1342, 585, 970, 1612, 723, 1754, 1243, 347, 865, 1762, 1513, 748, 1517, 1901, 238, 1139, 884, 630, 1534]"
9.0,76.5,5,"[1482, 972, 1611, 549, 1363, 568, 300, 1851, 1905]"
7.0,86.49,3,"[956, 518, 771, 504, 1352, 1515, 1459]"
6.0,70.74,3,"[643, 1037, 1050, 542, 735, 1573]"
11.0,92.43,7,"[1303, 1902, 1075, 1912, 800, 524, 1424, 147, 1715, 1414, 422]"
9.0,95.55,3,"[515, 1036, 781, 1551, 528, 665, 412, 755, 285]"
8.0,72.99,5,"[1050, 1508, 15, 763, 299, 1551, 374, 1784]"
5.0,58.72,2,"[453, 888, 831, 374, 1200]"
13.0,125.41,6,"[1200, 12, 672, 23, 1689, 1818, 1563, 1953, 416, 1443, 1828, 1830, 564]"
10.0,102.19,4,"[261, 1800, 171, 1538, 782, 281, 1403, 1466, 1149, 484]"
34.0,269.36,7,"[1303, 1902, 1075, 50, 1265, 524, 1424, 147, 1045, 284, 1950, 1058, 605, 1704, 1324, 1836, 431, 1072, 1717, 437, 1983, 1465, 329, 1100, 2003, 1877, 471, 1113, 1370, 2016, 1762, 1507, 744, 627]"
6.0,69.76,4,"[1666, 1411, 1050, 542, 735, 1208]"
16.0,135.72,7,"[1303, 1902, 1075, 50, 800, 524, 1424, 147, 1045, 284, 1950, 1540, 422, 1704, 758, 962]"
12.0,111.22,6,"[1050, 1961, 15, 763, 299, 1551, 374, 1784, 1585, 1361, 212, 2006]"
