n_nodes,influence,time,nodes
1.0,1867.44,6,[2276]
75.0,2303.58,7,"[3667, 1832, 1000, 643, 19, 3112, 2670, 3188, 842, 3447, 2898, 3145, 1878, 855, 2903, 2870, 2908, 2536, 1884, 850, 3728, 274, 1938, 723, 3941, 1302, 2969, 3610, 2076, 1822, 2976, 2721, 1186, 3105, 2596, 677, 550, 2726, 1320, 3753, 1707, 1959, 3492, 302, 41, 560, 188, 444, 1791, 2623, 2624, 961, 3392, 3267, 3906, 1733, 966, 2920, 72, 2123, 1356, 1741, 2380, 719, 2767, 3151, 1350, 4032, 1901, 882, 371, 2429, 3459, 901, 3462]"
8.0,2185.74,7,"[3633, 2064, 3252, 3341, 3274, 3791, 745, 236]"
60.0,2290.44,7,"[3633, 1000, 2342, 2536, 568, 2726, 842, 2670, 3112, 3145, 3447, 3657, 1320, 3753, 2870, 304, 1707, 1880, 3492, 302, 41, 3728, 274, 1938, 3092, 1302, 2969, 3610, 2076, 1822, 2976, 2721, 560, 572, 188, 444, 2623, 2624, 961, 3392, 3267, 3906, 1733, 966, 1791, 1350, 4032, 1659, 2123, 1356, 1741, 2380, 719, 2767, 3151, 1620, 2731, 3931, 609, 226]"
7.0,2149.92,7,"[3633, 2064, 3252, 172, 390, 2721, 3098]"
9.0,2200.62,7,"[3633, 3252, 2064, 236, 2024, 3341, 745, 3791, 3509]"
17.0,2239.68,7,"[3633, 1602, 1000, 2536, 3112, 842, 3145, 2670, 304, 2870, 3447, 3728, 274, 745, 3274, 236, 3791]"
4.0,2105.56,7,"[3633, 2064, 3320, 81]"
42.0,2280.24,7,"[3633, 2512, 2093, 418, 3274, 3791, 1598, 842, 1218, 236, 708, 2193, 2670, 304, 2870, 3447, 3728, 274, 1938, 3092, 1302, 2969, 3610, 2076, 1822, 2976, 2721, 1186, 3105, 2596, 677, 2145, 675, 166, 167, 2224, 1200, 1210, 699, 705, 3945, 745]"
4.0,2132.46,6,"[3633, 2264, 2875, 3341]"
2.0,2031.14,6,"[3633, 2410]"
