n_nodes,influence,time,nodes
58.0,1630.1,7,"[516, 2824, 907, 141, 1300, 1803, 1020, 2445, 1678, 2447, 1296, 2835, 2583, 1815, 2457, 2335, 2592, 417, 2983, 2985, 1963, 1447, 169, 41, 1789, 2220, 2097, 1587, 2355, 2357, 182, 2246, 186, 699, 2491, 572, 1603, 581, 2761, 457, 333, 2382, 720, 2002, 1237, 863, 2658, 739, 1636, 2535, 2041, 2665, 240, 369, 753, 251, 893, 767]"
28.0,1545.08,7,"[425, 2138, 484, 1123, 2626, 2854, 1543, 1193, 429, 1789, 2339, 1967, 2088, 818, 794, 1166, 644, 1234, 867, 1200, 1921, 957, 1716, 820, 1792, 2966, 1850, 626]"
37.0,1563.86,7,"[1268, 2166, 1923, 1000, 441, 1131, 1786, 1208, 295, 1876, 2185, 2086, 1911, 1363, 423, 693, 1739, 672, 267, 316, 3005, 2621, 2235, 2624, 3018, 1094, 1610, 2890, 336, 2646, 1369, 483, 739, 232, 1128, 110, 2927]"
51.0,1625.56,7,"[516, 2824, 907, 141, 1300, 1803, 1020, 2445, 1678, 2447, 1296, 2835, 2583, 1815, 2457, 301, 2865, 417, 2610, 694, 2615, 2231, 698, 2236, 2117, 1222, 2119, 1352, 2249, 2892, 1357, 665, 2385, 1619, 344, 218, 1757, 478, 1247, 2659, 2405, 999, 747, 2668, 1901, 1390, 1265, 2165, 2936, 634, 251]"
68.0,1662.94,7,"[128, 2691, 2310, 2682, 2508, 2486, 2185, 2842, 989, 400, 2065, 1171, 2068, 1557, 151, 1945, 48, 1435, 418, 2466, 930, 679, 169, 1707, 2476, 814, 559, 2094, 1329, 2585, 2739, 2997, 2358, 2107, 1085, 1854, 1474, 686, 328, 971, 1995, 974, 2133, 2645, 1241, 604, 2269, 221, 351, 94, 1633, 2274, 2914, 740, 2909, 1505, 231, 1965, 871, 2282, 1644, 1524, 1268, 2294, 2421, 633, 2810, 2943]"
16.0,1457.94,6,"[474, 387, 508, 1068, 2099, 376, 867, 1200, 1921, 957, 1716, 820, 1792, 2966, 1850, 626]"
65.0,1659.4,7,"[1861, 2691, 2310, 2682, 2508, 2486, 2185, 2842, 989, 400, 2065, 1171, 2068, 1557, 151, 1945, 2585, 1435, 418, 2466, 930, 679, 169, 1950, 2476, 814, 559, 2094, 1329, 48, 2739, 2997, 2358, 2107, 1085, 1854, 1474, 968, 328, 971, 1240, 974, 2133, 2645, 1241, 604, 2269, 221, 351, 94, 1633, 2274, 2914, 740, 2909, 1505, 231, 2024, 871, 2282, 1644, 1524, 1268, 2294, 2421]"
11.0,1436.56,6,"[578, 1267, 581, 1858, 2627, 1786, 1169, 1210, 1013, 1258, 296]"
13.0,1452.64,7,"[578, 1267, 581, 1858, 2627, 263, 1169, 1210, 1080, 1258, 296, 1203, 2042]"
9.0,1274.6,6,"[578, 1267, 581, 1858, 978, 250, 1476, 2225, 406]"
1.0,620.2,4,[1763]
48.0,1607.7,7,"[474, 387, 508, 2682, 2508, 2486, 2185, 2842, 989, 400, 2065, 1171, 2068, 1557, 151, 1945, 2585, 1435, 418, 2466, 930, 679, 169, 1707, 2476, 814, 559, 2094, 1329, 48, 2739, 2997, 2358, 399, 1085, 1854, 1474, 968, 328, 971, 1762, 974, 2133, 2645, 1241, 604, 2269, 221]"
18.0,1460.94,7,"[96, 2824, 907, 1048, 1062, 1943, 555, 1984, 1080, 1184, 1160, 296, 1162, 976, 420, 1138, 2225, 406]"
7.0,1265.3,6,"[1185, 808, 1849, 1718, 951, 1125, 1203]"
19.0,1526.42,7,"[578, 1267, 581, 1858, 2627, 263, 1169, 1210, 1080, 1258, 1162, 296, 2515, 1138, 361, 2225, 1704, 1250, 1924]"
11.0,1388.98,7,"[96, 1185, 1907, 432, 2627, 1786, 1169, 1210, 1013, 296, 1258]"
7.0,1024.6,7,"[96, 2663, 1053, 1718, 951, 534, 1203]"
6.0,1156.6,6,"[369, 1215, 508, 295, 2006, 2951]"
3.0,289.48,7,"[96, 2824, 843]"
18.0,1525.3,6,"[841, 387, 907, 1048, 1062, 406, 1943, 2225, 555, 1984, 1080, 1184, 1160, 296, 1162, 976, 420, 1138]"
3.0,829.42,5,"[2099, 419, 761]"
8.0,1185.26,7,"[223, 2035, 843, 978, 1458, 2826, 2225, 406]"
10.0,1367.24,7,"[578, 1267, 581, 1858, 2627, 263, 1169, 1210, 1080, 560]"
4.0,752.74,7,"[96, 1265, 2616, 1722]"
4.0,968.54,5,"[474, 1728, 508, 2085]"
46.0,1593.06,7,"[436, 2691, 2310, 865, 2185, 1035, 2956, 2829, 2830, 400, 2065, 1171, 2068, 1557, 151, 1945, 2585, 1435, 2800, 2466, 930, 679, 169, 1707, 2476, 814, 559, 2094, 1329, 48, 2739, 2997, 2358, 2107, 1085, 1854, 1474, 968, 328, 971, 1995, 974, 2133, 2645, 1824, 2024]"
17.0,1484.9,6,"[474, 387, 508, 2682, 1896, 1374, 1984, 1184, 1080, 1476, 1160, 406, 1162, 2515, 296, 1138, 2225]"
5.0,1123.06,6,"[1185, 808, 1849, 1718, 476]"
5.0,841.54,7,"[128, 2691, 1810, 1125, 1203]"
2.0,599.02,5,"[227, 2132]"
4.0,904.74,6,"[516, 2824, 681, 2085]"
3.0,784.38,6,"[474, 1728, 46]"
6.0,979.92,7,"[578, 1267, 704, 1858, 2627, 263]"
40.0,1582.0,7,"[474, 387, 508, 2682, 2508, 2486, 2185, 2842, 989, 400, 2065, 1171, 2420, 1557, 151, 1945, 2585, 1435, 418, 2466, 930, 679, 169, 1707, 2476, 814, 559, 2094, 1610, 2890, 2646, 1369, 483, 739, 232, 1128, 110, 2927, 336, 1094]"
