n_nodes,influence,time,nodes
5.0,2938.28,17,"[649, 525, 18, 468, 3830]"
88.0,3097.44,17,"[2563, 1565, 3614, 2590, 2084, 552, 3632, 2101, 54, 2618, 2110, 3141, 1096, 1610, 2126, 1616, 3665, 2132, 3157, 1642, 107, 1132, 641, 2178, 3204, 136, 650, 2700, 140, 143, 2706, 1171, 1176, 3744, 1699, 1710, 703, 3797, 2780, 1766, 242, 758, 1784, 3843, 3333, 3334, 1293, 2319, 783, 787, 2334, 3883, 1325, 3375, 1840, 2866, 2872, 2874, 1854, 3905, 3926, 3933, 353, 2417, 371, 3965, 3454, 1410, 1928, 3989, 406, 409, 2972, 3997, 2983, 2475, 428, 4023, 2488, 1995, 3532, 972, 462, 978, 3548, 481, 3042, 505]"
2.0,2915.46,17,"[3823, 3114]"
37.0,3071.16,17,"[625, 167, 4010, 942, 3758, 1207, 2108, 672, 166, 3112, 2857, 1329, 2482, 1716, 823, 1985, 1220, 453, 326, 3787, 3868, 1227, 2642, 3671, 3675, 2398, 2527, 3553, 2535, 3433, 3177, 110, 2031, 1777, 1650, 3063, 2812]"
71.0,3090.78,17,"[3074, 3459, 1639, 3464, 140, 3341, 2317, 2064, 3217, 3097, 666, 411, 3998, 3231, 3233, 3490, 1059, 3875, 2853, 166, 167, 2856, 810, 1964, 2224, 2993, 1200, 563, 54, 2358, 310, 955, 3517, 1089, 3777, 1218, 708, 2558, 2887, 1350, 2122, 3531, 3791, 3819, 2898, 2006, 855, 2903, 3672, 2908, 1884, 1887, 2145, 3941, 488, 1513, 2920, 236, 1004, 621, 1520, 1137, 1138, 2291, 2290, 3313, 371, 2289, 758, 882, 126]"
69.0,3079.44,17,"[1873, 356, 2661, 2086, 807, 905, 2275, 2074, 2120, 590, 595, 2658, 2146, 2148, 1636, 3179, 113, 1654, 636, 1665, 132, 3204, 3747, 675, 3698, 3760, 1210, 699, 705, 3783, 2249, 3274, 3275, 2767, 734, 2782, 225, 742, 745, 1260, 2287, 2801, 1281, 257, 1289, 3339, 760, 3932, 3165, 863, 1504, 2916, 3813, 1508, 2791, 997, 873, 2406, 3691, 2028, 3565, 2023, 3055, 2923, 1777, 3057, 2933, 2936, 3322]"
51.0,3075.16,17,"[2177, 532, 4010, 942, 3457, 1207, 1389, 2654, 791, 1929, 376, 895, 3616, 160, 1186, 3236, 2597, 3111, 1197, 685, 3119, 2222, 1326, 1084, 447, 3776, 832, 2623, 967, 1735, 2889, 3015, 720, 82, 339, 1108, 3283, 601, 3162, 730, 1626, 1245, 639, 2399, 480, 3555, 102, 2536, 2030, 1777, 1525]"
29.0,3070.5,17,"[2177, 532, 4010, 942, 3457, 1207, 2108, 407, 701, 582, 3534, 1106, 2643, 3670, 2649, 1884, 3549, 1059, 3875, 2853, 166, 167, 1499, 3931, 719, 226, 2398, 2406, 2151]"
49.00000000000001,3072.74,17,"[3843, 741, 1994, 2394, 792, 2841, 426, 166, 167, 2074, 2856, 810, 1964, 2224, 294, 1200, 2194, 54, 2358, 310, 955, 2649, 1442, 3670, 3490, 1059, 2853, 3875, 2839, 2993, 563, 3517, 1218, 1089, 3777, 708, 2558, 2887, 1592, 2122, 3292, 3791, 1510, 2898, 2006, 855, 2903, 3672, 961]"
8.0,3067.88,17,"[3211, 696, 4023, 3449, 1563, 2813, 2659, 303]"
