n_nodes,influence,nodes
5.0,512.6,"[117, 292, 583, 1075, 1220]"
4.0,474.9,"[238, 1049, 1299, 635]"
33.0,671.86,"[386, 644, 1158, 392, 652, 1292, 145, 658, 22, 666, 1023, 156, 1180, 548, 168, 1321, 43, 558, 690, 447, 1345, 1222, 326, 719, 346, 863, 739, 998, 872, 368, 754, 882, 255]"
50.0,709.62,"[258, 772, 5, 393, 396, 1039, 1296, 1171, 794, 799, 543, 674, 1059, 547, 1068, 1069, 688, 1329, 182, 568, 698, 830, 958, 575, 704, 1093, 585, 708, 1349, 73, 1367, 844, 333, 720, 81, 978, 982, 87, 105, 1243, 479, 353, 1252, 1383, 874, 365, 1136, 1014, 121, 511]"
20.0,635.74,"[1155, 647, 135, 9, 1034, 1161, 15, 1039, 660, 662, 1165, 1154, 313, 604, 1064, 339, 387, 1234, 216, 605]"
47.0,705.72,"[199, 1227, 433, 185, 1177, 380, 89, 113, 1075, 1038, 783, 524, 913, 1043, 915, 917, 407, 412, 287, 416, 673, 1055, 928, 548, 302, 47, 1204, 182, 694, 566, 953, 954, 1083, 700, 317, 826, 63, 1346, 326, 457, 201, 204, 848, 765, 1242, 1245, 990]"
53.0,731.5,"[520, 638, 1383, 748, 429, 380, 89, 113, 1075, 1038, 783, 524, 913, 1043, 915, 917, 407, 412, 739, 232, 562, 1331, 3, 309, 54, 952, 184, 1084, 701, 64, 833, 581, 710, 69, 458, 208, 1233, 850, 1368, 222, 500, 1122, 102, 1001, 107, 759, 1260, 621, 882, 243, 1015, 889, 639]"
40.0,700.82,"[87, 440, 388, 512, 390, 1162, 248, 225, 1038, 783, 524, 402, 1043, 915, 917, 407, 412, 287, 416, 673, 1055, 928, 620, 199, 302, 47, 1204, 182, 694, 566, 953, 954, 1083, 700, 317, 826, 63, 1346, 326, 457]"
7.0,565.94,"[199, 1172, 309, 1312, 1031, 318, 1168]"
12.0,622.54,"[520, 209, 1181, 275, 1031, 318, 433, 1075, 1242, 1210, 662, 188]"
35.0,683.54,"[1189, 544, 1172, 86, 394, 508, 1076, 524, 913, 289, 400, 160, 317, 469, 167, 308, 1242, 168, 416, 556, 1055, 928, 548, 302, 845, 182, 903, 566, 953, 954, 523, 700, 826, 63, 1346]"
30.0,671.3,"[1307, 1379, 1172, 319, 1031, 998, 878, 318, 788, 767, 524, 317, 11, 1038, 783, 746, 635, 917, 407, 412, 287, 15, 673, 1055, 928, 620, 199, 302, 47, 182]"
10.0,617.48,"[624, 209, 1174, 338, 313, 1206, 135, 1305, 1031, 646]"
23.0,659.22,"[562, 648, 550, 788, 441, 313, 790, 1254, 1242, 1074, 1031, 1210, 1293, 537, 694, 157, 285, 407, 412, 566, 953, 954, 1368]"
16.0,632.04,"[520, 107, 474, 1304, 1174, 605, 430, 135, 1256, 1075, 845, 407, 91, 460, 1083, 144]"
22.0,644.94,"[624, 1234, 1174, 53, 718, 1339, 1075, 845, 407, 203, 954, 1083, 537, 157, 135, 1031, 460, 953, 144, 694, 566, 412]"
21.0,637.8,"[1369, 209, 1174, 739, 313, 378, 1206, 481, 1031, 135, 1210, 977, 694, 537, 1303, 953, 460, 144, 412, 407, 566]"
14.0,627.42,"[1076, 808, 1206, 1174, 313, 135, 338, 626, 1031, 481, 749, 824, 47, 1204]"
