n_nodes,influence,time,nodes
2.0,16.8,2,"[109, 357]"
10.0,69.36,5,"[218, 186, 158, 219, 365, 329, 74, 44, 245, 117]"
6.0,33.68,6,"[117, 7, 389, 313, 255, 93]"
4.0,33.84,3,"[34, 243, 117, 95]"
11.0,67.4,7,"[109, 323, 374, 44, 7, 351, 245, 357, 298, 160, 246]"
10.0,67.74,6,"[109, 324, 89, 9, 117, 201, 357, 329, 44, 245]"
3.0,26.48,2,"[47, 157, 164]"
1.0,9.84,1,[117]
19.0,99.42,7,"[109, 324, 243, 9, 117, 201, 329, 335, 357, 27, 48, 245, 313, 248, 180, 160, 54, 384, 139]"
4.0,33.2,4,"[75, 324, 245, 357]"
8.0,51.1,7,"[109, 374, 164, 335, 310, 9, 245, 213]"
15.0,86.92,7,"[109, 324, 243, 9, 117, 201, 335, 329, 357, 27, 48, 245, 368, 248, 180]"
5.0,38.86,5,"[51, 324, 245, 357, 117]"
7.0,53.02,6,"[109, 74, 6, 219, 117, 329, 357]"
6.0,45.3,5,"[108, 93, 164, 365, 329, 245]"
7.0,55.14,5,"[75, 324, 245, 357, 74, 107, 117]"
1.0,3.2,2,[295]
14.0,82.68,7,"[109, 324, 243, 9, 117, 201, 329, 335, 357, 27, 48, 245, 202, 248]"
9.0,66.1,6,"[109, 324, 243, 279, 117, 201, 329, 335, 357]"
20.0,102.88,7,"[109, 27, 243, 324, 117, 245, 9, 333, 201, 335, 329, 374, 48, 285, 412, 238, 246, 357, 160, 139]"
5.0,40.5,4,"[109, 366, 245, 117, 357]"
7.0,45.92,7,"[346, 357, 6, 74, 242, 117, 329]"
20.0,103.66,6,"[218, 186, 158, 219, 201, 329, 357, 335, 160, 117, 53, 71, 48, 248, 139, 333, 124, 412, 238, 246]"
11.0,73.44,6,"[109, 324, 243, 201, 117, 9, 412, 27, 357, 329, 245]"
15.0,89.84,5,"[109, 174, 117, 219, 253, 357, 329, 27, 48, 245, 227, 248, 160, 34, 180]"
13.0,77.32,7,"[109, 374, 164, 335, 310, 9, 245, 357, 167, 160, 48, 412, 71]"
10.0,64.64,7,"[47, 157, 168, 117, 341, 9, 44, 245, 357, 329]"
3.0,24.88,3,"[320, 357, 164]"
16.0,91.96,6,"[109, 324, 243, 9, 133, 201, 329, 159, 227, 27, 357, 48, 245, 160, 248, 139]"
16.0,88.1,7,"[109, 27, 243, 324, 117, 245, 333, 201, 9, 335, 374, 48, 285, 329, 31, 357]"
9.0,55.14,7,"[218, 186, 341, 9, 408, 329, 74, 361, 245]"
8.0,60.26,5,"[109, 74, 271, 219, 117, 245, 357, 329]"
2.0,16.8,2,"[117, 47]"
3.0,13.7,4,"[295, 359, 55]"
17.0,95.68,5,"[109, 174, 117, 219, 253, 324, 48, 357, 329, 245, 167, 248, 53, 139, 160, 227, 180]"
18.0,94.96,7,"[218, 186, 341, 9, 408, 310, 329, 357, 160, 48, 324, 27, 248, 139, 182, 100, 238, 246]"
17.0,94.8,7,"[109, 323, 374, 44, 7, 351, 298, 357, 245, 246, 167, 248, 160, 53, 139, 250, 180]"
13.0,83.74,6,"[109, 186, 158, 219, 201, 329, 357, 335, 160, 53, 117, 71, 48]"
14.0,83.86,6,"[75, 324, 245, 357, 74, 107, 248, 117, 139, 333, 337, 412, 238, 246]"
12.0,74.36,6,"[34, 243, 117, 95, 329, 357, 27, 48, 245, 368, 336, 180]"
