n_nodes,influence,nodes
1.0,142.36,[169]
19.0,344.02,"[674, 499, 660, 442, 15, 333, 171, 312, 246, 451, 186, 645, 617, 503, 208, 633, 522, 456, 609]"
9.0,295.46,"[255, 146, 584, 160, 558, 482, 286, 561, 418]"
16.0,335.46,"[255, 584, 482, 558, 555, 115, 308, 160, 528, 377, 533, 443, 661, 640, 347, 409]"
2.0,167.68,"[169, 652]"
7.0,275.32,"[255, 77, 482, 488, 418, 595, 424]"
13.0,312.8,"[340, 719, 424, 217, 435, 206, 505, 274, 531, 418, 266, 160, 561]"
12.0,303.2,"[197, 584, 623, 171, 232, 645, 678, 677, 498, 4, 533, 375]"
8.0,280.88,"[524, 180, 226, 423, 595, 483, 629, 553]"
4.0,213.6,"[547, 561, 142, 780]"
11.0,302.42,"[524, 571, 424, 207, 435, 664, 145, 645, 418, 554, 237]"
10.0,296.06,"[665, 179, 338, 217, 413, 623, 32, 418, 554, 500]"
6.0,269.74,"[236, 548, 443, 164, 435, 654]"
5.0,254.0,"[544, 680, 443, 583, 226]"
