n_nodes,influence,time,nodes
13.0,170.08,3,"[722, 734, 550, 248, 102, 393, 768, 362, 413, 604, 290, 441, 625]"
7.0,91.7,2,"[324, 345, 271, 479, 448, 189, 458]"
16.0,184.62,4,"[500, 317, 549, 448, 583, 579, 321, 446, 762, 571, 266, 80, 605, 388, 346, 274]"
8.0,113.96,2,"[476, 131, 549, 161, 140, 192, 500, 606]"
17.0,185.2,3,"[330, 118, 346, 554, 740, 191, 624, 744, 190, 538, 446, 729, 595, 255, 249, 553, 564]"
20.0,159.7,6,"[33, 673, 801, 196, 966, 6, 710, 265, 778, 361, 47, 751, 240, 530, 50, 210, 81, 854, 248, 24]"
21.0,195.26,5,"[391, 647, 530, 787, 274, 405, 23, 925, 29, 159, 549, 809, 42, 170, 560, 701, 578, 217, 740, 614, 232]"
16.0,141.74,6,"[90, 167, 295, 39, 620, 815, 80, 914, 243, 84, 114, 178, 407, 125, 762, 637]"
17.0,148.8,6,"[795, 1, 131, 676, 389, 104, 457, 970, 814, 751, 850, 374, 822, 150, 185, 506, 347]"
25.0,167.34,7,"[258, 522, 780, 14, 398, 785, 535, 923, 415, 287, 685, 813, 56, 68, 196, 456, 81, 86, 862, 874, 1005, 499, 246, 118, 762]"
5.0,61.9,4,"[6, 557, 685, 411, 125]"
21.0,180.32,6,"[640, 514, 775, 398, 19, 410, 284, 157, 543, 161, 680, 172, 442, 954, 826, 468, 861, 481, 486, 242, 761]"
1.0,13.08,1,[574]
3.0,40.32,3,"[574, 261, 625]"
6.0,85.66,4,"[738, 875, 603, 496, 537, 349]"
11.0,143.42,3,"[513, 734, 550, 248, 102, 393, 768, 362, 787, 596, 693]"
3.0,47.16,2,"[321, 571, 558]"
23.0,230.66,4,"[114, 447, 553, 437, 289, 476, 112, 483, 60, 223, 813, 728, 248, 468, 516, 423, 367, 582, 479, 548, 522, 284, 466]"
20.0,195.08,5,"[348, 451, 306, 491, 574, 6, 710, 265, 778, 361, 47, 751, 240, 530, 50, 210, 81, 854, 765, 24]"
17.0,168.08,5,"[33, 673, 801, 196, 966, 467, 878, 973, 538, 446, 729, 595, 249, 553, 564, 340, 454]"
22.0,207.42,3,"[452, 672, 619, 567, 457, 545, 476, 112, 483, 366, 223, 367, 813, 728, 248, 468, 516, 423, 582, 479, 547, 522]"
18.0,188.94,4,"[722, 734, 768, 723, 266, 472, 919, 443, 529, 106, 594, 616, 255, 340, 570, 281, 524, 416]"
8.0,103.44,4,"[722, 734, 492, 349, 496, 537, 828, 441]"
2.0,12.26,2,"[10, 643]"
25.0,242.34,6,"[825, 55, 685, 819, 542, 183, 372, 914, 920, 475, 422, 524, 452, 472, 577, 781, 175, 529, 416, 255, 616, 688, 594, 622, 345]"
19.0,184.02,5,"[870, 934, 844, 550, 310, 183, 452, 472, 341, 781, 106, 529, 416, 223, 616, 688, 594, 622, 340]"
22.0,195.7,4,"[722, 734, 550, 966, 768, 467, 315, 562, 969, 578, 422, 524, 452, 472, 577, 586, 106, 529, 416, 255, 616, 688]"
13.0,157.9,4,"[761, 582, 496, 248, 875, 437, 332, 106, 362, 965, 413, 625, 441]"
6.0,41.72,6,"[452, 81, 823, 904, 248, 676]"
14.0,167.06,4,"[722, 734, 768, 723, 740, 191, 603, 624, 252, 744, 751, 894, 610, 530]"
7.0,90.82,3,"[191, 149, 619, 126, 457, 907, 290]"
6.0,73.42,5,"[242, 734, 82, 141, 875, 501]"
14.0,137.72,6,"[825, 325, 726, 491, 730, 6, 710, 265, 252, 744, 751, 894, 610, 287]"
12.0,144.74,5,"[411, 734, 603, 157, 624, 723, 549, 710, 6, 111, 920, 475]"
13.0,154.38,5,"[722, 373, 537, 735, 491, 905, 121, 549, 76, 579, 744, 610, 287]"
7.0,87.66,5,"[722, 734, 157, 989, 313, 15, 549]"
13.0,133.14,6,"[825, 325, 726, 291, 4, 305, 121, 549, 76, 579, 129, 894, 144]"
9.0,87.6,6,"[722, 551, 157, 989, 641, 605, 90, 76, 898]"
11.0,123.84,6,"[33, 612, 726, 906, 592, 859, 76, 601, 157, 672, 368]"
9.0,104.88,5,"[759, 728, 370, 796, 491, 605, 857, 939, 579]"
8.0,79.3,6,"[891, 450, 297, 824, 4, 305, 721, 625]"
10.0,105.08,6,"[722, 373, 157, 989, 366, 605, 90, 76, 797, 212]"
9.0,80.32,7,"[825, 84, 787, 114, 444, 605, 90, 76, 898]"
7.0,88.36,4,"[474, 728, 491, 370, 361, 605, 857]"
9.0,110.74,4,"[452, 989, 325, 366, 491, 605, 639, 321, 601]"
11.0,129.74,5,"[825, 168, 537, 256, 610, 598, 370, 321, 684, 556, 972]"
10.0,120.14,5,"[439, 973, 370, 736, 491, 16, 556, 167, 366, 194]"
11.0,134.24,4,"[722, 551, 115, 157, 124, 163, 556, 321, 972, 610, 368]"
