n_nodes,influence,nodes
20.0,249.98,"[160, 352, 191, 451, 483, 260, 479, 12, 109, 176, 49, 370, 306, 53, 214, 310, 281, 155, 63, 159]"
1.0,75.0,[197]
10.0,226.76,"[352, 321, 388, 249, 200, 297, 10, 12, 154, 505]"
22.0,255.34,"[449, 503, 164, 230, 487, 390, 395, 76, 46, 271, 113, 83, 20, 95, 484, 363, 107, 109, 366, 367, 497, 253]"
19.0,245.84,"[65, 408, 179, 319, 142, 406, 302, 265, 200, 169, 492, 398, 111, 46, 239, 436, 54, 439, 453]"
12.0,231.96,"[342, 258, 20, 185, 487, 390, 395, 76, 127, 271, 113, 375]"
15.0,241.22,"[384, 515, 336, 48, 86, 83, 279, 163, 332, 72, 312, 285, 412, 475, 171]"
14.0,236.82,"[305, 187, 19, 93, 247, 142, 258, 390, 20, 82, 343, 251, 393, 478]"
3.0,188.66,"[342, 163, 51]"
2.0,163.96,"[178, 280]"
9.0,222.56,"[397, 60, 189, 59, 273, 158, 263, 430, 508]"
6.0,203.1,"[342, 156, 296, 59, 395, 79]"
7.0,213.6,"[72, 243, 208, 206, 326, 27, 73]"
4.0,197.86,"[87, 213, 315, 256]"
5.0,200.4,"[116, 324, 122, 424, 73]"
