n_nodes,influence,time,nodes
59.0,738.54,6,"[1027, 855, 1268, 385, 1808, 2152, 1048, 751, 1274, 576, 397, 1969, 2340, 1587, 1829, 1219, 775, 566, 2201, 1867, 2176, 1152, 2211, 1388, 1049, 687, 592, 169, 1403, 729, 556, 812, 1919, 915, 821, 1424, 832, 1031, 1467, 212, 1188, 2313, 1081, 1740, 726, 508, 1378, 1327, 878, 557, 783, 1648, 856, 366, 814, 1334, 304, 761, 596]"
2.0,77.28,2,"[2135, 831]"
3.0,83.12,3,"[1027, 855, 1636]"
29.0,557.14,5,"[831, 569, 1786, 169, 1442, 1845, 134, 2493, 392, 2321, 1532, 1327, 2313, 1953, 1587, 222, 2340, 494, 776, 566, 2201, 555, 775, 1061, 1219, 1867, 613, 2176, 1152]"
5.0,86.24,5,"[872, 2659, 2469, 2046, 169]"
12.0,217.34,7,"[831, 569, 2469, 1746, 2020, 320, 1751, 2669, 962, 1347, 203, 2201]"
40.0,596.66,7,"[1636, 2659, 1852, 540, 474, 2071, 320, 859, 392, 2321, 1532, 2201, 1953, 1327, 1587, 2313, 222, 812, 1919, 915, 821, 2340, 566, 1424, 832, 555, 1031, 1467, 775, 212, 1188, 1081, 1219, 613, 1740, 2499, 508, 2176, 1152, 1378]"
6.0,192.04,3,"[831, 378, 1786, 169, 566, 1867]"
6.0,177.98,4,"[1218, 718, 1786, 566, 1867, 169]"
47.0,670.0,6,"[831, 569, 1786, 2478, 1048, 169, 1388, 1962, 2605, 1233, 1974, 514, 1731, 262, 520, 1761, 2209, 674, 1587, 1251, 566, 370, 2086, 613, 775, 222, 1219, 556, 812, 1919, 915, 821, 1424, 2176, 240, 832, 1031, 1467, 212, 1188, 2313, 1081, 1740, 726, 508, 1378, 1327]"
24.0,549.82,6,"[831, 569, 2478, 1786, 1403, 169, 1811, 1274, 751, 2201, 248, 1953, 1327, 222, 397, 812, 1919, 915, 2340, 1219, 1587, 2313, 566, 775]"
45.0,625.0,7,"[2311, 775, 169, 1273, 556, 1403, 1219, 729, 812, 1919, 915, 821, 1424, 832, 1031, 1467, 2176, 1152, 212, 1049, 687, 397, 1587, 2313, 576, 592, 2201, 566, 2340, 1829, 1867, 2461, 2659, 809, 717, 239, 1463, 752, 1295, 1900, 488, 2300, 546, 927, 366]"
47.0,662.18,7,"[1027, 855, 1268, 385, 1808, 2152, 1048, 751, 1274, 1969, 2651, 1829, 397, 2211, 2340, 1587, 1219, 1388, 1049, 1462, 1867, 566, 293, 613, 775, 2201, 222, 2176, 1152, 1031, 2313, 1424, 1919, 915, 1188, 556, 812, 1327, 821, 1081, 832, 212, 1467, 1740, 726, 1378, 508]"
