n_nodes,influence,communities,time,nodes
1.0,927.86,4,17,[667]
5.0,1049.05,5,14,"[1604, 203, 163, 928, 1809]"
39.0,1127.18,7,12,"[163, 1842, 1272, 1729, 58, 1665, 1759, 1512, 1809, 363, 1720, 1789, 261, 221, 846, 1861, 979, 1699, 1625, 1360, 914, 1877, 1871, 1616, 0, 68, 828, 1904, 1765, 1001, 1761, 758, 871, 1395, 1794, 1672, 1219, 1995, 1504]"
7.0,1072.26,7,13,"[1153, 1665, 1990, 484, 1585, 163, 1859]"
19.0,1101.62,7,12,"[1153, 1665, 1990, 799, 1715, 163, 1064, 315, 1911, 84, 1859, 1677, 1001, 135, 1699, 1853, 1639, 1441, 1842]"
29.0,1115.64,7,11,"[163, 1842, 229, 1809, 58, 261, 1665, 1020, 699, 795, 1264, 1859, 1616, 1677, 0, 68, 1911, 1001, 121, 1639, 999, 1271, 181, 135, 871, 1699, 1441, 1995, 1064]"
19.0,1103.14,6,12,"[163, 1842, 229, 1809, 58, 261, 315, 84, 597, 1853, 1441, 1859, 1699, 135, 1677, 1064, 1911, 1001, 1639]"
3.0,1018.15,4,16,"[1153, 346, 1859]"
15.0,1097.77,7,13,"[163, 1842, 229, 1428, 1967, 560, 84, 1665, 1859, 1699, 135, 1064, 1001, 1911, 1995]"
7.0,1078.46,6,14,"[163, 1842, 928, 1693, 1505, 1859, 1665]"
36.0,1122.85,7,13,"[163, 1842, 1272, 1729, 58, 1759, 1624, 1911, 1665, 135, 1064, 1189, 1859, 1585, 802, 261, 0, 1794, 1672, 1699, 914, 1877, 828, 1871, 1616, 1219, 68, 1904, 1995, 1765, 1001, 758, 1504, 1761, 1450, 871]"
18.0,1098.73,7,12,"[1965, 1665, 1374, 163, 1428, 561, 1677, 1859, 1911, 1064, 84, 1673, 0, 135, 68, 1001, 1995, 1699]"
13.0,1093.17,7,13,"[1153, 1665, 1990, 484, 1585, 135, 163, 1699, 1859, 1853, 1639, 1787, 1935]"
6.0,1060.58,6,14,"[2002, 1567, 1090, 163, 1859, 706]"
26.0,1113.55,7,13,"[163, 1842, 1272, 1729, 58, 1759, 1428, 1935, 1665, 121, 802, 1911, 1639, 84, 1871, 979, 1625, 1677, 973, 1859, 1441, 135, 1699, 1001, 1360, 1995]"
3.0,996.48,5,16,"[2002, 229, 1144]"
4.0,1024.48,5,15,"[163, 410, 928, 1342]"
4.0,1030.47,4,14,"[1605, 410, 928, 1926]"
4.0,962.64,6,16,"[1153, 1634, 1990, 484]"
11.0,1084.62,7,13,"[163, 1912, 1939, 1990, 724, 1428, 1859, 1665, 1699, 1064, 1580]"
20.0,1105.47,7,13,"[163, 1738, 1990, 1939, 799, 1715, 1995, 1911, 90, 1859, 1064, 1699, 84, 1677, 1746, 135, 1853, 1639, 1441, 1935]"
27.0,1114.81,6,12,"[163, 1842, 315, 229, 1904, 0, 58, 84, 1264, 597, 1665, 261, 135, 1732, 1809, 650, 914, 1911, 1699, 1064, 1616, 1585, 828, 1001, 1859, 1639, 68]"
5.0,1043.68,6,15,"[1153, 1665, 1809, 260, 163]"
22.0,1110.09,6,11,"[163, 1842, 229, 1809, 58, 1845, 1428, 1935, 1063, 1665, 84, 1871, 979, 1859, 1625, 1677, 973, 1911, 1441, 121, 135, 1639]"
16.0,1098.56,6,12,"[163, 1943, 229, 58, 1809, 261, 315, 84, 597, 1853, 1441, 135, 1677, 1064, 1859, 1699]"
10.0,1081.53,6,12,"[1604, 1926, 163, 1693, 799, 1715, 1064, 1859, 1679, 1665]"
12.0,1086.24,7,13,"[1153, 1665, 1990, 484, 1585, 135, 163, 1699, 1859, 1853, 1173, 1787]"
30.0,1116.37,7,11,"[163, 1912, 1939, 1990, 724, 1428, 1580, 121, 1859, 1699, 1064, 84, 1665, 1765, 0, 834, 261, 1911, 1585, 1639, 802, 1871, 433, 828, 1616, 68, 1904, 869, 1001, 1995]"
11.0,1088.7,6,12,"[1965, 1665, 1374, 163, 1428, 229, 1904, 1645, 1859, 1699, 1064]"
24.0,1109.9,7,12,"[163, 1842, 1809, 229, 58, 261, 315, 1665, 84, 1886, 846, 1861, 2009, 92, 1953, 1441, 1859, 1911, 1677, 999, 1064, 1699, 1661, 1639]"
2.0,994.2,4,16,"[656, 957]"
31.0,1119.76,7,12,"[163, 705, 1272, 1428, 58, 1659, 1859, 1935, 1729, 121, 84, 1765, 0, 1809, 261, 1911, 1665, 1585, 1639, 802, 1871, 433, 1064, 828, 1616, 68, 1904, 1699, 869, 1001, 1995]"
10.0,1078.21,7,13,"[1153, 1665, 1990, 484, 1585, 135, 163, 574, 1853, 1859]"
21.0,1106.0,6,13,"[163, 1842, 1272, 1729, 58, 1759, 1428, 1935, 1665, 121, 802, 32, 1639, 84, 1871, 979, 1625, 1677, 973, 1859, 1441]"
38.0,1126.71,7,11,"[163, 1842, 1272, 1765, 0, 58, 1759, 1677, 121, 1428, 1729, 1238, 84, 410, 1441, 1935, 1911, 1794, 1672, 1769, 700, 135, 758, 1219, 1871, 1395, 1761, 1665, 1904, 1616, 802, 828, 68, 1001, 871, 1699, 1859, 1995]"
