n_nodes,influence,time,nodes
1.0,53.5,2,[911]
5.0,335.24,6,"[1916, 348, 1380, 234, 987]"
36.0,985.08,7,"[1916, 1500, 348, 657, 526, 1627, 1132, 1246, 894, 211, 517, 1064, 1569, 1564, 659, 802, 1276, 1702, 1518, 864, 65, 1239, 743, 452, 280, 837, 1705, 356, 965, 937, 1018, 1767, 812, 694, 1715, 1321]"
25.0,893.78,7,"[1916, 1627, 348, 1500, 526, 1132, 657, 1246, 894, 802, 211, 978, 1569, 659, 517, 837, 1724, 452, 1767, 1276, 974, 1518, 65, 758, 584]"
3.0,300.14,5,"[1916, 1702, 348]"
29.0,910.08,7,"[1916, 1500, 348, 657, 1627, 526, 1132, 1246, 894, 211, 517, 1064, 1569, 1564, 659, 1702, 634, 1518, 864, 802, 1239, 743, 1590, 280, 837, 65, 1399, 1115, 965]"
2.0,195.92,4,"[1916, 777]"
7.0,359.18,7,"[1916, 39, 1219, 1484, 1298, 211, 348]"
31.0,951.22,7,"[1916, 1500, 348, 1627, 1064, 657, 1564, 1246, 1702, 526, 634, 894, 211, 1132, 864, 1239, 743, 1590, 659, 1041, 517, 1018, 694, 1569, 1518, 1321, 561, 418, 1972, 65, 837]"
12.0,625.26,7,"[1916, 1518, 864, 658, 348, 1423, 1285, 1538, 229, 65, 872, 802]"
4.0,328.4,5,"[1916, 1298, 348, 1309]"
4.0,185.86,6,"[1916, 1491, 213, 987]"
9.0,568.4,7,"[1916, 348, 987, 872, 277, 2, 892, 1518, 211]"
2.0,213.0,3,"[956, 348]"
7.0,503.28,5,"[1916, 658, 1518, 348, 1484, 1298, 1305]"
20.0,840.28,7,"[1916, 872, 1518, 864, 658, 348, 1106, 1484, 211, 765, 1132, 894, 65, 978, 1569, 517, 1150, 1276, 558, 758]"
13.0,693.16,7,"[1916, 1518, 987, 1560, 348, 1614, 1423, 802, 1184, 229, 517, 864, 65]"
15.0,729.96,7,"[1916, 1500, 348, 658, 872, 578, 802, 1184, 229, 1276, 558, 864, 65, 517, 1518]"
12.0,665.88,6,"[1916, 658, 1500, 787, 348, 526, 1246, 1132, 65, 517, 1518, 1442]"
22.0,849.42,7,"[1916, 1430, 802, 987, 996, 229, 65, 766, 1586, 700, 723, 965, 207, 892, 348, 418, 1085, 517, 434, 352, 837, 1518]"
5.0,150.78,7,"[1916, 39, 1274, 234, 924]"
45.0,1123.02,7,"[1916, 110, 1518, 1627, 864, 348, 1532, 1423, 892, 1736, 280, 897, 1556, 1103, 229, 517, 1276, 1387, 802, 582, 1234, 978, 1228, 65, 1155, 1503, 294, 1054, 420, 1224, 1473, 472, 904, 1279, 794, 1318, 564, 369, 856, 1208, 623, 1217, 1291, 1266, 447]"
19.0,792.22,7,"[1916, 1500, 348, 657, 892, 1053, 1627, 1228, 1840, 229, 1736, 1556, 558, 517, 864, 65, 802, 1518, 280]"
11.0,615.08,7,"[1916, 1430, 802, 1190, 996, 766, 229, 938, 65, 1518, 348]"
33.0,977.44,7,"[1916, 1430, 802, 987, 996, 229, 65, 766, 1586, 700, 723, 965, 315, 892, 348, 418, 1085, 517, 434, 352, 837, 1767, 1223, 1564, 1518, 1702, 1705, 1413, 452, 970, 356, 974, 1239]"
32.0,956.1,7,"[1916, 1500, 348, 657, 526, 1132, 1246, 1627, 894, 1064, 1564, 211, 659, 1540, 634, 1569, 507, 582, 1234, 864, 1518, 517, 1116, 1438, 802, 1503, 1155, 1228, 1541, 280, 904, 65]"
5.0,439.26,5,"[1916, 1518, 864, 1320, 348]"
23.0,890.32,7,"[1916, 1430, 1190, 802, 996, 1246, 894, 211, 2001, 864, 1518, 348, 65, 1276, 558, 526, 517, 1132, 978, 974, 584, 1156, 758]"
30.0,930.38,7,"[1916, 1430, 802, 987, 996, 229, 65, 766, 1586, 700, 723, 965, 315, 892, 348, 202, 1085, 517, 434, 352, 837, 1767, 1223, 1564, 1518, 1702, 1705, 1413, 452, 970]"
6.0,466.2,6,"[1916, 1518, 655, 658, 517, 65]"
10.0,593.08,6,"[1916, 1500, 657, 348, 526, 1132, 1627, 65, 1619, 1518]"
8.0,484.5,7,"[1916, 1518, 1320, 202, 864, 348, 65, 1900]"
42.0,1075.4,7,"[1916, 1276, 1500, 348, 1702, 743, 657, 1132, 894, 452, 1246, 1627, 526, 837, 1705, 356, 211, 965, 937, 1064, 1518, 1018, 1684, 864, 517, 1564, 802, 1767, 659, 812, 1239, 65, 1715, 1321, 472, 1224, 369, 564, 1473, 856, 280, 694]"
14.0,693.68,7,"[1916, 1928, 897, 1627, 892, 1053, 280, 348, 864, 236, 1423, 802, 65, 1518]"
8.0,545.16,6,"[1916, 1518, 1320, 1123, 504, 517, 348, 65]"
50.0,1162.76,7,"[1916, 777, 220, 348, 872, 578, 1586, 1518, 700, 723, 802, 315, 229, 418, 965, 892, 1085, 517, 65, 434, 1676, 1767, 1223, 1564, 1702, 837, 852, 1387, 1458, 794, 1054, 1318, 1199, 582, 1234, 1503, 978, 564, 1279, 694, 1228, 1208, 447, 1473, 1217, 472, 1224, 623, 856, 1266]"
38.0,1052.1,7,"[1916, 1430, 1190, 938, 802, 766, 1564, 996, 1702, 229, 837, 348, 1518, 852, 1387, 1116, 65, 794, 1054, 1318, 1199, 582, 1234, 1503, 978, 564, 1279, 694, 1228, 1208, 447, 1473, 1217, 472, 1224, 623, 1127, 1266]"
6.0,182.58,7,"[1916, 39, 1219, 1139, 1298, 211]"
