n_nodes,influence,time,nodes
2.0,25.22,2,"[1155, 656]"
52.0,313.9,7,"[1283, 1029, 6, 775, 8, 777, 908, 1293, 397, 691, 28, 417, 549, 382, 934, 814, 1330, 1235, 725, 981, 1367, 729, 664, 995, 297, 395, 105, 1257, 48, 230, 544, 216, 1256, 916, 333, 475, 1037, 465, 329, 369, 1252, 1383, 489, 874, 450, 425, 1003, 365, 756, 1014, 121, 511]"
14.0,147.32,7,"[57, 1383, 893, 951, 1239, 782, 1096, 317, 1153, 450, 164, 757, 292, 1232]"
13.0,142.3,6,"[852, 150, 1258, 358, 1118, 908, 653, 1153, 397, 691, 222, 242, 1325]"
9.0,75.06,7,"[57, 1383, 951, 66, 1118, 299, 827, 643, 1153]"
10.0,95.2,7,"[57, 1383, 774, 775, 195, 967, 1075, 409, 524, 731]"
4.0,43.24,4,"[256, 1105, 417, 780]"
7.0,90.94,3,"[546, 396, 1236, 1153, 358, 1072, 100]"
58.0,333.88,7,"[57, 951, 880, 266, 1153, 757, 775, 1242, 539, 1296, 106, 282, 155, 1308, 1311, 450, 801, 479, 1330, 1235, 725, 981, 1367, 729, 664, 995, 297, 243, 105, 1257, 48, 230, 544, 216, 904, 916, 333, 475, 1037, 465, 329, 369, 1252, 1323, 874, 425, 1003, 365, 756, 1218, 1130, 1004, 621, 1266, 628, 118, 125, 1023]"
17.0,165.6,7,"[57, 938, 1118, 100, 1153, 757, 397, 1258, 691, 222, 1158, 1325, 365, 756, 1014, 121, 511]"
45.0,297.62,7,"[1283, 1029, 6, 775, 8, 777, 1076, 192, 967, 552, 1235, 496, 312, 714, 307, 691, 53, 1288, 205, 963, 297, 489, 1014, 121, 511, 1287, 1037, 916, 544, 230, 425, 216, 1256, 450, 329, 333, 465, 475, 1252, 369, 1383, 874, 1003, 365, 756]"
12.0,136.04,6,"[57, 110, 951, 100, 397, 1258, 757, 1153, 282, 155, 691, 1308]"
3.0,40.92,2,"[1276, 1105, 217]"
49.00000000000001,309.54,7,"[57, 880, 951, 266, 1296, 757, 106, 1153, 1242, 282, 775, 155, 539, 1308, 236, 801, 479, 450, 1330, 248, 296, 160, 725, 981, 1367, 553, 1043, 1383, 1287, 1256, 1257, 1037, 916, 230, 544, 425, 1323, 216, 48, 329, 475, 333, 369, 465, 1252, 874, 1003, 365, 756]"
30.0,237.42,7,"[4, 774, 951, 561, 1239, 997, 1153, 236, 861, 145, 1319, 282, 524, 1287, 195, 967, 1291, 1296, 160, 425, 553, 747, 248, 345, 732, 261, 963, 1288, 307, 544]"
41.0,283.96,7,"[1283, 1029, 396, 775, 8, 777, 908, 1293, 397, 691, 28, 1380, 155, 1287, 1308, 1311, 801, 293, 729, 502, 230, 756, 1014, 1037, 916, 1340, 511, 544, 450, 1252, 1256, 329, 333, 216, 489, 475, 874, 465, 1003, 365, 369]"
12.0,135.78,7,"[4, 774, 951, 561, 1239, 1258, 757, 1153, 155, 1348, 1308, 282]"
6.0,74.76,4,"[1156, 945, 213, 329, 986, 425]"
7.0,67.84,7,"[57, 893, 504, 1383, 782, 100, 1153]"
29.0,236.5,6,"[4, 1105, 417, 1153, 100, 757, 397, 1258, 282, 155, 513, 918, 1311, 801, 814, 264, 747, 952, 345, 329, 160, 544, 963, 296, 1287, 553, 425, 1226, 248]"
3.0,35.52,3,"[4, 1105, 230]"
56.0,329.48,7,"[4, 774, 951, 561, 908, 1258, 872, 691, 155, 1153, 1308, 1311, 450, 282, 801, 814, 1330, 1235, 725, 819, 1367, 729, 664, 995, 297, 243, 105, 1257, 48, 230, 544, 216, 904, 916, 333, 475, 1037, 465, 329, 369, 1252, 1323, 874, 425, 1003, 365, 756, 1218, 1130, 1004, 621, 1266, 628, 200, 125, 1023]"
15.0,160.68,7,"[57, 396, 695, 1236, 1153, 433, 431, 757, 1230, 1238, 859, 225, 701, 336, 1342]"
11.0,125.82,7,"[4, 774, 951, 561, 1239, 997, 1153, 236, 117, 527, 1319]"
14.0,150.32,5,"[1156, 945, 213, 329, 235, 425, 757, 1232, 502, 248, 450, 524, 1044, 1153]"
22.0,196.12,7,"[57, 1118, 951, 1204, 1315, 1258, 757, 397, 222, 1153, 830, 183, 1232, 425, 544, 963, 574, 297, 729, 1287, 502, 450]"
36.0,271.4,7,"[852, 150, 1258, 358, 757, 1239, 561, 801, 1153, 489, 796, 1348, 155, 1102, 402, 248, 1037, 1308, 916, 553, 532, 282, 544, 425, 48, 329, 1256, 333, 465, 216, 475, 369, 998, 365, 756, 1014]"
9.0,105.86,6,"[57, 951, 100, 1030, 397, 1153, 757, 1258, 222]"
29.0,235.2,7,"[57, 1118, 1204, 951, 1315, 782, 318, 317, 1330, 513, 918, 1311, 1153, 801, 271, 248, 425, 264, 747, 963, 544, 952, 345, 1287, 329, 160, 296, 553, 1226]"
6.0,68.88,5,"[844, 78, 938, 1153, 109, 450]"
20.0,180.84,7,"[57, 951, 1153, 880, 757, 266, 775, 1242, 539, 1348, 330, 541, 524, 842, 967, 1311, 195, 801, 345, 526]"
7.0,78.86,6,"[57, 893, 1239, 1383, 208, 425, 1153]"
27.0,220.06,7,"[1156, 12, 951, 561, 139, 997, 1153, 236, 527, 1319, 757, 1380, 155, 1308, 1065, 801, 293, 729, 502, 1287, 230, 216, 1256, 544, 345, 248, 450]"
7.0,86.4,5,"[875, 774, 213, 329, 235, 425, 1153]"
6.0,64.86,6,"[57, 1127, 1381, 329, 986, 425]"
4.0,53.3,3,"[1156, 343, 989, 1287]"
21.0,195.38,7,"[57, 951, 358, 1239, 757, 561, 797, 1153, 1258, 489, 796, 1348, 155, 1102, 402, 1037, 1308, 916, 532, 553, 248]"
48.0,304.62,7,"[4, 774, 951, 561, 1239, 1258, 1242, 757, 155, 775, 1308, 1153, 539, 282, 236, 801, 1100, 450, 1330, 248, 296, 160, 725, 981, 1367, 1043, 1383, 1256, 553, 1068, 1037, 916, 1287, 230, 544, 425, 1323, 216, 48, 329, 475, 333, 369, 465, 1252, 874, 1003, 365]"
42.0,288.4,7,"[57, 880, 951, 266, 775, 1242, 539, 1296, 757, 106, 1153, 282, 155, 1308, 1311, 801, 479, 1330, 450, 725, 774, 1367, 1235, 729, 664, 995, 243, 105, 1257, 48, 297, 230, 216, 904, 916, 333, 475, 1154, 465, 544, 329, 369]"
5.0,62.14,4,"[57, 100, 474, 109, 1153]"
18.0,175.38,7,"[57, 951, 358, 1239, 757, 561, 296, 1153, 1258, 489, 796, 1348, 155, 1102, 402, 1037, 1308, 916]"
11.0,131.66,5,"[1304, 951, 1118, 1204, 757, 103, 1153, 1258, 397, 222, 830]"
14.0,149.06,6,"[57, 945, 213, 329, 235, 425, 757, 1232, 502, 1007, 450, 524, 1044, 1153]"
23.0,206.74,6,"[852, 150, 1258, 358, 757, 1239, 561, 801, 1153, 489, 796, 1348, 155, 1102, 402, 248, 671, 1308, 916, 553, 532, 329, 425]"
54.0,317.64,7,"[852, 150, 1258, 358, 757, 1239, 561, 489, 801, 796, 1153, 1348, 155, 1330, 1235, 725, 819, 1308, 1367, 729, 916, 664, 995, 297, 243, 329, 105, 425, 1257, 48, 230, 544, 216, 904, 333, 475, 1037, 465, 369, 1252, 1323, 874, 912, 365, 756, 1218, 614, 1004, 621, 1266, 628, 200, 125, 1023]"
24.0,221.5,6,"[852, 150, 1258, 358, 757, 1239, 561, 801, 489, 796, 1153, 1348, 155, 1102, 402, 248, 524, 747, 1287, 1314, 916, 345, 553, 425]"
28.0,228.18,7,"[57, 880, 951, 266, 1153, 330, 757, 1242, 539, 541, 747, 775, 183, 1291, 1295, 1348, 345, 524, 160, 248, 1287, 967, 613, 1383, 964, 1296, 1107, 425]"
10.0,114.36,6,"[57, 945, 213, 329, 235, 425, 1232, 757, 1236, 1153]"
8.0,94.54,6,"[57, 938, 1118, 100, 1153, 757, 397, 252]"
32.0,248.34,6,"[852, 150, 1258, 358, 757, 1239, 561, 489, 801, 796, 226, 1102, 155, 1153, 402, 248, 524, 747, 1287, 1314, 345, 553, 916, 425, 904, 333, 475, 1154, 465, 544, 329, 369]"
33.0,254.48,7,"[57, 100, 951, 1239, 757, 1153, 561, 296, 1258, 489, 796, 1348, 984, 1102, 1125, 691, 747, 1037, 967, 916, 1296, 553, 1287, 160, 450, 963, 248, 345, 1288, 307, 1096, 1259, 425]"
55.0,328.1,7,"[1283, 1029, 396, 775, 221, 777, 908, 1293, 967, 691, 552, 1235, 496, 312, 1287, 714, 307, 53, 1288, 502, 205, 345, 1014, 756, 160, 121, 511, 248, 1037, 916, 48, 532, 450, 1252, 1256, 544, 1269, 329, 489, 333, 874, 216, 1003, 365, 369, 501, 475, 632, 862, 425, 465, 1383, 738, 1254, 1136]"
24.0,211.6,7,"[4, 774, 951, 561, 1239, 1242, 796, 1258, 155, 757, 1348, 657, 402, 524, 747, 1314, 1153, 345, 801, 1287, 248, 553, 425, 916]"
34.0,257.3,7,"[57, 938, 1118, 183, 297, 100, 248, 757, 1153, 397, 222, 1226, 691, 1258, 1235, 464, 1325, 450, 1158, 1233, 552, 774, 714, 700, 219, 205, 312, 732, 261, 963, 1294, 307, 544, 425]"
32.0,244.88,7,"[57, 1239, 100, 951, 397, 222, 757, 1158, 1325, 1153, 183, 1258, 1226, 1235, 415, 464, 1233, 552, 691, 1241, 392, 700, 219, 205, 312, 732, 261, 248, 544, 450, 963, 425]"
19.0,176.48,6,"[57, 945, 213, 329, 235, 425, 397, 422, 757, 830, 183, 1153, 1051, 1125, 731, 524, 1287, 553, 195]"
5.0,62.1,5,"[57, 950, 471, 109, 1153]"
61.0,343.34,7,"[57, 358, 951, 1239, 196, 797, 757, 1258, 796, 155, 1153, 1102, 489, 402, 1037, 1348, 1308, 916, 801, 293, 306, 479, 56, 1082, 700, 63, 1329, 105, 1352, 458, 464, 1233, 89, 1241, 219, 732, 606, 889, 1025, 992, 353, 484, 1252, 925, 874, 106, 1012, 1269, 756, 365, 425, 502, 501, 632, 862, 738, 1254, 1136, 1014, 121, 511]"
39.0,272.56,7,"[4, 774, 951, 1258, 1239, 561, 1242, 757, 155, 775, 1308, 171, 282, 801, 1100, 450, 1153, 236, 1330, 248, 296, 160, 725, 981, 1367, 1043, 1383, 1256, 553, 1068, 1037, 916, 1287, 230, 544, 425, 1323, 216, 48]"
23.0,205.58,7,"[4, 774, 951, 561, 1239, 801, 489, 757, 155, 1258, 1308, 796, 1102, 1153, 402, 1348, 248, 671, 916, 1324, 532, 329, 425]"
8.0,96.86,5,"[57, 945, 213, 1232, 329, 1205, 1153, 425]"
26.0,215.56,7,"[57, 880, 951, 266, 1296, 757, 106, 1134, 1153, 282, 775, 155, 539, 1308, 236, 479, 450, 801, 1330, 296, 248, 160, 1287, 553, 425, 916]"
47.0,301.9,7,"[852, 1120, 1258, 358, 757, 1239, 561, 489, 801, 796, 1348, 1102, 155, 1153, 402, 524, 248, 747, 1314, 345, 725, 1287, 981, 916, 1367, 1043, 553, 425, 1383, 1256, 1257, 1037, 230, 544, 1323, 216, 48, 329, 475, 333, 369, 465, 1252, 874, 1003, 365, 756]"
13.0,141.52,7,"[57, 951, 100, 868, 397, 908, 1153, 653, 222, 1258, 691, 242, 1325]"
10.0,116.56,5,"[875, 945, 213, 1232, 329, 235, 757, 423, 1236, 1153]"
