n_nodes,influence,nodes
90.0,140.5,"[500, 843, 490, 685, 1200, 1098, 844, 1343, 616, 538, 492, 1057, 1862, 110, 1114, 864, 794, 850, 1253, 501, 1038, 1262, 755, 1246, 1833, 1035, 677, 6, 226, 706, 1102, 695, 651, 1153, 807, 463, 614, 386, 711, 1044, 603, 1210, 583, 181, 715, 1224, 1223, 825, 1009, 1397, 709, 743, 480, 35, 977, 352, 719, 1125, 1015, 516, 607, 1952, 707, 687, 1381, 847, 588, 795, 626, 1090, 1058, 689, 815, 692, 250, 988, 629, 451, 325, 475, 472, 569, 1220, 1165, 792, 513, 1401, 800, 759, 32]"
3.0,5.26,"[481, 596, 688]"
16.0,25.72,"[708, 504, 452, 795, 722, 1027, 583, 153, 133, 839, 194, 221, 35, 488, 1912, 862]"
97.0,147.48,"[390, 273, 788, 1349, 279, 1381, 634, 631, 1916, 1015, 6, 646, 441, 815, 641, 653, 494, 1254, 473, 1002, 1049, 857, 1093, 682, 758, 547, 1171, 569, 328, 1297, 1367, 40, 1064, 784, 545, 844, 1362, 846, 1394, 687, 759, 839, 310, 1053, 1969, 1086, 346, 557, 508, 490, 725, 858, 562, 1310, 1177, 1137, 837, 364, 1179, 216, 1334, 681, 1019, 1231, 592, 460, 1990, 823, 1332, 482, 1391, 492, 435, 721, 854, 827, 549, 422, 250, 263, 295, 1354, 2052, 290, 489, 76, 783, 1089, 613, 1243, 618, 88, 794, 705, 660, 181, 799]"
19.0,30.4,"[1076, 1326, 383, 654, 1217, 476, 837, 1366, 738, 562, 535, 628, 576, 286, 587, 1838, 545, 815, 2052]"
69.0,106.18,"[1305, 546, 773, 705, 786, 724, 518, 802, 1069, 226, 1010, 1215, 637, 1151, 1985, 1234, 1118, 1005, 390, 1047, 823, 504, 483, 16, 615, 1048, 1375, 784, 1979, 205, 844, 1051, 1205, 467, 1323, 433, 1273, 1938, 635, 663, 1084, 231, 445, 582, 720, 674, 88, 660, 509, 1216, 837, 1031, 750, 1037, 648, 861, 748, 1185, 1296, 468, 485, 701, 740, 67, 1033, 654, 980, 1196, 857]"
3.0,5.26,"[795, 1087, 724]"
95.0,144.56,"[560, 1328, 507, 202, 166, 486, 849, 367, 1256, 657, 1147, 808, 1301, 823, 8, 464, 673, 502, 1291, 686, 1094, 191, 1263, 649, 547, 835, 677, 590, 574, 533, 802, 0, 1230, 244, 1227, 1155, 1216, 1084, 134, 601, 1198, 861, 522, 1343, 1022, 193, 651, 434, 557, 1401, 1358, 1052, 866, 996, 1350, 12, 738, 1399, 404, 772, 487, 675, 863, 1374, 796, 1223, 713, 1391, 569, 1048, 1173, 1064, 1238, 1262, 544, 1021, 446, 815, 848, 733, 1862, 607, 1303, 439, 1405, 825, 1321, 571, 809, 654, 393, 219, 779, 1157, 712]"
17.0,28.54,"[363, 243, 557, 1387, 1284, 1401, 795, 724, 1177, 540, 1144, 1099, 828, 861, 680, 686, 819]"
61.0,97.22,"[849, 393, 675, 1347, 1045, 1092, 205, 677, 1042, 701, 485, 492, 621, 1212, 1078, 522, 1106, 1374, 738, 1283, 1247, 1378, 1016, 575, 445, 620, 791, 174, 295, 1041, 663, 723, 1087, 1267, 513, 1224, 815, 1171, 703, 1117, 1178, 1068, 1259, 1110, 766, 97, 579, 539, 400, 462, 725, 761, 163, 285, 608, 627, 518, 998, 730, 1135, 1090]"
