n_nodes,influence,time,nodes
1.0,48.44,1,[824]
13.0,220.3,7,"[94, 260, 310, 704, 766, 352, 688, 70, 999, 612, 197, 489, 901]"
6.0,161.0,5,"[824, 280, 197, 489, 901, 70]"
3.0,89.62,3,"[824, 509, 901]"
2.0,64.82,2,"[824, 330]"
2.0,65.98,1,"[824, 683]"
9.0,153.78,7,"[89, 105, 260, 1007, 704, 766, 14, 489, 901]"
3.0,99.98,2,"[824, 811, 901]"
4.0,112.42,4,"[824, 441, 901, 197]"
5.0,137.68,5,"[824, 133, 14, 489, 901]"
7.0,164.6,5,"[824, 280, 114, 955, 489, 704, 901]"
8.0,178.4,5,"[447, 486, 901, 612, 308, 70, 489, 824]"
9.0,182.2,6,"[94, 304, 16, 612, 69, 197, 824, 489, 901]"
11.0,196.1,7,"[89, 1003, 260, 1007, 704, 197, 180, 70, 489, 901, 824]"
13.0,223.24,6,"[824, 260, 901, 310, 704, 766, 601, 688, 70, 999, 612, 184, 489]"
6.0,138.18,6,"[824, 133, 312, 489, 901, 70]"
15.0,234.24,7,"[94, 304, 754, 746, 171, 612, 260, 824, 352, 70, 688, 995, 912, 489, 901]"
8.0,172.94,6,"[94, 167, 70, 612, 308, 824, 489, 901]"
10.0,191.36,7,"[824, 114, 260, 197, 593, 999, 901, 222, 70, 489]"
5.0,152.04,4,"[824, 221, 901, 197, 489]"
20.0,263.76,7,"[94, 304, 125, 612, 171, 197, 824, 260, 489, 352, 901, 688, 593, 999, 308, 70, 25, 285, 336, 637]"
18.0,252.38,7,"[89, 10, 260, 999, 489, 766, 901, 704, 612, 70, 114, 824, 779, 184, 688, 52, 308, 430]"
17.0,244.94,6,"[824, 957, 197, 570, 70, 999, 766, 260, 285, 308, 184, 704, 352, 612, 688, 901, 489]"
10.0,208.96,6,"[824, 114, 197, 260, 766, 704, 142, 901, 70, 489]"
9.0,182.82,5,"[824, 822, 260, 901, 502, 60, 704, 70, 489]"
14.0,228.12,7,"[89, 260, 999, 704, 612, 766, 70, 976, 489, 184, 901, 824, 688, 14]"
7.0,158.98,6,"[94, 191, 260, 901, 70, 489, 824]"
