n_nodes,influence,time,nodes
4.0,496.02,5,"[514, 1199, 483, 858]"
7.0,535.84,6,"[898, 483, 1099, 1159, 1199, 145, 435]"
5.0,510.04,6,"[256, 320, 1208, 858, 510]"
14.0,588.4,6,"[898, 274, 627, 483, 1199, 145, 1158, 435, 853, 219, 1077, 1130, 876, 240]"
23.0,608.68,7,"[446, 780, 148, 1290, 1199, 102, 145, 435, 853, 927, 1097, 1313, 418, 673, 72, 420, 1193, 42, 684, 1147, 1268, 886, 1270]"
8.0,545.68,6,"[446, 1271, 387, 395, 1107, 1170, 276, 1045]"
11.0,574.0,6,"[1158, 198, 483, 1290, 1199, 908, 853, 145, 435, 684, 1077]"
29.0,625.0,7,"[446, 677, 102, 75, 145, 1199, 1097, 673, 1184, 927, 853, 420, 1193, 42, 684, 435, 193, 19, 53, 959, 1217, 1290, 837, 1239, 998, 1259, 1134, 1313, 914]"
48.0,665.92,7,"[446, 780, 148, 1290, 1199, 102, 145, 435, 853, 927, 1097, 1313, 418, 72, 1147, 673, 1268, 420, 1193, 42, 684, 886, 1270, 1224, 593, 233, 981, 95, 730, 221, 994, 100, 488, 1001, 744, 750, 1274, 1151, 1246, 1252, 741, 103, 1002, 108, 749, 621, 125, 758]"
21.0,603.72,7,"[769, 1213, 771, 1290, 1199, 102, 435, 775, 853, 927, 1097, 1313, 418, 673, 420, 1184, 19, 1193, 42, 684, 172]"
20.0,599.06,6,"[1321, 229, 549, 858, 1064, 175, 673, 521, 420, 1193, 42, 684, 234, 172, 730, 750, 1274, 87, 593, 26]"
9.0,552.26,6,"[446, 1290, 349, 148, 114, 1268, 276, 1045, 981]"
18.0,590.5,7,"[446, 677, 75, 148, 1184, 420, 1199, 145, 853, 927, 1193, 42, 435, 684, 172, 824, 934, 1313]"
11.0,550.84,7,"[1158, 1333, 828, 1290, 1199, 445, 1082, 145, 292, 684, 1077]"
13.0,576.38,7,"[898, 305, 648, 483, 1199, 408, 145, 914, 1380, 814, 713, 1077, 176]"
1.0,327.12,3,[399]
4.0,486.8,6,"[446, 815, 549, 858]"
43.0,655.68,7,"[1321, 677, 75, 102, 583, 750, 1274, 1184, 1268, 193, 673, 886, 1193, 42, 684, 1199, 420, 1270, 100, 1097, 607, 488, 1001, 53, 1239, 998, 744, 1217, 837, 959, 1151, 1246, 19, 927, 1252, 435, 741, 103, 1002, 108, 644, 1290, 1313]"
46.0,661.22,7,"[446, 677, 75, 102, 583, 673, 1199, 1184, 853, 927, 420, 193, 19, 750, 435, 1193, 42, 684, 1274, 1097, 53, 959, 1217, 837, 1239, 998, 1268, 1313, 886, 1270, 100, 488, 1001, 1290, 744, 1151, 1246, 1181, 741, 103, 1002, 108, 644, 621, 125, 758]"
16.0,582.98,7,"[399, 148, 1184, 420, 1199, 145, 1117, 927, 1193, 42, 435, 684, 172, 824, 934, 1313]"
13.0,579.84,6,"[1158, 30, 10, 1299, 1199, 483, 435, 853, 176, 927, 677, 713, 1077]"
27.0,619.44,7,"[510, 711, 53, 102, 916, 148, 538, 1097, 42, 1199, 927, 853, 193, 1329, 119, 981, 1313, 418, 673, 1184, 420, 1193, 1290, 959, 684, 1327, 837]"
32.0,628.14,7,"[446, 780, 148, 145, 1290, 1199, 1313, 418, 435, 927, 853, 102, 72, 1147, 1268, 1097, 930, 1270, 1224, 493, 233, 981, 95, 673, 730, 42, 684, 1193, 420, 221, 994, 100]"
10.0,526.4,7,"[34, 1333, 828, 1290, 1199, 830, 435, 853, 677, 927]"
59.0,688.28,7,"[1176, 198, 686, 1290, 1199, 145, 658, 1044, 168, 301, 817, 684, 920, 178, 179, 1207, 184, 314, 1084, 579, 233, 95, 697, 418, 673, 42, 981, 189, 703, 1346, 706, 966, 1150, 1193, 717, 78, 463, 1230, 976, 978, 1242, 826, 596, 1238, 988, 349, 1246, 1252, 837, 103, 1002, 108, 90, 621, 114, 727, 758, 762, 765]"
6.0,518.4,6,"[1366, 57, 1184, 420, 1077, 492]"
18.0,599.0,6,"[1158, 30, 10, 1299, 1177, 483, 435, 853, 176, 927, 677, 713, 172, 234, 730, 750, 1274, 87]"
3.0,455.96,6,"[974, 1372, 382]"
10.0,559.48,6,"[446, 1290, 349, 148, 1260, 1268, 276, 1045, 981, 1077]"
41.0,651.26,7,"[1321, 677, 75, 102, 583, 750, 1274, 1184, 1268, 193, 886, 1199, 673, 1270, 1193, 42, 684, 100, 1097, 607, 1239, 420, 998, 1217, 53, 837, 854, 959, 488, 744, 1151, 1246, 19, 927, 1252, 435, 1064, 172, 175, 234, 730]"
33.0,635.72,7,"[974, 1372, 1290, 102, 75, 145, 1097, 1199, 786, 42, 927, 193, 673, 19, 1184, 1150, 1193, 435, 420, 684, 53, 959, 998, 1259, 798, 914, 744, 996, 762, 1151, 1313, 837, 1217]"
26.0,619.2,7,"[446, 780, 288, 1290, 1199, 102, 145, 435, 853, 927, 1097, 1313, 418, 72, 1147, 673, 1268, 420, 1193, 42, 684, 930, 1270, 1224, 593, 233]"
