n_nodes,influence,communities,nodes
0.09727626459143979,2.32,5,[665]
0.5836575875486383,12.55,23,"[235, 192, 104, 399, 167, 615]"
1.653696498054475,26.61,35,"[1018, 833, 665, 235, 77, 816, 400, 331, 192, 263, 853, 104, 279, 1067, 119, 399, 40]"
1.4591439688715955,24.16,36,"[788, 665, 279, 1018, 104, 400, 192, 833, 167, 40, 615, 1067, 119, 399, 331]"
1.5564202334630353,25.54,37,"[167, 279, 399, 263, 711, 1093, 119, 615, 192, 833, 40, 104, 331, 1067, 400, 853]"
0.8754863813229574,16.92,29,"[167, 615, 263, 833, 1067, 104, 331, 279, 400]"
0.19455252918287957,4.93,12,"[104, 615]"
1.945525291828794,29.52,40,"[1018, 952, 563, 756, 77, 400, 385, 192, 833, 853, 665, 615, 40, 711, 104, 399, 167, 1067, 263, 331]"
1.4591439688715955,24.35,35,"[167, 263, 279, 665, 192, 970, 119, 833, 1018, 615, 40, 104, 1067, 331, 400]"
0.4863813229571987,9.98,20,"[263, 119, 104, 400, 615]"
1.945525291828794,29.32,41,"[167, 263, 279, 399, 740, 665, 235, 553, 1108, 711, 192, 615, 833, 40, 104, 1067, 77, 331, 400, 853]"
1.361867704280156,22.86,35,"[1018, 952, 853, 400, 192, 665, 833, 615, 104, 263, 235, 1067, 331, 399]"
0.4863813229571987,10.49,19,"[427, 400, 263, 665, 104]"
2.0428015564202338,30.17,42,"[1018, 563, 952, 711, 235, 480, 119, 385, 400, 756, 192, 833, 665, 167, 853, 40, 615, 104, 1067, 331, 399]"
1.7509727626459146,27.43,38,"[1018, 77, 833, 665, 1150, 235, 263, 279, 400, 615, 331, 192, 853, 40, 104, 1067, 119, 399]"
1.2645914396887161,21.87,34,"[167, 263, 279, 665, 399, 192, 833, 615, 125, 104, 331, 1067, 400]"
1.1673151750972766,21.05,34,"[399, 665, 279, 40, 400, 104, 553, 192, 833, 615, 331, 1067]"
1.5564202334630353,25.56,36,"[1018, 833, 192, 167, 119, 263, 279, 615, 711, 40, 853, 104, 400, 331, 1067, 211]"
2.1400778210116735,30.16,43,"[1018, 104, 479, 563, 400, 1115, 279, 399, 788, 77, 853, 192, 665, 833, 167, 541, 711, 615, 1067, 756, 331, 40]"
0.6809338521400781,13.9,23,"[167, 400, 615, 235, 192, 853, 104]"
0.6809338521400781,12.73,25,"[399, 862, 178, 104, 167, 615, 331]"
1.7509727626459146,24.43,41,"[167, 400, 235, 615, 414, 1151, 756, 192, 104, 600, 1108, 833, 563, 279, 1067, 331, 399, 807]"
2.1400778210116735,26.53,45,"[1018, 77, 833, 665, 1168, 235, 1114, 541, 400, 563, 331, 446, 934, 1108, 192, 1156, 1067, 104, 399, 167, 615, 40]"
1.8482490272373542,28.66,38,"[1018, 263, 833, 665, 119, 235, 77, 276, 400, 167, 615, 192, 853, 331, 279, 40, 104, 1067, 399]"
1.2645914396887161,21.33,35,"[1018, 578, 192, 833, 263, 615, 167, 104, 331, 1067, 399, 400, 665]"
1.7509727626459146,25.76,40,"[1018, 414, 563, 862, 279, 447, 167, 833, 192, 235, 399, 104, 331, 1179, 665, 1067, 615, 400]"
1.945525291828794,28.68,42,"[788, 665, 740, 279, 235, 553, 104, 400, 1108, 711, 192, 833, 167, 615, 1067, 40, 399, 77, 331, 862]"
