n_nodes,influence,nodes
0.057659042859888654,15.74,"[3940, 4526, 1627]"
0.7303478762252547,17.59,"[2564, 4526, 3530, 4053, 3294, 2995, 1390, 5495, 4699, 3836, 5224, 3315, 362, 5746, 1282, 3203, 4229, 4614, 4521, 2094, 5294, 3119, 3887, 4014, 4405, 4532, 3565, 4545, 3022, 4805, 4940, 3412, 2389, 3423, 4587, 4464, 1147, 2295]"
0.44205266192581183,17.01,"[2564, 4526, 3514, 4053, 3294, 2384, 3565, 5229, 5294, 1282, 4805, 4614, 4253, 5224, 3423, 4634, 3215, 4014, 4464, 3315, 4532, 4405, 2389]"
0.038439361906592584,15.51,"[2101, 1717]"
0.13453776667307338,16.0,"[5410, 4526, 1627, 2389, 4464, 3315, 3176]"
1.2684989429175477,18.51,"[2154, 2651, 4526, 4336, 4699, 3836, 5495, 2366, 5229, 3270, 2170, 3294, 1223, 1460, 534, 3461, 3315, 3218, 1412, 4332, 2355, 5482, 4405, 4053, 2295, 3745, 5643, 4284, 47, 1363, 4457, 5049, 3605, 1282, 3203, 4229, 3215, 146, 5658, 4253, 4639, 3244, 5294, 3119, 4014, 2094, 3887, 4545, 4532, 4922, 4539, 3565, 3516, 4805, 4464, 4940, 3022, 3412, 2389, 3423, 4448, 5224, 362, 4587, 4211, 1147]"
0.07687872381318472,15.81,"[1618, 4587, 3565, 642]"
2.0180665000960984,19.56,"[2154, 4566, 5181, 2828, 4783, 5229, 5495, 646, 3605, 4336, 4939, 4526, 4053, 5232, 2795, 2271, 4102, 3315, 3985, 4871, 3471, 3370, 3544, 3745, 5284, 2295, 5667, 3294, 362, 177, 4405, 5059, 4001, 428, 3341, 977, 1363, 3270, 3312, 5470, 863, 3421, 1258, 3665, 5515, 4588, 4506, 4448, 1446, 3565, 5224, 5071, 158, 4529, 5049, 1282, 2389, 5456, 3412, 3203, 4464, 5225, 3588, 4229, 261, 3207, 5518, 3215, 2959, 1460, 3218, 146, 2964, 3352, 5658, 1147, 4253, 4639, 4255, 4256, 4587, 2975, 4539, 4521, 3516, 3244, 1223, 2094, 3119, 5294, 3887, 4940, 2355, 4014, 4532, 4211, 4922, 4284, 4545, 5572, 4805, 4457, 3022, 5471, 3423]"
0.36517393811262755,16.83,"[3934, 4526, 4635, 4053, 3294, 1322, 1945, 1282, 5224, 4587, 4940, 3565, 2170, 3423, 4014, 4464, 146, 3315, 2389]"
0.4036133000192197,16.92,"[2154, 2651, 4635, 3102, 4526, 4206, 3078, 877, 1282, 4229, 4805, 4587, 3565, 4014, 4464, 3294, 3218, 3315, 2315, 2389, 3423]"
