n_nodes,influence,communities,time,nodes,std
1.0,180.4,3,12,[107],44.06642712995915
38.0,1119.6,7,16,"[0, 2054, 2333, 1684, 983, 3534, 3019, 1663, 517, 107, 3437, 3101, 3302, 1399, 1730, 553, 3426, 1768, 428, 698, 2951, 1912, 376, 563, 3198, 686, 348, 2199, 373, 119, 1714, 483, 1584, 3076, 1559, 1471, 1235, 3672]",57.39825781328211
53.0,1230.7,7,15,"[500, 414, 1800, 2839, 1880, 3280, 517, 107, 946, 2111, 1399, 376, 2951, 3058, 3302, 3198, 348, 1768, 3426, 2199, 3101, 373, 119, 1589, 428, 363, 1730, 1714, 1912, 1584, 3076, 1559, 1471, 1235, 483, 2007, 3672, 3437, 25, 3456, 315, 1813, 2793, 830, 2047, 3519, 271, 2313, 0, 1684, 553, 686, 698]",94.96630981563936
83.0,1353.3,7,15,"[500, 1880, 414, 3023, 1800, 1559, 3280, 2839, 1399, 107, 946, 3058, 3456, 0, 3076, 3198, 517, 376, 2111, 3302, 2951, 2313, 348, 373, 119, 1768, 3851, 781, 2007, 271, 1912, 1684, 3672, 1941, 363, 3426, 2199, 2328, 1048, 1296, 1888, 25, 1277, 484, 3101, 2754, 1086, 1699, 3437, 3363, 1376, 1827, 2339, 1377, 1621, 3495, 483, 2724, 3327, 553, 2793, 428, 637, 1730, 686, 1589, 3633, 239, 1714, 3506, 1718, 1235, 1204, 3002, 315, 2543, 698, 1471, 3263, 67, 2384, 3796, 2142]",79.04277323070086
63.0,1264.1,7,14,"[3437, 119, 3210, 2104, 3938, 725, 414, 2754, 1390, 946, 1399, 500, 3101, 2839, 1684, 3302, 107, 376, 3426, 1768, 428, 2951, 3058, 3198, 1730, 348, 2199, 373, 1589, 363, 1714, 1912, 483, 1584, 3076, 1559, 1471, 1235, 2007, 3672, 2359, 3456, 315, 1813, 2793, 830, 2047, 3519, 271, 2313, 3851, 2328, 3434, 2724, 686, 1964, 553, 3506, 1204, 2142, 698, 0, 1376]",87.50228568443227
12.0,823.4,6,18,"[1800, 2104, 2754, 3938, 865, 3695, 0, 107, 3437, 1684, 1912, 414]",71.39474770597624
72.0,1282.2,7,15,"[500, 1800, 414, 1880, 3280, 517, 2839, 946, 1399, 107, 2111, 3058, 1086, 1888, 1277, 3198, 484, 376, 3302, 1621, 122, 1377, 348, 373, 119, 1768, 1699, 3495, 2007, 3327, 1912, 2199, 3672, 3363, 363, 3426, 1048, 781, 2384, 2951, 3002, 2754, 3633, 3456, 0, 3076, 2313, 3437, 1376, 3851, 271, 1684, 1589, 1730, 3101, 483, 1559, 2328, 3284, 2724, 428, 553, 1714, 1235, 686, 1584, 3506, 1204, 1471, 698, 315, 2142]",45.489009661675425
7.0,680.6,6,17,"[3437, 2438, 3525, 0, 107, 1684, 414]",95.18193105836843
10.0,792.8,6,15,"[3437, 119, 3982, 3938, 3898, 0, 1684, 107, 1912, 1399]",106.53806831363144
7.0,674.8,7,14,"[107, 1950, 0, 3437, 500, 1684, 414]",85.18685344582227
29.0,1043.1,7,15,"[500, 2290, 1880, 3019, 2133, 414, 1663, 563, 1399, 1460, 561, 1559, 2719, 497, 3198, 107, 2111, 0, 1730, 2339, 517, 1768, 553, 3385, 3437, 686, 1684, 1912, 698]",82.37693852043786
6.0,635.6,6,14,"[3437, 119, 836, 0, 107, 1684]",44.16514462786237
2.0,197.0,4,14,"[2121, 107]",37.27733896082176
