n_nodes,influence,communities,nodes
1.4300306435137897,25.02,12,"[396, 996, 231, 79, 857, 161, 195, 286, 680, 938, 424, 779, 75, 401]"
1.2257405515832482,23.71,11,"[115, 401, 938, 161, 195, 680, 424, 286, 779, 396, 75, 616]"
2.1450459652706844,29.25,13,"[396, 401, 949, 836, 79, 613, 115, 938, 393, 385, 161, 195, 779, 231, 286, 878, 75, 136, 680, 522, 424]"
1.7364657814096016,26.46,14,"[779, 286, 970, 871, 836, 79, 408, 401, 161, 195, 901, 424, 680, 136, 396, 75, 878]"
0.9193054136874361,20.34,11,"[938, 835, 75, 161, 401, 195, 424, 680, 779]"
1.0214504596527068,20.41,12,"[779, 195, 938, 954, 161, 680, 424, 75, 396, 887]"
0.5107252298263534,13.49,8,"[779, 161, 385, 286, 424]"
2.3493360572012256,30.64,13,"[779, 286, 703, 878, 401, 992, 385, 680, 594, 901, 136, 522, 79, 161, 396, 195, 538, 613, 424, 938, 326, 75, 231]"
1.2257405515832482,23.44,12,"[779, 949, 938, 839, 286, 161, 195, 680, 424, 401, 396, 75]"
1.8386108273748722,28.34,12,"[938, 79, 971, 75, 401, 601, 231, 136, 522, 161, 286, 385, 195, 396, 680, 779, 424, 849]"
0.20429009193054126,4.94,5,"[385, 195]"
0.8171603677221655,18.96,9,"[779, 75, 286, 161, 401, 680, 79, 424]"
2.247191011235955,29.54,14,"[597, 401, 871, 817, 609, 538, 231, 286, 992, 396, 385, 161, 195, 136, 79, 424, 522, 680, 878, 75, 779, 938]"
0.8171603677221655,18.62,10,"[779, 824, 161, 401, 424, 75, 396, 286]"
2.3493360572012256,30.4,14,"[779, 890, 401, 286, 79, 985, 817, 992, 613, 938, 945, 161, 396, 385, 195, 75, 231, 680, 424, 522, 538, 901, 136]"
2.3493360572012256,29.43,15,"[779, 949, 946, 871, 286, 844, 992, 680, 401, 613, 878, 161, 396, 538, 901, 385, 195, 231, 136, 424, 522, 938, 75]"
2.0429009193054135,29.51,12,"[779, 949, 6, 401, 610, 901, 992, 231, 286, 161, 79, 385, 195, 136, 680, 522, 424, 396, 938, 75]"
2.1450459652706844,29.61,12,"[115, 401, 597, 610, 992, 231, 136, 286, 821, 613, 161, 385, 195, 680, 938, 75, 79, 522, 424, 396, 779]"
2.0429009193054135,27.4,15,"[779, 949, 946, 871, 286, 231, 884, 424, 680, 401, 161, 136, 396, 539, 901, 823, 522, 385, 195, 75]"
1.634320735444331,25.65,14,"[779, 949, 946, 884, 286, 871, 538, 938, 680, 401, 161, 79, 195, 424, 396, 75]"
1.634320735444331,26.94,12,"[195, 161, 401, 966, 680, 286, 424, 136, 75, 762, 522, 938, 385, 79, 396, 779]"
1.2257405515832482,22.51,13,"[779, 890, 401, 872, 286, 161, 195, 680, 424, 938, 396, 75]"
1.0214504596527068,22.2,10,"[79, 401, 161, 195, 680, 424, 938, 286, 779, 75]"
1.8386108273748722,28.34,12,"[115, 401, 601, 849, 161, 385, 978, 286, 136, 195, 680, 938, 75, 522, 396, 779, 79, 424]"
0.3064351378958121,9.02,5,"[136, 680, 424]"
1.634320735444331,23.47,15,"[779, 949, 806, 871, 286, 946, 884, 161, 195, 680, 424, 938, 396, 538, 840, 79]"
2.247191011235955,28.64,15,"[779, 949, 852, 891, 401, 871, 945, 613, 286, 538, 161, 385, 901, 195, 680, 424, 396, 75, 938, 231, 136, 522]"
1.3278855975485189,22.09,14,"[396, 996, 872, 887, 161, 195, 656, 286, 424, 938, 779, 75, 401]"
1.5321756894790604,26.14,12,"[396, 401, 115, 810, 610, 79, 161, 195, 136, 680, 938, 424, 286, 779, 75]"
1.5321756894790604,24.62,14,"[779, 286, 543, 958, 938, 401, 161, 75, 396, 680, 424, 891, 871, 385, 195]"
0.3064351378958121,8.49,6,"[680, 286, 385]"
0.10214504596527085,2.75,3,[286]
1.940755873340143,28.06,14,"[779, 949, 543, 878, 286, 871, 136, 396, 538, 79, 401, 231, 161, 385, 195, 680, 424, 938, 75]"
0.7150153217568951,17.14,9,"[424, 75, 161, 401, 195, 680, 326]"
1.634320735444331,26.55,13,"[779, 891, 286, 75, 996, 401, 522, 161, 79, 385, 680, 195, 424, 136, 938, 396]"
1.1235955056179776,22.21,12,"[877, 401, 396, 161, 195, 680, 424, 286, 938, 779, 75]"
1.7364657814096016,27.44,13,"[779, 891, 286, 586, 522, 75, 401, 538, 161, 385, 79, 195, 680, 424, 136, 938, 396]"
1.5321756894790604,22.33,15,"[848, 884, 946, 655, 195, 522, 957, 871, 286, 901, 161, 680, 424, 385, 75]"
1.7364657814096016,27.79,12,"[779, 666, 286, 996, 522, 75, 401, 231, 161, 385, 79, 195, 680, 424, 136, 938, 396]"
1.940755873340143,28.83,12,"[396, 401, 573, 818, 79, 262, 231, 161, 610, 385, 195, 136, 286, 680, 424, 75, 779, 938, 538]"
1.3278855975485189,24.83,12,"[779, 610, 401, 286, 79, 844, 161, 195, 680, 424, 938, 75, 396]"
1.3278855975485189,23.92,13,"[396, 948, 680, 887, 844, 161, 195, 286, 424, 938, 779, 75, 401]"
1.940755873340143,28.55,13,"[882, 401, 966, 473, 79, 610, 161, 286, 195, 538, 385, 938, 231, 396, 680, 424, 779, 75, 136]"
0.20429009193054126,6.29,4,"[680, 195]"
1.4300306435137897,25.34,11,"[396, 401, 206, 610, 161, 195, 79, 136, 680, 424, 779, 938, 75, 286]"
0.10214504596527085,3.45,1,[680]
0.8171603677221655,18.18,11,"[424, 75, 900, 401, 286, 161, 396, 680]"
0.6128702757916242,15.54,9,"[396, 680, 424, 161, 75, 231]"
1.940755873340143,26.66,15,"[779, 949, 946, 884, 286, 538, 871, 79, 231, 424, 938, 401, 161, 680, 385, 195, 396, 136, 870]"
2.247191011235955,30.23,12,"[115, 401, 601, 619, 901, 161, 385, 286, 231, 564, 136, 992, 680, 938, 75, 522, 396, 779, 79, 424, 195, 538]"
