n_nodes,influence,communities,nodes
0.3058103975535169,2.14,4,"[0, 293]"
0.764525993883792,4.65,7,"[119, 448, 15, 531, 293]"
1.6819571865443423,7.79,13,"[15, 218, 212, 293, 151, 425, 38, 471, 299, 84, 531]"
1.3761467889908257,7.08,10,"[151, 463, 232, 293, 299, 15, 212, 531, 471]"
1.3761467889908257,7.03,11,"[151, 463, 43, 80, 293, 5, 212, 531, 471]"
0.15290519877675823,1.29,2,[299]
1.8348623853211008,7.17,15,"[151, 463, 299, 15, 277, 699, 505, 67, 511, 400, 644, 531]"
2.4464831804281344,9.68,16,"[151, 218, 400, 84, 15, 644, 699, 212, 463, 693, 293, 38, 8, 488, 531, 471]"
2.293577981651376,9.31,16,"[151, 43, 431, 463, 212, 293, 15, 471, 400, 531, 84, 484, 232, 277, 299]"
0.9174311926605503,5.43,8,"[8, 84, 151, 299, 293, 471]"
1.6819571865443423,8.07,11,"[15, 151, 49, 463, 119, 68, 218, 293, 471, 299, 531]"
1.9877675840978593,8.78,13,"[151, 218, 49, 119, 425, 463, 15, 471, 293, 84, 299, 390, 531]"
1.5290519877675839,7.51,11,"[15, 218, 212, 463, 299, 151, 43, 293, 531, 471]"
0.45871559633027514,3.24,5,"[15, 448, 293]"
0.6116207951070334,3.98,6,"[15, 119, 471, 293]"
1.9877675840978593,7.26,16,"[151, 495, 277, 699, 99, 505, 212, 293, 67, 234, 8, 463, 531]"
1.5290519877675839,7.17,13,"[151, 218, 43, 400, 84, 277, 293, 15, 531, 471]"
1.2232415902140672,6.59,10,"[25, 218, 463, 43, 151, 293, 531, 471]"
1.2232415902140672,6.0,11,"[151, 218, 217, 293, 501, 15, 531, 471]"
2.293577981651376,9.51,15,"[15, 218, 8, 84, 212, 151, 431, 484, 699, 293, 299, 49, 463, 531, 471]"
2.1406727828746175,8.94,15,"[151, 218, 484, 431, 15, 644, 212, 43, 84, 704, 471, 463, 293, 531]"
1.8348623853211008,8.29,13,"[151, 431, 43, 212, 463, 400, 84, 15, 471, 644, 293, 531]"
1.0703363914373085,6.04,9,"[151, 84, 463, 15, 43, 471, 293]"
1.0703363914373085,5.76,10,"[151, 29, 43, 80, 293, 531, 471]"
2.1406727828746175,9.33,11,"[15, 218, 84, 43, 67, 151, 38, 119, 25, 531, 293, 299, 463, 471]"
2.1406727828746175,9.15,14,"[151, 218, 20, 38, 425, 277, 463, 293, 212, 299, 15, 531, 471, 84]"
2.1406727828746175,9.26,13,"[15, 49, 463, 151, 119, 246, 67, 400, 17, 471, 293, 299, 531, 212]"
1.5290519877675839,7.57,9,"[15, 119, 29, 293, 463, 299, 471, 151, 531, 43]"
2.4464831804281344,8.61,18,"[151, 80, 721, 463, 400, 505, 644, 218, 212, 511, 183, 486, 431, 15, 531, 299]"
1.8348623853211008,8.41,11,"[15, 5, 49, 151, 463, 84, 293, 8, 299, 531, 471, 212]"
1.6819571865443423,8.03,12,"[644, 218, 43, 463, 119, 68, 299, 471, 293, 15, 531]"
2.4464831804281344,10.22,14,"[151, 218, 38, 15, 400, 49, 293, 212, 463, 531, 431, 119, 67, 471, 8, 299]"
1.9877675840978593,8.91,12,"[15, 52, 119, 151, 463, 246, 17, 471, 293, 400, 67, 299, 531]"
1.6819571865443423,7.11,14,"[151, 431, 719, 43, 492, 68, 277, 293, 15, 471, 531]"
0.3058103975535169,2.36,3,"[463, 299]"
0.764525993883792,4.14,8,"[15, 448, 277, 79, 293]"
1.5290519877675839,7.33,12,"[8, 218, 84, 43, 425, 299, 151, 471, 293, 531]"
2.4464831804281344,9.36,17,"[15, 218, 88, 400, 212, 508, 151, 699, 43, 644, 431, 471, 67, 441, 293, 531]"
0.9174311926605503,5.31,9,"[67, 293, 60, 15, 119, 471]"
1.9877675840978593,8.28,15,"[151, 218, 484, 431, 212, 699, 15, 644, 293, 60, 84, 531, 471]"
2.293577981651376,9.62,14,"[15, 218, 425, 212, 38, 151, 84, 293, 277, 471, 49, 463, 8, 299, 531]"
1.9877675840978593,8.58,14,"[151, 218, 43, 277, 425, 463, 84, 15, 299, 293, 104, 471, 531]"
2.1406727828746175,8.62,16,"[15, 218, 484, 704, 151, 43, 431, 212, 644, 463, 525, 293, 531, 84]"
2.4464831804281344,10.03,15,"[15, 49, 246, 151, 502, 119, 463, 431, 8, 400, 471, 67, 293, 299, 531, 212]"
2.293577981651376,8.7,17,"[15, 598, 463, 212, 108, 510, 151, 501, 667, 644, 43, 471, 531, 84, 293]"
1.2232415902140672,6.72,9,"[15, 60, 293, 299, 463, 531, 151, 471]"
1.8348623853211008,8.39,12,"[151, 218, 49, 47, 293, 299, 463, 15, 531, 212, 84, 471]"
1.3761467889908257,6.64,12,"[15, 218, 43, 119, 425, 521, 471, 293, 531]"
1.8348623853211008,7.99,14,"[151, 218, 49, 212, 400, 644, 267, 15, 471, 293, 531, 84]"
2.293577981651376,9.72,13,"[151, 218, 202, 49, 8, 400, 74, 15, 463, 471, 67, 293, 119, 299, 531]"
