n_nodes,influence,communities,time,nodes
5.0,86.24,6,9,"[2650, 1729, 1980, 92, 2207]"
10.0,130.8,8,10,"[2650, 2044, 2146, 92, 1980, 1931, 3740, 1251, 2012, 572]"
8.0,150.43,5,11,"[2650, 92, 1019, 2131, 2255, 3740, 572, 2207]"
25.0,239.94,7,10,"[2650, 3111, 2747, 92, 2016, 1235, 386, 111, 1994, 2207, 3099, 3277, 3740, 1619, 2255, 361, 1834, 145, 728, 1502, 2419, 1251, 996, 1224, 572]"
31.0,249.97,7,9,"[2650, 1460, 2529, 3472, 92, 1235, 1132, 111, 2207, 1994, 1834, 2255, 3277, 2696, 572, 145, 2372, 3099, 3740, 2488, 1021, 1316, 996, 1251, 2864, 2419, 2920, 1224, 2230, 1464, 1088]"
12.0,177.79,7,11,"[2650, 2044, 92, 1777, 572, 1235, 1132, 2255, 2207, 230, 3277, 1019]"
18.0,212.43,6,10,"[2650, 1132, 2747, 92, 3111, 230, 2696, 1502, 1235, 2207, 2016, 2419, 1251, 3277, 996, 1481, 2255, 572]"
42.0,280.88,8,10,"[2650, 3111, 2747, 1316, 1235, 1931, 3775, 80, 111, 2207, 386, 2034, 1392, 3740, 1960, 3806, 1619, 3277, 2864, 815, 2255, 1583, 59, 7, 1834, 572, 2060, 365, 3360, 524, 17, 2834, 996, 2577, 2543, 278, 556, 2861, 3631, 1839, 567, 3275]"
7.0,124.39,6,10,"[2650, 2616, 1931, 3740, 1251, 2012, 572]"
1.0,28.22,2,6,[2616]
8.0,144.75,6,11,"[2650, 2108, 1777, 2255, 92, 3740, 572, 2207]"
13.0,179.26,7,11,"[2650, 2044, 92, 1777, 572, 1235, 1132, 3026, 2207, 3277, 1019, 2255, 145]"
8.0,132.82,7,11,"[2650, 2044, 92, 1777, 239, 1235, 1132, 2255]"
22.0,231.3,7,10,"[2650, 2044, 92, 1925, 572, 1132, 230, 1235, 2207, 3277, 1019, 2255, 145, 1251, 3740, 136, 1881, 371, 2419, 996, 1834, 2864]"
9.0,154.04,7,11,"[2650, 2016, 1235, 2051, 92, 2419, 1441, 2255, 572]"
3.0,71.84,4,9,"[2650, 853, 1235]"
8.0,90.41,8,10,"[2650, 2061, 2146, 1980, 1931, 92, 640, 1251]"
