n_nodes,influence,communities,time,nodes
1.0,1.49,1,1,[1114]
2.0,3.53,2,1,"[185, 1040]"
7.0,12.21,6,2,"[185, 1507, 1444, 419, 1060, 107, 662]"
4.0,7.21,4,2,"[185, 1507, 981, 597]"
9.0,16.21,5,2,"[1625, 1634, 310, 662, 1824, 610, 185, 419, 981]"
5.0,8.87,4,2,"[1114, 662, 419, 1311, 1634]"
8.0,14.37,5,2,"[185, 1507, 1444, 1153, 981, 419, 662, 1060]"
8.0,13.34,6,2,"[185, 1507, 1444, 981, 1862, 779, 662, 1060]"
9.0,14.27,7,2,"[185, 1444, 1507, 107, 419, 1343, 1060, 662, 1748]"
7.0,12.79,4,2,"[1242, 3, 1060, 107, 185, 419, 662]"
18.0,28.05,7,2,"[185, 1507, 1060, 86, 791, 764, 1186, 698, 419, 981, 662, 1532, 1114, 529, 1634, 1748, 783, 1862]"
10.0,16.47,7,2,"[480, 1444, 1060, 86, 1749, 806, 1634, 981, 662, 185]"
3.0,5.68,2,2,"[185, 1040, 981]"
11.0,18.25,7,2,"[480, 1649, 1060, 86, 1862, 610, 419, 1748, 981, 662, 185]"
6.0,11.31,3,2,"[185, 1009, 981, 662, 419, 1060]"
17.0,26.57,7,2,"[185, 1444, 344, 86, 1507, 1807, 1634, 662, 981, 480, 1060, 1185, 610, 1509, 1366, 1568, 419]"
9.0,14.8,6,2,"[185, 1060, 1507, 86, 764, 1773, 595, 419, 981]"
7.0,12.36,5,2,"[1426, 185, 662, 1444, 1811, 419, 1060]"
5.0,7.96,5,2,"[1886, 185, 1174, 662, 1636]"
5.0,9.2,3,2,"[1426, 185, 662, 981, 207]"
4.0,8.55,2,2,"[185, 1060, 419, 981]"
21.0,32.84,7,2,"[185, 86, 1507, 1060, 764, 791, 1186, 698, 1532, 1114, 419, 981, 662, 783, 1862, 1789, 770, 1232, 610, 1748, 1634]"
11.0,17.44,8,2,"[1426, 185, 86, 1444, 1862, 1748, 1060, 419, 1634, 1091, 610]"
14.0,21.61,8,2,"[1889, 1444, 1060, 86, 1749, 595, 1862, 1507, 1407, 185, 480, 1634, 419, 662]"
12.0,20.49,7,2,"[1426, 185, 662, 1811, 1444, 1060, 86, 419, 943, 981, 480, 1634]"
18.0,27.98,8,2,"[185, 791, 1444, 480, 86, 698, 1507, 1568, 1114, 981, 529, 1748, 1060, 419, 662, 783, 1525, 1862]"
15.0,25.11,6,2,"[1426, 185, 791, 1507, 86, 1807, 1219, 1509, 480, 1634, 419, 1060, 610, 981, 662]"
3.0,5.6,3,2,"[809, 185, 981]"
16.0,26.12,7,2,"[185, 791, 1444, 1140, 1789, 524, 1507, 1060, 1664, 1748, 610, 419, 1862, 1634, 981, 662]"
25.0,37.31,8,2,"[1426, 185, 791, 1444, 480, 1061, 1507, 86, 1532, 529, 770, 372, 698, 1806, 1399, 1060, 1114, 1568, 1186, 419, 1634, 981, 1509, 1744, 610]"
6.0,10.48,5,2,"[480, 1444, 1060, 185, 1587, 662]"
24.0,36.17,8,2,"[1426, 185, 480, 1748, 1185, 791, 1507, 662, 1060, 1591, 1444, 86, 1186, 326, 1399, 372, 610, 981, 1862, 1568, 1744, 1019, 1634, 419]"
12.0,20.54,5,2,"[480, 727, 1060, 1254, 610, 1862, 981, 1507, 662, 185, 1634, 419]"
13.0,21.97,5,2,"[1426, 185, 698, 662, 480, 1898, 770, 791, 1045, 1634, 419, 981, 1060]"
16.0,26.35,6,2,"[185, 1248, 86, 1507, 1807, 791, 480, 1568, 981, 635, 1060, 1862, 610, 419, 662, 1634]"
6.0,9.64,6,2,"[1493, 10, 185, 662, 981, 1862]"
10.0,17.75,4,2,"[1426, 185, 975, 1862, 662, 610, 480, 419, 1060, 981]"
13.0,21.85,6,2,"[1426, 185, 86, 662, 480, 1898, 922, 791, 1045, 1634, 419, 981, 1060]"
20.0,31.55,7,2,"[185, 1248, 86, 1507, 1807, 791, 1568, 1074, 981, 783, 1060, 1862, 1824, 480, 662, 419, 1748, 1789, 610, 1634]"
12.0,19.11,8,2,"[185, 1730, 1811, 1444, 1308, 943, 480, 1634, 86, 419, 981, 662]"
13.0,22.41,4,2,"[1426, 185, 1507, 791, 1170, 770, 1045, 480, 1634, 419, 1060, 981, 662]"
16.0,25.99,8,2,"[1426, 185, 1444, 791, 1376, 86, 1664, 1507, 419, 610, 981, 1634, 1862, 1060, 1748, 375]"
13.0,21.3,7,2,"[1426, 185, 1811, 662, 1444, 943, 610, 86, 811, 480, 1634, 419, 981]"
11.0,18.79,4,2,"[1426, 185, 1084, 1898, 662, 770, 791, 480, 419, 1060, 981]"
19.0,30.29,7,2,"[185, 1807, 1248, 86, 1508, 1507, 791, 1416, 1609, 1186, 480, 981, 1568, 1744, 1060, 662, 610, 419, 1634]"
21.0,32.41,8,2,"[185, 1114, 791, 1232, 1444, 698, 770, 86, 480, 1634, 1789, 1710, 610, 981, 1568, 243, 662, 1748, 1060, 419, 1862]"
23.0,34.44,8,2,"[185, 791, 1444, 698, 480, 86, 1114, 775, 1507, 1789, 1568, 981, 770, 529, 1748, 662, 1509, 610, 1719, 419, 524, 1186, 1634]"
22.0,33.77,7,2,"[1426, 185, 86, 1186, 662, 698, 1532, 1114, 791, 1412, 1509, 1789, 1634, 419, 981, 1568, 1060, 1281, 1212, 770, 610, 1748]"
8.0,12.09,7,2,"[620, 1444, 1060, 86, 1749, 595, 185, 1634]"
20.0,31.23,8,2,"[480, 1444, 1060, 86, 1507, 1807, 791, 1568, 662, 185, 981, 1634, 1074, 783, 1862, 1805, 419, 1748, 1789, 610]"
6.0,11.11,4,2,"[1426, 185, 1866, 419, 1060, 662]"
10.0,17.46,6,2,"[1426, 185, 1811, 662, 1684, 1376, 419, 1634, 86, 981]"
22.0,33.68,8,2,"[480, 1444, 1060, 86, 1807, 1074, 791, 1507, 1532, 185, 662, 1114, 389, 981, 1568, 1212, 770, 1634, 1789, 419, 610, 1748]"
19.0,29.33,8,2,"[480, 1444, 1060, 86, 1508, 1416, 511, 1807, 662, 185, 1507, 1609, 1186, 1744, 981, 1568, 610, 1634, 419]"
18.0,28.67,6,2,"[185, 1248, 1807, 1507, 86, 791, 1185, 1634, 239, 981, 783, 1060, 1525, 662, 1862, 480, 419, 1568]"
15.0,24.74,7,2,"[1426, 185, 698, 13, 1898, 662, 770, 791, 1045, 1634, 1744, 1507, 419, 1060, 981]"
10.0,15.18,8,2,"[185, 938, 981, 1444, 95, 1544, 419, 1748, 1862, 662]"
14.0,23.62,5,2,"[1426, 185, 86, 791, 770, 1045, 965, 1507, 419, 981, 662, 1634, 422, 1060]"
20.0,31.69,6,2,"[1426, 185, 1185, 480, 845, 1591, 791, 783, 662, 1824, 1507, 1789, 1060, 1568, 86, 610, 419, 1862, 1634, 981]"
17.0,27.55,5,2,"[1426, 185, 1748, 480, 1509, 1185, 791, 1366, 662, 1507, 1568, 1060, 419, 1634, 518, 610, 981]"
17.0,27.42,6,2,"[185, 1248, 86, 1150, 1507, 1568, 791, 1074, 783, 1862, 981, 1824, 480, 1060, 1634, 419, 662]"
