n_nodes,influence,nodes
0.003535942859163921,0.26,[23932]
0.0388953714507978,2.97,"[23932, 5989, 396, 22581, 1878, 7950, 20162, 867, 5832, 24904, 1804]"
2.284219087019554,32.27,"[23932, 10148, 8151, 24061, 6487, 4367, 25564, 7066, 27221, 10160, 21000, 18787, 7923, 9683, 7508, 20409, 3947, 3484, 27374, 8011, 27129, 22479, 22012, 19857, 867, 25301, 396, 5989, 24997, 14539, 3805, 9367, 17832, 17422, 24095, 6972, 22255, 1343, 5984, 7205, 11746, 425, 14771, 13970, 660, 3059, 9377, 8750, 14016, 9214, 24904, 19817, 17902, 1878, 5832, 18457, 9536, 9788, 7950, 20144, 12369, 7743, 22630, 5485, 3598, 341, 6239, 1, 7390, 15271, 22498, 3585, 24069, 22025, 9226, 23566, 16766, 19445, 20008, 17938, 22416, 11688, 8730, 22581, 14445, 5252, 1050, 8734, 10393, 16588, 11295, 11809, 9252, 6182, 20480, 11692, 4646, 24616, 3622, 23696, 17963, 10800, 13328, 3676, 15749, 4581, 23605, 3634, 9465, 25658, 9717, 3944, 3041, 26053, 8251, 16955, 19004, 24122, 4671, 5691, 17782, 2031, 2189, 812, 18669, 7741, 24127, 23619, 3728, 16092, 24005, 20633, 8924, 2635, 14407, 6848, 8669, 6495, 2986, 9250, 1167, 1609, 25163, 8781, 7166, 27579, 24444, 683, 1613, 22607, 20046, 3882, 1925, 25414, 8075, 2039, 23430, 15251, 16328, 21438, 16276, 18369, 3729, 7758, 12228, 16467, 22763, 16679, 25552, 3667, 22476, 16979, 25174, 23455, 20053, 22425, 25160, 10326, 19033, 23267, 4087, 19546, 18521, 19169, 13910, 6065, 14033, 2141, 5725, 18529, 609, 17507, 24836, 22688, 22799, 3683, 4218, 6426, 20661, 10523, 16656, 6857, 24145, 23143, 10495, 14971, 14519, 26265, 25838, 25329, 24412, 7783, 15660, 24681, 12506, 20667, 334, 25468, 2245, 3872, 11880, 5978, 23034, 2667, 12397, 3741, 23062, 11784, 5071, 25433, 5305, 25197, 1138, 11322, 25181, 21616, 20081, 24379, 5728, 1767, 3186, 7721, 3700, 10990, 2677, 4216, 17017, 11080, 19068, 1477, 14969, 5913, 28194, 21831, 3296, 2396, 24326, 10876, 1349, 3472, 17530, 14464, 26753, 25729, 20092, 17760, 7804, 16311, 15493, 18704, 18046, 11484, 11059, 16152, 1672, 3819, 27795, 14997, 26907, 3734, 21798, 17047, 22216, 21671, 11417, 1181, 11416, 23719, 681, 17067, 10971, 7820, 1197, 6832, 3762, 23205, 3727, 2547, 18921, 2227, 933, 10935, 27117, 26061, 25272, 23225, 11987, 19133, 1308, 26457, 10701, 9408, 4802, 1860, 9710, 8096, 20162, 15561, 14809, 2518, 14534, 1213, 9416, 2247, 5403, 16584, 10961, 22227, 1240, 1505, 18136, 25306, 14555, 731, 8434, 5082, 4849, 25330, 18679, 8441, 25849, 25559, 9574, 24828, 15610, 8478, 8990, 12792, 7896, 21296, 9524, 825, 4076, 1851, 439, 23372, 2894, 3019, 478, 26077, 9038, 22340, 473, 17763, 17259, 1900, 2003, 22897, 881, 2929, 7031, 418, 23415, 11128, 27514, 6517, 15736, 957, 25978, 25525, 16767, 1950, 2981, 935, 21919, 26017, 8087, 18823, 11657, 28044, 17803, 9614, 872, 25986, 8057, 17214, 17232, 23361, 11076, 4949, 14681, 7002, 19289, 18775, 17742, 2373, 4422, 24280, 20258, 11562, 292, 24864, 8959, 19712, 2324, 20758, 6914, 8972, 16131, 22787, 25828, 24062, 3810, 18667, 6891, 9438, 15074, 23265, 27867, 7881, 17115, 2764, 7368, 10952, 6931, 27103, 11262, 8411, 15666, 18263, 21766, 24042, 14942, 4394, 19127, 11757, 12341, 15549, 369, 6454, 22449, 15401, 588, 4439, 569, 8188, 28150, 3997, 14758, 12983, 24872, 10090, 5609, 1605, 2470, 22983, 20720, 6097, 3169, 24023, 24299, 15126, 26413, 14228, 25254, 24104, 26503, 18124, 10242, 17, 26074, 6177, 11030, 2087, 13282, 22616, 12346, 21491, 16373, 24576, 4162, 6215, 24830, 22784, 16457, 24610, 2132, 4142, 18059, 86, 18520, 8291, 15920, 14564, 18752, 7975, 2379, 2104, 16094, 19576, 7289, 24939, 19601, 10444, 7323, 18128, 24232, 17696, 12565, 24823, 5327, 3916, 17941, 12340, 16640, 15402, 25283, 25699, 705, 19182, 25292, 20789, 23295, 2368, 9569, 15766, 18784, 3257, 19548, 20849, 6227, 16781, 401, 18824, 4498, 8565, 406, 4507, 6220, 14344, 21577, 4509, 24589, 27042, 1727, 12708, 12709, 428, 20876, 16429, 2093, 13681, 25039, 17657, 7737, 7836, 17305, 12754, 22600, 9215, 22998, 7937, 16036, 7976, 18910, 11916, 13875, 27105, 25062, 22040, 18963, 16939, 19086, 495, 5371, 3383, 10747, 11580, 3265, 4607, 8705, 27669, 16901, 16905, 3002, 8715, 10767, 1713, 14010, 21029, 7213, 16941, 19008, 16961, 8770, 17491, 16976, 8785, 6738, 8795, 2696, 8806, 17013, 10871, 2679, 21149, 19140, 2759, 6868, 7878, 19189, 17177, 21881, 15141, 25397, 22230, 6994, 23390, 21407, 23520, 7152, 15377, 17527, 5288, 22020, 7443, 17779, 5587, 21790, 9528, 15676, 27841, 7350, 1178, 1067, 3126]"
0.14497365722569944,7.51,"[25732, 9683, 21849, 22012, 11408, 5984, 24069, 5989, 1925, 396, 18704, 15251, 16276, 16152, 22425, 8730, 18457, 21798, 17963, 22581, 10935, 18369, 20162, 23619, 1349, 24904, 5832, 11080, 1878, 5978, 23932, 10971, 11484, 8924, 867, 23143, 9717, 4216, 4218, 14971, 24061]"
0.06718291432410473,4.34,"[23932, 24069, 22012, 24061, 867, 396, 10935, 5989, 1878, 23143, 11059, 5978, 7521, 20162, 1925, 5832, 24904, 16276, 22581]"
0.03535942859163432,2.77,"[23932, 24069, 20162, 3020, 867, 396, 24904, 5989, 1878, 22581]"
1.9659842296948484,30.73,"[23932, 14471, 20733, 8011, 22479, 1878, 27933, 24061, 7915, 9683, 11880, 16311, 505, 27129, 17530, 8096, 7820, 22012, 20144, 7923, 20480, 25559, 3819, 13475, 3585, 23390, 3667, 2003, 7390, 1860, 5305, 1, 21000, 20661, 14519, 20005, 24069, 25272, 2245, 1925, 396, 7950, 18704, 24904, 5989, 15749, 22416, 3734, 9214, 9717, 16152, 22425, 23430, 5984, 24836, 11417, 19140, 8730, 4142, 3741, 1181, 3872, 11416, 11295, 6182, 21671, 23719, 681, 21798, 17963, 15660, 1197, 10800, 2227, 11059, 22581, 10935, 867, 24122, 5691, 21438, 20162, 23143, 1767, 18669, 25838, 17782, 24062, 19445, 14971, 4216, 2031, 25329, 25433, 23267, 5978, 8924, 11484, 23619, 1349, 11987, 11080, 4218, 5832, 22784, 7368, 18457, 3598, 2104, 6227, 16094, 16979, 8291, 22630, 21149, 22763, 23396, 5071, 5359, 15391, 10444, 14564, 25397, 9268, 6994, 26053, 10242, 2759, 8057, 2764, 24616, 8251, 14407, 16457, 9438, 22607, 11580, 3634, 12369, 23034, 16467, 8750, 10326, 4671, 16276, 86, 13040, 24127, 18521, 2141, 1609, 6239, 13910, 6868, 19189, 18529, 24681, 17177, 9226, 12397, 16373, 1719, 14464, 27221, 26753, 18369, 2189, 3700, 2981, 10393, 18630, 3059, 14534, 14228, 1672, 16584, 6097, 2039, 2247, 3727, 14539, 3728, 24379, 9252, 3729, 16588, 14555, 13970, 18667, 10039, 8434, 26413, 18679, 5913, 8441, 24828, 22787, 2324, 20758, 6426, 26907, 10523, 8478, 24299, 6454, 24864, 4439, 14681, 292, 16679, 16092, 24095, 7152, 18752, 2373, 4422, 3121, 16328, 2379, 5728, 17527, 334, 24326, 22871, 1178, 341, 18775, 25564, 9569, 2396, 6495, 15549, 22498, 18784, 18787, 24939, 1240, 22897, 20849, 24412, 8565, 6517, 25658, 20876, 5371, 8075, 16766, 16767, 12228, 18823, 18824, 18059, 16781, 401, 4498, 406, 4507, 4509, 418, 7508, 27042, 24042, 17657, 12708, 24997, 12709, 14758, 2470, 7976, 10767, 428, 8624, 14771, 439, 22983, 10701, 25039, 28150, 12754, 2518, 22998, 14809, 3947, 8785, 10160, 18136, 8669, 24232, 23521, 7878, 15401, 25828, 19576, 1727, 478, 18910, 19546, 27105, 7289, 23679, 4581, 11262, 23295, 17305, 7323, 26061, 16984, 25062, 18921, 21766, 705, 27117, 2547, 17696, 26074, 12792, 10747, 4607, 8705, 16901, 20092, 16905, 15666, 4626, 18963, 23062, 7758, 15493, 1900, 8734, 21029, 4646, 16939, 16941, 22476, 24023, 16955, 19004, 19008, 3882, 8770, 16961, 580, 25160, 16131, 25162, 2635, 25163, 4717, 5403, 21491, 20258, 16976, 26265, 8781, 6738, 25174, 25254, 19033, 8795, 13282, 24444, 21919, 9710, 25181, 11030, 15561, 609, 21790, 8806, 2667, 25197, 1213, 2677, 5327, 17013, 9465, 1613, 3296, 2679, 7350, 10871, 14969, 11784, 17017, 10876, 7721, 27867, 19068, 1605, 2696, 19086, 1067, 660, 14997, 7737, 11322, 17047, 683, 17067, 21831, 6832, 19127, 23225, 6848, 4802, 6857, 10961, 25301, 25306, 10971, 731, 17115, 15251, 19169, 15074, 4076, 23265, 25849, 27374, 10990, 17763, 5485, 9614, 25330, 4849, 8959, 6914, 3944, 8972, 8990, 15141, 812, 25986, 21296, 825, 17214, 8087, 23361, 11076, 25414, 6065, 23372, 9038, 2894, 17232, 3708, 4949, 7002, 19289, 872, 7937, 17259, 881, 2929, 23415, 11128, 7031, 27514, 25468, 22230, 23422, 23455, 21407, 933, 1950, 935, 11746, 17995, 25525, 25552, 5082, 23520, 3041, 23566, 17422, 13328, 15377, 27669, 3484, 1050, 13343, 9250, 7205, 7209, 23605, 3126, 11334, 21577, 25699, 17507, 21616, 1138, 26077, 3186, 25729, 1167, 23696, 27795, 9396, 23738, 9408, 9416, 15610, 7443, 1308, 24280, 11562, 9524, 9528, 15676, 9536, 17742, 17760, 9574, 19817, 17779, 15736, 21881, 25978, 11657, 22025, 17803, 28044, 7571, 26017, 11688, 11692, 1477, 5587, 1505, 22020, 17938, 17941, 11809, 3622, 24104, 13875, 7743, 3805, 20046, 5725, 3683, 7783, 20081, 7804, 18046, 3762, 1713, 7881, 14033, 22227, 7896, 3810, 1851, 22340]"
2.156925144089672,31.79,"[23932, 6816, 27221, 24061, 8151, 18803, 11880, 5978, 7915, 16311, 505, 24069, 1925, 22012, 8096, 396, 18704, 15251, 16276, 16152, 18457, 21798, 17963, 22581, 10935, 18369, 20162, 23619, 1349, 11080, 24904, 5832, 11484, 8924, 5984, 867, 5989, 23143, 1878, 9683, 8730, 20144, 22479, 3667, 3819, 8011, 13475, 27129, 7923, 1860, 5305, 20661, 14519, 3598, 16979, 20005, 22763, 21149, 25272, 9214, 5071, 2245, 2031, 15391, 19140, 3585, 4142, 22784, 2759, 26053, 2104, 2764, 6227, 24062, 16094, 23034, 8291, 8750, 22630, 4671, 9438, 23396, 11580, 5359, 8057, 10444, 22416, 6868, 19189, 3634, 17177, 14564, 25397, 9226, 9268, 6994, 5691, 26503, 2981, 24127, 12565, 11295, 1609, 3059, 13910, 24872, 3002, 17782, 22425, 4394, 6454, 9252, 4439, 14681, 1719, 18752, 957, 25838, 2379, 3700, 17902, 22871, 16373, 9215, 7213, 1672, 7152, 24939, 3727, 25559, 3728, 20876, 3729, 14228, 24379, 13970, 25564, 3121, 6097, 3734, 17527, 10039, 2039, 1178, 26413, 24095, 5913, 5288, 3741, 15549, 9569, 10767, 3265, 1240, 25658, 14758, 20480, 24299, 2470, 5728, 5371, 1, 11987, 8785, 16092, 22983, 25427, 3383, 20500, 341, 16984, 9788, 17657, 7508, 705, 23295, 23521, 17305, 24326, 7950, 24042, 3872, 11262, 15401, 4971, 16328, 18059, 19576, 19546, 8770, 28194, 25828, 7289, 23679, 28150, 580, 16976, 7323, 4717, 24412, 8624, 22498, 25254, 7166, 6738, 21766, 2003, 8075, 26061, 17696, 15493, 11030, 21491, 4646, 10800, 12228, 13282, 15666, 26074, 7976, 16036, 24232, 14010, 22216, 9717, 18136, 7878, 11416, 1727, 11417, 24681, 1181, 11916, 26457, 21671, 22040, 24023, 23719, 16955, 6182, 5403, 16905, 3947, 1197, 20092, 7758, 1067, 19004, 15561, 11322, 10160, 24616, 1213, 7368, 7350, 4162, 5327, 21790, 6215, 21919, 3296, 10242, 9465, 19033, 27867, 9710, 8251, 14407, 16457, 2132, 22607, 12369, 16467, 1767, 2667, 4087, 10326, 15660, 86, 18520, 18521, 26265, 2141, 6239, 16131, 1900, 3882, 21438, 18529, 14445, 21831, 11784, 12397, 1613, 4216, 4218, 14464, 7721, 20258, 14971, 25849, 22476, 26753, 2189, 10393, 24145, 1605, 20633, 20008, 7737, 22688, 2227, 18630, 2247, 16584, 17763, 14534, 5485, 14539, 16588, 9614, 14555, 18667, 18669, 6891, 17731, 8434, 18679, 25986, 24823, 8441, 24828, 10495, 933, 16640, 22787, 24836, 22799, 2324, 20758, 6426, 25181, 7390, 26907, 21849, 24005, 10523, 8478, 24864, 292, 16679, 24332, 20789, 2368, 2373, 4422, 334, 18775, 2396, 6495, 10990, 18784, 681, 18787, 22897, 15749, 19445, 20849, 11746, 6517, 8565, 16766, 16767, 3708, 2518, 3484, 18823, 18824, 16781, 401, 10971, 4498, 406, 4507, 4509, 27042, 25329, 418, 12708, 24997, 12709, 23265, 25468, 26077, 3944, 428, 14771, 19169, 439, 10701, 4076, 7937, 25039, 12754, 25197, 22230, 8959, 22998, 14809, 473, 8669, 25160, 18910, 8087, 478, 5082, 27105, 4581, 23267, 25062, 6065, 18921, 27117, 15610, 9524, 16493, 11059, 2547, 7002, 5252, 12792, 10747, 22025, 25978, 4607, 11692, 8705, 17214, 16901, 21000, 4626, 11076, 18963, 25414, 23062, 8734, 21029, 1950, 16939, 7571, 16941, 24104, 19008, 25433, 24280, 9528, 16961, 25162, 2635, 15676, 25163, 8781, 25174, 7031, 11688, 8795, 609, 23430, 8806, 15271, 17013, 2677, 10871, 2679, 17017, 14969, 23415, 19068, 10876, 2696, 19086, 27514, 9396, 660, 14997, 17047, 683, 3762, 17067, 3805, 6832, 9536, 19127, 23225, 27579, 19133, 13343, 6848, 4802, 10952, 15736, 6857, 10961, 25301, 25306, 9038, 17115, 731, 24122, 17779, 15074, 27374, 25330, 4849, 6914, 8972, 23390, 8990, 15141, 812, 21296, 825, 23361, 23372, 2894, 17232, 4949, 19289, 872, 17259, 11809, 2929, 1851, 881, 14033, 22340, 11128, 23422, 17938, 7743, 21407, 23455, 935, 2986, 25525, 3019, 25552, 23520, 19817, 3041, 17422, 23566, 13328, 15377, 27669, 1050, 9250, 7205, 7209, 7783, 23605, 3126, 11334, 21577, 17507, 25699, 21616, 1138, 3186, 17530, 25729, 1167, 23696, 27795, 23738, 9408, 9416, 1477, 19712, 3810, 7443, 7896, 1308, 22227, 11562, 7881, 17742, 17760, 1713, 9574, 21881, 11657, 17803, 3472, 7804, 7820, 18046, 28044, 20081, 3683, 5725, 20053, 26017, 20046, 5587, 1505, 22020, 17941, 3622, 13875]"
0.35005834305717665,13.25,"[23932, 12849, 11080, 27221, 8056, 27725, 9683, 5923, 24061, 1, 24069, 18457, 8730, 11295, 9252, 6182, 4646, 17963, 8750, 10800, 1878, 3634, 22581, 5691, 23265, 19004, 23619, 5984, 13910, 10326, 23143, 24904, 4216, 14971, 15493, 3727, 3734, 11416, 11417, 3741, 1181, 21671, 24251, 681, 1197, 2227, 10935, 6848, 20162, 5832, 15561, 7368, 27867, 8924, 1925, 11484, 3296, 19169, 23267, 24062, 9717, 16276, 18669, 22425, 25838, 25329, 18679, 9465, 396, 8959, 24836, 18704, 16152, 3872, 21798, 15660, 11059, 1349, 867, 25414, 21831, 25433, 5978, 5989, 17782, 23430, 18369, 22416, 15251, 21438, 16328, 2518, 5082, 8669, 4581, 9710, 2031, 19445, 9214]"
0.04596725716912475,3.44,"[23932, 3020, 24069, 21798, 11080, 20162, 867, 396, 10935, 5989, 1878, 24904, 22581]"
