n_nodes,influence,communities,nodes
0.4419889502762433,13.89,19,"[2151, 190, 851, 440, 575, 2102, 1130, 60, 508, 297, 1291, 2437]"
0.7366482504604055,15.2,20,"[2151, 190, 292, 2258, 851, 189, 541, 973, 2874, 725, 508, 863, 87, 440, 327, 503, 2770, 1291, 625, 2737]"
0.5893186003683244,14.5,19,"[2485, 190, 851, 440, 1291, 541, 575, 725, 1130, 297, 87, 2874, 1822, 2905, 264, 2437]"
0.5893186003683244,14.08,22,"[2151, 190, 1017, 2077, 60, 440, 1130, 57, 2437, 327, 297, 2940, 1291, 2737, 508, 863]"
1.1418047882136284,16.57,23,"[2151, 190, 851, 1130, 575, 87, 440, 1576, 229, 297, 725, 1503, 2874, 1138, 1676, 541, 1840, 286, 327, 356, 208, 2015, 508, 930, 2589, 2737, 2437, 2940, 1991, 1291, 863]"
0.9208103130755068,15.84,22,"[2151, 1130, 190, 851, 1822, 575, 2905, 725, 264, 87, 440, 297, 40, 2737, 210, 2437, 1991, 2874, 327, 1291, 2937, 1676, 508, 927, 541]"
0.7366482504604055,15.02,21,"[2151, 1138, 190, 575, 60, 331, 716, 681, 998, 1751, 2437, 1991, 297, 1130, 1291, 1676, 2874, 327, 2737, 508]"
0.6998158379373851,14.91,19,"[2151, 190, 2258, 286, 2470, 851, 541, 189, 730, 1822, 440, 155, 2905, 264, 625, 2437, 1291, 87, 508]"
0.8839779005524866,15.49,24,"[2151, 110, 190, 1130, 751, 2075, 1676, 2919, 210, 1184, 2589, 2063, 440, 508, 1006, 541, 629, 863, 2874, 2437, 327, 1291, 61, 1991]"
0.8839779005524866,15.6,23,"[444, 751, 87, 1130, 973, 229, 190, 1910, 189, 2589, 2063, 1006, 541, 2104, 61, 1991, 440, 2437, 327, 1291, 1676, 2874, 508, 863]"
0.2578268876611425,12.64,17,"[1898, 110, 1972, 297, 193, 1291, 508]"
0.9576427255985269,15.64,25,"[2151, 1138, 1023, 2905, 297, 1130, 87, 440, 2427, 575, 210, 2937, 2083, 725, 541, 1291, 2737, 61, 2437, 1991, 753, 1676, 2910, 863, 508, 190]"
0.9208103130755068,15.73,23,"[2151, 2737, 2258, 189, 190, 348, 851, 1910, 1018, 1912, 541, 725, 2437, 1991, 2937, 575, 327, 2874, 1291, 297, 1676, 1130, 87, 440, 508]"
0.5524861878453045,14.37,19,"[1662, 190, 502, 2874, 2258, 46, 465, 2437, 297, 327, 1291, 508, 440, 1991, 863]"
0.810313075506446,15.15,24,"[2151, 190, 541, 1130, 440, 863, 1023, 1798, 2071, 292, 1969, 1184, 459, 1291, 930, 2686, 2437, 725, 1991, 2737, 87, 2910]"
0.5524861878453045,13.62,22,"[625, 110, 1826, 1502, 193, 1017, 1108, 1353, 327, 725, 2737, 440, 2874, 2940, 863]"
1.3259668508287297,17.03,26,"[2151, 87, 2854, 2162, 1130, 190, 2589, 1006, 2044, 988, 1184, 575, 2077, 625, 210, 1599, 725, 851, 292, 189, 1985, 2737, 2682, 1094, 44, 286, 993, 2940, 440, 930, 1676, 2437, 327, 1291, 508, 863]"
0.6998158379373851,14.6,22,"[2151, 110, 440, 541, 1023, 863, 229, 87, 1001, 508, 1910, 2437, 1991, 327, 1130, 1291, 1676, 2874, 127]"
0.9208103130755068,15.53,24,"[2151, 973, 1130, 2088, 190, 348, 851, 1910, 297, 1291, 2737, 508, 1018, 1912, 2437, 541, 725, 1991, 2937, 575, 2129, 2874, 1676, 87, 440]"
0.1841620626151017,11.52,16,"[1898, 110, 442, 297, 193]"
1.1418047882136284,16.45,25,"[2151, 110, 1130, 541, 213, 2116, 286, 2940, 2258, 473, 508, 1184, 1007, 1991, 1527, 2737, 863, 440, 61, 327, 2835, 990, 930, 2874, 1676, 210, 2079, 292, 2437, 1291, 725]"
1.546961325966851,17.62,27,"[2151, 2427, 1130, 541, 2116, 2470, 2258, 2940, 473, 1007, 508, 190, 1527, 327, 2044, 2448, 1676, 2602, 863, 2582, 440, 2737, 1184, 1991, 189, 851, 1562, 2874, 1779, 575, 795, 993, 356, 2553, 1812, 1291, 292, 2079, 930, 725, 2437, 87]"
1.6574585635359118,17.61,29,"[2151, 973, 1130, 2088, 1023, 2686, 60, 2759, 1011, 2589, 725, 1291, 508, 762, 2430, 1184, 2437, 189, 286, 440, 2737, 1991, 327, 541, 863, 575, 1855, 1676, 2578, 1812, 292, 2582, 2044, 795, 2874, 213, 2079, 930, 1599, 356, 66, 1993, 1612, 459, 2940]"
0.9944751381215473,16.19,21,"[2151, 190, 920, 575, 851, 2258, 1130, 168, 725, 508, 1935, 1138, 208, 2737, 77, 286, 356, 2437, 1991, 327, 1291, 1676, 2024, 440, 2874, 61, 863]"
1.215469613259669,16.7,25,"[2212, 190, 440, 851, 575, 863, 2102, 286, 1130, 2258, 1527, 473, 1007, 61, 210, 2835, 725, 1257, 292, 2682, 1599, 508, 1184, 930, 2437, 459, 1991, 2874, 2940, 1291, 327, 18, 2737]"
0.4788213627992639,13.93,19,"[1810, 502, 2737, 189, 60, 863, 440, 297, 2437, 1291, 541, 849, 508]"
0.662983425414365,14.62,21,"[2151, 2088, 1130, 973, 1023, 61, 189, 2437, 327, 2602, 1291, 508, 851, 863, 190, 440, 2874, 575]"
0.662983425414365,14.84,18,"[1810, 83, 502, 189, 60, 364, 2437, 297, 2602, 1291, 508, 851, 190, 575, 327, 440, 2874, 863]"
0.4788213627992639,14.06,18,"[2151, 973, 189, 297, 849, 508, 60, 99, 1291, 2737, 440, 541, 863]"
1.4364640883977904,16.84,29,"[2151, 1131, 973, 1130, 1023, 1612, 2686, 2088, 2940, 189, 1011, 191, 60, 1192, 508, 2430, 2079, 920, 725, 459, 2044, 66, 2759, 356, 292, 1291, 1599, 575, 2589, 286, 863, 1855, 2874, 2437, 1676, 1184, 2737, 440, 1991]"
1.0313075506445675,16.06,25,"[2151, 110, 440, 541, 1023, 1006, 2835, 2044, 988, 2940, 2077, 189, 625, 508, 286, 1184, 1130, 930, 1527, 2437, 1291, 1991, 327, 1876, 213, 725, 87, 863]"
0.4788213627992639,13.75,21,"[1898, 190, 863, 2427, 1130, 747, 2844, 60, 297, 2437, 1291, 508, 2737]"
0.7366482504604055,14.74,22,"[1810, 2737, 502, 189, 364, 60, 297, 2437, 2845, 1816, 1291, 1017, 1108, 725, 2874, 1011, 508, 327, 863, 440]"
1.1786372007366486,15.96,28,"[2151, 760, 2654, 1130, 1023, 1575, 61, 2499, 189, 762, 575, 2759, 1676, 2737, 920, 2039, 2874, 2044, 2589, 2940, 725, 60, 286, 1011, 1991, 508, 2088, 863, 2430, 2437, 1291, 440]"
0.6261510128913446,14.01,23,"[2151, 760, 1130, 973, 1023, 2088, 508, 60, 190, 2437, 2940, 2429, 1291, 440, 2874, 61, 863]"
0.07366482504604077,9.9,13,"[1909, 110]"
0.36832412523020297,11.9,20,"[743, 2926, 2427, 1130, 1023, 189, 60, 637, 297, 1291]"
0.7734806629834257,14.86,24,"[1898, 760, 1130, 1023, 973, 2088, 60, 2429, 508, 2940, 541, 190, 2437, 440, 2874, 197, 863, 725, 2737, 1184, 327]"
0.4788213627992639,13.86,20,"[2151, 973, 189, 1023, 297, 2844, 2437, 60, 508, 1130, 1291, 2583, 863]"
0.8839779005524866,15.11,26,"[2151, 2737, 145, 440, 247, 1023, 944, 851, 2686, 1184, 2024, 2088, 2430, 2759, 762, 60, 1991, 2940, 292, 1961, 2437, 1011, 1130, 508]"
0.36832412523020297,13.11,19,"[1810, 502, 2943, 189, 297, 2737, 2437, 440, 783, 60]"
1.6206261510128916,17.95,24,"[2151, 110, 753, 383, 2116, 2258, 1007, 1527, 189, 2044, 541, 993, 1502, 1291, 286, 508, 2108, 1405, 851, 863, 1599, 2437, 1676, 440, 2054, 1436, 2589, 2737, 327, 1184, 417, 930, 2470, 1130, 2874, 213, 965, 575, 198, 1991, 1993, 459, 725, 986]"
0.9944751381215473,16.06,23,"[2151, 190, 2654, 1023, 625, 1130, 965, 223, 2470, 1291, 1676, 440, 286, 61, 774, 863, 292, 1184, 66, 1254, 2437, 327, 1991, 725, 2874, 541, 1599]"
