node,page_rank,overall_rank,comm,rank_comm
1126,866,1,3,1
1199,838,2,3,2
1161,768,3,3,3
1296,698,4,3,4
1068,653,5,3,5
1111,643,6,3,6
1351,622,7,3,7
2757,614,8,15,1
2752,538,9,15,2
1123,530,10,3,8
1054,508,11,3,9
1265,504,12,3,10
94,502,13,1,1
1608,488,14,4,1
1211,482,15,3,11
1073,465,16,3,12
1237,465,17,3,13
1089,459,18,3,14
1738,456,19,5,1
1200,453,20,3,15
2066,439,21,8,1
1382,436,22,3,16
1464,427,23,4,2
372,422,24,1,2
1466,420,25,4,3
1299,417,26,3,17
1407,416,27,3,18
1208,412,28,3,19
1189,408,29,3,20
285,402,30,1,3
1316,401,31,3,21
1186,401,32,3,22
2701,398,33,14,1
1034,397,34,3,23
1251,389,35,3,24
1107,386,36,3,25
306,385,37,1,4
1214,383,38,3,26
921,382,39,2,1
1164,381,40,3,27
1385,381,41,3,28
272,380,42,1,5
1327,377,43,3,29
2108,376,44,8,2
2145,375,45,8,3
1670,373,46,5,2
1105,370,47,3,30
1159,368,48,3,31
817,367,49,2,2
840,366,50,2,3
1307,363,51,3,32
444,362,52,1,6
212,361,53,1,7
280,357,54,1,8
2093,356,55,8,4
441,356,56,1,9
66,355,57,1,10
1431,355,58,3,33
601,354,59,2,4
1076,354,60,3,34
1321,354,61,3,35
1243,353,62,3,36
1374,348,63,3,37
443,347,64,1,11
1235,345,65,3,38
1191,344,66,3,39
379,343,67,1,12
2131,343,68,8,5
1173,340,69,3,40
1278,338,70,3,41
496,336,71,1,13
1292,336,72,3,42
1718,335,73,5,3
128,334,74,1,14
48,331,75,1,15
1239,330,76,3,43
1049,329,77,3,44
2988,326,78,19,1
1377,323,79,3,45
1740,323,80,5,4
753,320,81,2,5
604,317,82,2,6
1204,317,83,3,46
2207,317,84,9,1
1132,316,85,3,47
2729,316,86,15,3
124,316,87,1,16
1086,316,88,3,48
1184,314,89,3,49
880,313,90,2,7
836,312,91,2,8
2783,311,92,15,4
252,310,93,1,17
1125,310,94,3,50
429,309,95,1,18
592,308,96,2,9
1658,306,97,5,5
313,305,98,1,19
1168,304,99,3,51
1373,303,100,3,52
56,302,101,1,20
1354,302,102,3,53
1363,302,103,3,54
265,301,104,1,21
1201,300,105,3,55
1353,299,106,3,56
274,299,107,1,22
256,298,108,1,23
1566,297,109,4,4
1261,296,110,3,57
1370,295,111,3,58
283,294,112,1,24
287,294,113,1,25
485,294,114,1,26
721,294,115,2,10
1171,293,116,3,59
1359,293,117,3,60
730,293,118,2,11
931,293,119,2,12
335,292,120,1,27
1311,292,121,3,61
2222,292,122,9,2
1392,291,123,3,62
1651,289,124,5,6
276,289,125,1,28
1212,288,126,3,63
1246,286,127,3,64
818,285,128,2,13
1703,284,129,5,7
1333,283,130,3,65
608,283,131,2,14
1226,282,132,3,66
1203,282,133,3,67
1300,281,134,3,68
1277,281,135,3,69
57,281,136,1,29
377,280,137,1,30
742,280,138,2,15
1328,280,139,3,70
541,280,140,2,16
479,279,141,1,31
389,278,142,1,32
16,278,143,1,33
930,278,144,2,17
1538,276,145,4,5
450,275,146,1,34
2132,274,147,8,6
3082,273,148,22,1
1723,273,149,5,8
1573,271,150,4,6
939,271,151,2,18
1661,268,152,5,9
