n_nodes,influence,communities,nodes
0.14619883040935688,5.71,6,[436]
1.608187134502924,24.71,13,"[673, 613, 168, 63, 614, 530, 601, 593, 398, 436, 237]"
0.8771929824561404,18.03,12,"[673, 436, 614, 237, 398, 593]"
0.29239766081871377,9.83,8,"[398, 436]"
0.7309941520467838,17.69,11,"[671, 436, 601, 237, 398]"
2.046783625730994,28.52,13,"[673, 613, 436, 193, 398, 530, 310, 168, 614, 593, 601, 392, 237, 76]"
0.7309941520467838,18.42,10,"[530, 398, 593, 237, 436]"
1.4619883040935673,25.12,11,"[117, 237, 627, 518, 398, 436, 168, 76, 593, 601]"
1.169590643274854,22.75,11,"[619, 255, 518, 117, 593, 237, 398, 436]"
1.7543859649122808,25.82,13,"[614, 593, 613, 168, 255, 530, 436, 0, 76, 237, 398, 601]"
1.3157894736842106,23.59,12,"[117, 237, 450, 614, 398, 436, 230, 530, 601]"
2.3391812865497075,30.55,12,"[586, 255, 518, 117, 119, 436, 392, 313, 601, 593, 614, 168, 625, 76, 237, 398]"
0.5847953216374271,15.27,10,"[586, 119, 237, 398]"
2.046783625730994,29.16,12,"[296, 255, 119, 518, 530, 614, 436, 392, 168, 601, 76, 237, 398, 593]"
1.169590643274854,20.12,13,"[673, 613, 667, 168, 593, 398, 436, 237]"
1.7543859649122808,27.54,12,"[593, 255, 518, 530, 80, 237, 436, 398, 76, 601, 614, 168]"
1.4619883040935673,23.48,13,"[673, 613, 168, 671, 614, 237, 398, 593, 530, 436]"
1.608187134502924,26.54,12,"[296, 255, 421, 614, 593, 168, 436, 76, 237, 601, 398]"
1.169590643274854,21.88,12,"[219, 237, 518, 614, 398, 530, 436, 168]"
0.4385964912280702,12.37,9,"[398, 331, 237]"
2.4853801169590644,31.44,12,"[586, 255, 237, 398, 38, 483, 413, 436, 168, 614, 392, 76, 281, 530, 601, 593, 625]"
1.9005847953216375,27.16,13,"[673, 613, 436, 193, 103, 614, 530, 168, 76, 398, 601, 237, 593]"
2.4853801169590644,30.51,13,"[673, 119, 436, 601, 255, 518, 16, 117, 237, 398, 392, 530, 614, 168, 76, 593, 444]"
1.9005847953216375,28.56,12,"[620, 255, 119, 62, 518, 614, 168, 530, 436, 76, 237, 398, 593]"
2.192982456140351,30.04,12,"[657, 237, 255, 119, 392, 398, 530, 436, 601, 518, 625, 117, 593, 168, 76]"
2.3391812865497075,29.95,13,"[658, 613, 530, 436, 601, 38, 255, 483, 413, 593, 341, 513, 168, 237, 398, 76]"
1.0233918128654973,21.08,11,"[530, 626, 398, 26, 436, 237, 255]"
2.192982456140351,29.02,13,"[673, 255, 436, 119, 392, 530, 3, 398, 601, 518, 625, 117, 593, 168, 76]"
1.4619883040935673,25.12,11,"[117, 627, 237, 168, 76, 398, 436, 518, 601, 593]"
1.0233918128654973,19.7,12,"[593, 255, 625, 436, 237, 398, 673]"
1.0233918128654973,17.77,13,"[673, 613, 601, 649, 436, 237, 398]"
1.3157894736842106,21.75,13,"[673, 613, 436, 530, 310, 614, 601, 237, 398]"
1.0233918128654973,21.23,10,"[255, 518, 436, 398, 601, 530, 237]"
1.3157894736842106,24.08,11,"[636, 255, 518, 168, 76, 237, 436, 398, 601]"
1.4619883040935673,24.99,12,"[614, 593, 38, 671, 389, 168, 530, 436, 237, 398]"
0.7309941520467838,17.69,11,"[671, 398, 601, 436, 237]"
0.8771929824561404,19.83,11,"[627, 398, 593, 601, 436, 237]"
