n_nodes,influence,time,nodes
28.0,1676.36,7,"[1006, 2306, 3752, 2901, 2866, 696, 2927, 1259, 474, 3577, 3554, 508, 3693, 3634, 2019, 249, 870, 998, 3560, 3429, 3948, 3692, 1004, 239, 2803, 1399, 3449, 3964]"
31.0,1679.64,7,"[3144, 3294, 3102, 3723, 3146, 198, 249, 2520, 3803, 2911, 415, 870, 3934, 3554, 3634, 474, 3577, 2019, 3834, 508, 998, 3560, 3429, 3948, 3692, 2803, 3964, 3449, 1399, 1004, 239]"
89.0,1785.18,7,"[2765, 1665, 33, 3096, 3097, 3112, 40, 3645, 62, 1604, 584, 2633, 2060, 1611, 2639, 597, 3676, 1176, 56, 1700, 1632, 98, 3693, 3394, 3262, 710, 371, 1894, 2252, 718, 728, 221, 240, 3312, 1045, 3123, 2139, 1628, 2730, 1196, 1197, 184, 3272, 734, 1765, 745, 1266, 755, 3834, 208, 2030, 764, 756, 3865, 284, 1312, 3364, 295, 3369, 2859, 1323, 319, 3919, 848, 341, 2286, 210, 2923, 2947, 1422, 1940, 2968, 1442, 2413, 1446, 2471, 3501, 3506, 1971, 4022, 2999, 4024, 1979, 446, 960, 1986, 3554, 3577, 508]"
8.0,1596.68,6,"[2765, 3104, 3102, 1886, 1929, 3417, 1755, 3581]"
21.0,1663.28,7,"[2765, 1665, 33, 3437, 1929, 3417, 1818, 3581, 3501, 3506, 1971, 4022, 2999, 4024, 1979, 2755, 960, 1986, 3554, 3577, 508]"
4.0,1479.48,6,"[2833, 2306, 3941, 1823]"
4.0,1294.18,7,"[1024, 2306, 3941, 2704]"
9.0,1622.8,7,"[1006, 1665, 33, 3437, 3426, 3417, 3549, 3146, 2520]"
6.0,1574.32,6,"[1006, 3752, 2306, 2901, 3586, 3397]"
5.0,1571.76,6,"[2833, 2306, 2927, 3822, 1816]"
46.0,1719.1,7,"[2833, 2469, 803, 203, 3785, 40, 56, 3645, 62, 3676, 1176, 3166, 1604, 584, 2634, 1611, 2633, 2639, 597, 3692, 1004, 239, 2803, 1399, 805, 3394, 1894, 3312, 371, 1045, 710, 2252, 221, 718, 728, 184, 2438, 240, 3852, 830, 3860, 1765, 3272, 2730, 734, 745]"
45.0,1714.38,7,"[3519, 2620, 3097, 3198, 3417, 62, 56, 1929, 3676, 1176, 3166, 1604, 584, 2634, 1611, 2639, 597, 3692, 1004, 239, 728, 698, 1399, 3394, 1894, 3312, 3262, 1045, 2438, 3852, 3611, 830, 3860, 371, 221, 1765, 241, 710, 3272, 2633, 2730, 2252, 240, 718, 184]"
75.0,1777.88,7,"[2765, 1665, 33, 3822, 1929, 40, 56, 3645, 2901, 2614, 2173, 1769, 3796, 2013, 1053, 1790, 3429, 3948, 2835, 3611, 1632, 3393, 98, 3693, 728, 3307, 998, 1628, 3123, 3560, 371, 2803, 1399, 3964, 2139, 3262, 1197, 208, 240, 3449, 725, 239, 1765, 1004, 3577, 710, 4022, 508, 319, 3554, 3919, 718, 3155, 848, 341, 2999, 2923, 745, 4024, 1986, 184, 734, 3893, 2633, 705, 3865, 284, 1871, 1312, 3364, 295, 3369, 1323, 2859, 2730]"
6.0,1548.64,7,"[2833, 1665, 33, 3870, 1929, 2777]"
3.0,1332.74,6,"[2765, 1665, 3662]"
