n_nodes,influence,time,nodes
4.0,889.7,6,"[129, 1900, 1238, 663]"
8.0,875.6,7,"[1413, 1318, 430, 656, 1771, 882, 1108, 251]"
18.0,960.72,6,"[129, 484, 1591, 1787, 1657, 838, 1862, 1231, 149, 1013, 215, 179, 275, 1735, 329, 2004, 85, 855]"
10.0,932.14,7,"[1413, 1318, 652, 914, 381, 2022, 1209, 1560, 216, 1938]"
1.0,687.54,5,[789]
6.0,913.32,6,"[898, 1318, 2043, 664, 1116, 1832]"
9.0,918.78,6,"[898, 1318, 880, 67, 93, 1061, 1080, 127, 664]"
39.0,1013.86,7,"[2056, 1900, 2052, 387, 507, 96, 1932, 1684, 926, 32, 1697, 1061, 678, 935, 1380, 1702, 1710, 1780, 694, 59, 320, 1350, 201, 1355, 332, 1487, 84, 1495, 1624, 348, 733, 381, 2027, 111, 241, 1905, 506, 1150, 1791]"
13.0,944.2,6,"[129, 484, 1602, 228, 1126, 838, 373, 1231, 149, 1862, 215, 135, 1890]"
33.0,998.5,7,"[898, 1318, 2043, 228, 1845, 838, 1862, 1231, 149, 215, 116, 2009, 1980, 1912, 717, 1710, 1455, 1849, 320, 59, 1350, 201, 1355, 332, 1150, 808, 1483, 1624, 2071, 1126, 371, 2039, 1786]"
27.0,987.94,7,"[129, 1900, 1238, 387, 507, 1932, 244, 1684, 926, 32, 1697, 1061, 678, 935, 1380, 1434, 1791, 1616, 1308, 1371, 258, 2070, 1866, 596, 905, 1912, 84]"
28.0,989.22,6,"[737, 1700, 1590, 430, 1992, 2019, 1477, 637, 2071, 1957, 1013, 471, 1702, 107, 1912, 215, 1710, 1455, 59, 1980, 320, 1350, 201, 1355, 332, 1487, 84, 1817]"
29.0,989.58,7,"[129, 1900, 333, 1238, 507, 891, 235, 454, 1684, 2071, 408, 926, 215, 1017, 107, 1912, 32, 1710, 1455, 694, 170, 320, 1350, 201, 1355, 332, 1487, 84, 1495]"
18.0,957.92,7,"[898, 1318, 527, 2052, 59, 387, 1932, 1684, 111, 926, 32, 329, 2004, 85, 1436, 1256, 2027, 733]"
7.0,913.84,6,"[1939, 1318, 1930, 1167, 320, 1303, 667]"
10.0,932.3,6,"[898, 741, 1602, 228, 1126, 838, 1314, 1231, 216, 1938]"
3.0,848.44,6,"[320, 1318, 753]"
23.0,976.24,7,"[898, 1318, 2043, 228, 1845, 838, 1862, 1231, 149, 215, 116, 2009, 1980, 717, 1912, 1849, 320, 1710, 1455, 59, 1350, 201, 94]"
2.0,781.76,6,"[2056, 467]"
16.0,956.0,6,"[129, 1900, 1238, 387, 507, 1932, 244, 1684, 1298, 1523, 87, 2006, 856, 180, 1270, 127]"
24.0,984.4,7,"[129, 1900, 1238, 387, 507, 1932, 244, 1684, 926, 215, 116, 2009, 1980, 232, 1314, 1434, 1791, 1287, 1583, 1308, 1616, 258, 2070, 1912]"
12.0,935.02,6,"[129, 229, 1591, 1925, 816, 882, 1108, 2076, 2070, 1866, 596, 905]"
24.0,985.26,6,"[129, 484, 2043, 228, 1845, 838, 116, 1870, 149, 1862, 215, 2009, 1980, 717, 1314, 1912, 1434, 1791, 1616, 1308, 1287, 1583, 258, 2070]"
13.0,942.52,7,"[898, 1318, 664, 430, 1948, 1096, 1862, 1462, 1298, 269, 87, 2006, 1270]"
34.0,1002.76,7,"[725, 1900, 2052, 387, 1986, 96, 1932, 1684, 926, 32, 1697, 1061, 678, 935, 1854, 1702, 1710, 1780, 694, 59, 320, 1350, 201, 1355, 332, 1487, 84, 1495, 1624, 1717, 733, 1325, 2027, 111]"
7.0,854.54,7,"[898, 1318, 1520, 2052, 320, 1303, 667]"
22.0,979.1,6,"[129, 484, 2043, 228, 1845, 838, 116, 1870, 149, 1862, 215, 2009, 1980, 717, 1314, 1912, 1434, 1791, 1616, 1308, 1287, 1727]"
9.0,899.54,7,"[1413, 1318, 652, 914, 381, 2022, 1714, 1560, 216]"
16.0,950.02,7,"[898, 1318, 527, 2052, 244, 387, 1932, 1298, 1523, 1684, 87, 2006, 856, 180, 1881, 127]"
30.0,990.82,7,"[725, 1900, 2052, 1986, 387, 96, 1932, 1684, 926, 1697, 1061, 678, 935, 1854, 32, 1702, 1710, 1780, 694, 320, 59, 1350, 201, 1355, 332, 1487, 84, 2027, 537, 733]"
19.0,967.72,6,"[129, 484, 2043, 228, 1845, 838, 116, 1870, 149, 1139, 215, 2009, 1980, 717, 1314, 1912, 1434, 1791, 1616]"
31.0,993.22,7,"[129, 1900, 1238, 1684, 507, 926, 387, 32, 244, 1932, 1697, 116, 716, 1646, 149, 633, 1791, 1434, 2009, 1308, 141, 1980, 717, 1616, 1378, 258, 2070, 905, 1866, 1912, 596]"
37.0,1005.58,7,"[898, 1406, 880, 67, 93, 838, 1862, 492, 149, 215, 116, 2009, 1980, 1912, 717, 1314, 1702, 1710, 1455, 918, 59, 84, 320, 1350, 201, 1355, 332, 1487, 1495, 1624, 348, 2017, 1256, 2027, 1838, 241, 1905]"
19.0,966.46,7,"[898, 1318, 880, 67, 93, 838, 1870, 1139, 149, 215, 1314, 2009, 1980, 1434, 55, 1616, 717, 1912, 116]"
