n_nodes,influence,time,nodes
22.0,509.38,5,"[693, 864, 1028, 345, 523, 812, 429, 430, 715, 722, 883, 183, 920, 473, 766, 160, 561, 884, 402, 347, 244, 457]"
23.0,502.62,6,"[519, 748, 814, 239, 400, 337, 623, 703, 276, 20, 878, 729, 891, 92, 957, 511, 323, 1007, 368, 751, 249, 509, 871]"
9.0,429.86,6,"[889, 832, 597, 228, 517, 146, 426, 997, 501]"
11.0,423.56,7,"[889, 412, 597, 228, 517, 146, 1014, 376, 203, 250, 639]"
8.0,428.96,5,"[889, 549, 229, 285, 474, 434, 628, 328]"
5.0,384.14,3,"[257, 549, 230, 354, 392]"
32.0,536.0,6,"[898, 825, 390, 780, 392, 965, 14, 149, 428, 439, 826, 812, 446, 319, 320, 198, 47, 968, 331, 843, 717, 591, 338, 981, 855, 471, 608, 993, 624, 756, 120, 122]"
34.0,533.46,7,"[640, 1025, 387, 900, 3, 1027, 136, 779, 139, 270, 272, 720, 758, 561, 830, 171, 884, 361, 402, 463, 882, 213, 456, 275, 495, 552, 723, 731, 734, 97, 866, 611, 868, 616]"
10.0,358.5,7,"[242, 691, 229, 286, 712, 543, 453, 967, 214, 637]"
14.0,456.58,7,"[257, 644, 296, 907, 485, 628, 1013, 827, 434, 376, 377, 250, 471, 639]"
12.0,426.36,7,"[242, 691, 229, 285, 628, 485, 434, 999, 624, 756, 120, 122]"
44.0,569.64,7,"[776, 644, 904, 14, 712, 543, 453, 967, 214, 986, 927, 781, 36, 676, 573, 324, 837, 465, 82, 725, 86, 856, 344, 90, 89, 988, 606, 336, 718, 731, 734, 97, 866, 611, 868, 616, 760, 883, 371, 1014, 376, 377, 250, 639]"
6.0,414.94,4,"[889, 412, 300, 280, 485, 372]"
4.0,333.2,3,"[418, 528, 383, 270]"
30.0,518.86,7,"[242, 691, 229, 286, 712, 543, 453, 967, 214, 439, 826, 812, 446, 487, 320, 198, 947, 968, 331, 843, 717, 591, 338, 981, 855, 471, 608, 993, 624, 756]"
32.0,531.46,7,"[889, 131, 1034, 907, 906, 152, 666, 811, 45, 456, 552, 758, 830, 204, 550, 198, 47, 968, 331, 843, 717, 591, 338, 981, 855, 471, 608, 993, 624, 756, 120, 122]"
36.0,545.86,7,"[896, 131, 227, 907, 485, 628, 1013, 930, 427, 813, 927, 781, 605, 676, 573, 324, 837, 465, 82, 725, 86, 856, 344, 90, 89, 988, 606, 336, 718, 731, 734, 2, 866, 611, 868, 376]"
7.0,417.02,5,"[257, 474, 383, 270, 377, 250, 639]"
6.0,375.42,6,"[242, 691, 171, 605, 485, 372]"
42.0,546.0,7,"[129, 132, 1029, 900, 3, 1027, 177, 779, 139, 270, 272, 786, 530, 665, 538, 796, 542, 31, 167, 944, 817, 690, 691, 567, 695, 861, 829, 702, 703, 326, 583, 620, 455, 201, 972, 460, 722, 475, 250, 609, 996, 487]"
21.0,486.52,7,"[889, 289, 597, 856, 517, 485, 1014, 203, 524, 376, 213, 866, 611, 868, 616, 760, 883, 371, 550, 250, 639]"
10.0,445.84,6,"[889, 412, 597, 228, 517, 146, 1014, 376, 203, 504]"
27.0,518.06,7,"[898, 587, 390, 780, 532, 434, 988, 606, 336, 718, 731, 734, 97, 866, 611, 868, 616, 760, 883, 291, 1013, 371, 1014, 376, 377, 250, 639]"
8.0,403.1,6,"[191, 691, 229, 404, 915, 485, 434, 628]"
23.0,502.16,7,"[693, 864, 1028, 345, 352, 812, 429, 430, 715, 722, 927, 781, 605, 676, 447, 324, 837, 465, 82, 725, 86, 856, 344]"
17.0,481.96,7,"[164, 832, 503, 228, 517, 146, 88, 426, 471, 377, 593, 639, 997, 839, 715, 1014, 376]"
28.0,524.48,6,"[898, 825, 390, 780, 392, 965, 14, 149, 428, 439, 776, 812, 446, 319, 320, 198, 47, 968, 331, 843, 717, 591, 338, 981, 855, 471, 608, 993]"
5.0,364.04,4,"[191, 549, 229, 140, 485]"
5.0,310.1,5,"[257, 955, 296, 907, 392]"
4.0,303.44,4,"[576, 868, 306, 392]"
3.0,307.62,3,"[343, 255, 471]"
3.0,287.34,4,"[322, 1014, 376]"
1.0,171.9,2,[297]
22.0,495.4,6,"[898, 825, 1028, 345, 523, 429, 430, 715, 722, 620, 183, 812, 920, 473, 766, 160, 561, 884, 402, 347, 244, 457]"
43.0,550.84,7,"[129, 132, 1029, 900, 136, 1027, 873, 779, 139, 270, 272, 786, 530, 665, 538, 796, 542, 31, 167, 944, 186, 690, 691, 567, 695, 861, 3, 829, 702, 703, 326, 620, 583, 455, 201, 972, 460, 722, 250, 475, 609, 996, 487]"
15.0,457.18,7,"[889, 412, 597, 228, 769, 146, 1014, 376, 203, 250, 639, 465, 871, 471, 883]"
7.0,392.24,6,"[418, 528, 641, 285, 628, 346, 434]"
6.0,388.18,5,"[191, 691, 229, 233, 372, 485]"
15.0,481.78,6,"[693, 864, 1028, 324, 437, 322, 403, 803, 376, 250, 639, 465, 871, 471, 883]"
9.0,435.26,4,"[693, 864, 164, 324, 437, 322, 403, 803, 471]"
24.0,507.22,7,"[242, 691, 781, 286, 712, 543, 453, 967, 214, 637, 882, 213, 456, 275, 495, 552, 723, 731, 734, 97, 866, 611, 868, 616]"
13.0,453.86,5,"[191, 691, 233, 229, 372, 322, 467, 485, 828, 151, 465, 871, 471]"
2.0,254.6,3,"[487, 306]"
14.0,465.82,6,"[889, 289, 566, 856, 517, 485, 1014, 203, 524, 376, 213, 866, 611, 868]"
18.0,494.36,5,"[693, 864, 1028, 345, 382, 812, 429, 430, 715, 722, 883, 183, 920, 473, 766, 160, 561, 884]"
