n_nodes,influence,time,nodes
15.0,606.2,5,"[184, 556, 910, 217, 337, 806, 391, 1129, 597, 284, 841, 382, 1293, 743, 1062]"
4.0,466.52,2,"[532, 238, 345, 871]"
31.0,685.66,7,"[184, 556, 910, 3, 528, 806, 402, 19, 405, 791, 922, 540, 1187, 41, 300, 175, 943, 1338, 315, 711, 458, 850, 1236, 334, 865, 485, 1001, 364, 1136, 509, 1022]"
23.0,652.66,7,"[350, 609, 516, 1034, 528, 402, 19, 405, 791, 922, 540, 1187, 250, 41, 300, 175, 943, 1338, 315, 711, 458, 893, 800]"
19.0,622.04,6,"[1248, 420, 868, 1031, 298, 1332, 622, 47, 990, 804, 605, 378, 1104, 614, 669, 796, 237, 325, 342]"
5.0,429.44,3,"[262, 384, 216, 655, 710]"
21.0,650.6,5,"[835, 12, 336, 468, 364, 614, 218, 284, 543, 1145, 511, 605, 960, 378, 804, 325, 667, 796, 1104, 237, 342]"
25.0,667.82,6,"[184, 556, 910, 217, 337, 806, 391, 1129, 804, 284, 605, 378, 1104, 379, 667, 796, 237, 325, 342, 231, 363, 109, 374, 1145, 511]"
4.0,401.12,4,"[800, 184, 1127, 622]"
15.0,583.76,6,"[532, 238, 345, 871, 1338, 315, 298, 458, 850, 1236, 222, 865, 485, 1001, 364]"
20.0,650.52,5,"[835, 12, 336, 468, 364, 614, 684, 284, 543, 1145, 511, 605, 960, 378, 804, 325, 667, 796, 1104, 237]"
3.0,376.28,2,"[532, 857, 871]"
10.0,541.76,3,"[532, 791, 345, 972, 777, 359, 670, 258, 948, 508]"
7.0,519.48,4,"[668, 238, 345, 296, 777, 359, 1119]"
9.0,479.0,5,"[835, 12, 336, 1032, 465, 1233, 558, 948, 508]"
3.0,322.1,3,"[558, 857, 1198]"
7.0,419.0,6,"[184, 556, 4, 218, 669, 1233, 1014]"
2.0,272.9,2,"[383, 744]"
13.0,580.58,6,"[800, 184, 1127, 12, 813, 401, 437, 1239, 920, 473, 380, 660, 959]"
16.0,635.8,5,"[184, 556, 910, 217, 337, 806, 391, 1129, 804, 284, 605, 378, 1104, 1213, 667, 796]"
7.0,524.2,3,"[558, 857, 345, 296, 777, 359, 955]"
17.0,572.7,7,"[772, 514, 516, 1034, 528, 402, 19, 405, 1327, 922, 821, 1187, 806, 41, 300, 175, 943]"
5.0,272.92,5,"[835, 12, 1272, 743, 1062]"
21.0,636.46,6,"[835, 12, 23, 468, 364, 614, 218, 284, 91, 1145, 511, 605, 196, 378, 804, 325, 667, 1342, 1104, 237, 342]"
17.0,602.06,6,"[262, 384, 216, 871, 1338, 315, 711, 458, 1162, 1236, 222, 865, 485, 431, 364, 623, 982]"
8.0,440.02,6,"[316, 184, 1127, 12, 813, 401, 437, 1239]"
10.0,538.48,5,"[835, 12, 609, 468, 364, 614, 684, 284, 543, 1145]"
6.0,496.58,3,"[184, 556, 829, 217, 337, 806]"
20.0,621.76,7,"[558, 857, 1198, 667, 796, 342, 231, 1333, 178, 325, 109, 284, 543, 511, 605, 1145, 960, 378, 804, 1104]"
12.0,597.1,4,"[184, 556, 910, 217, 337, 806, 391, 196, 804, 284, 605, 378]"
1.0,216.82,2,[687]
10.0,521.84,6,"[800, 184, 1127, 12, 1125, 401, 521, 281, 1178, 508]"
21.0,626.74,7,"[776, 514, 516, 1034, 528, 402, 136, 405, 791, 922, 540, 1187, 806, 41, 300, 175, 943, 1338, 315, 711, 364]"
11.0,490.84,7,"[558, 1003, 1198, 667, 796, 342, 231, 1333, 178, 325, 109]"
2.0,231.82,3,"[800, 1028]"
3.0,269.66,4,"[943, 184, 871]"
9.0,533.42,4,"[668, 238, 336, 1032, 465, 1233, 558, 866, 508]"
11.0,529.72,6,"[668, 238, 336, 1032, 465, 550, 558, 1333, 178, 325, 109]"
14.0,629.36,4,"[803, 556, 910, 217, 337, 806, 391, 1129, 804, 284, 605, 378, 1104, 1213]"
6.0,478.38,5,"[362, 184, 1127, 12, 693, 401]"
6.0,74.68,6,"[991, 448, 9, 1335, 1247, 168]"
12.0,593.76,5,"[184, 337, 556, 217, 910, 806, 196, 804, 391, 284, 1335, 378]"
16.0,536.86,7,"[558, 857, 1198, 667, 796, 1005, 231, 1327, 922, 540, 1187, 806, 41, 300, 175, 943]"
10.0,365.98,7,"[991, 448, 36, 1335, 1222, 168, 1111, 458, 850, 1236]"
11.0,560.1,5,"[772, 514, 516, 12, 813, 401, 437, 1239, 475, 473, 478]"
