n_nodes,influence,time,nodes
28.0,65.9,7,"[273, 585, 270, 207, 529, 147, 187, 359, 204, 586, 604, 22, 131, 115, 252, 631, 309, 277, 431, 289, 293, 573, 636, 616, 690, 650, 322, 542]"
16.0,40.8,6,"[640, 483, 203, 201, 284, 653, 277, 129, 289, 293, 573, 636, 690, 394, 322, 542]"
21.0,50.86,6,"[640, 483, 203, 201, 284, 594, 565, 150, 6, 629, 1, 627, 255, 639, 572, 184, 336, 544, 404, 260, 264]"
11.0,27.44,6,"[640, 483, 203, 201, 284, 653, 277, 129, 350, 293, 322]"
20.0,50.54,5,"[390, 263, 551, 237, 210, 183, 182, 546, 539, 579, 594, 63, 425, 292, 205, 639, 207, 209, 640, 585]"
5.0,16.54,2,"[287, 180, 269, 614, 214]"
18.0,46.76,5,"[204, 263, 551, 237, 471, 183, 560, 486, 284, 594, 205, 63, 585, 209, 312, 200, 336, 640]"
31.0,73.9,6,"[287, 269, 180, 214, 531, 201, 293, 274, 301, 585, 508, 624, 202, 576, 565, 631, 622, 24, 609, 379, 1, 207, 183, 606, 375, 259, 164, 340, 116, 571, 646]"
21.0,51.94,5,"[262, 269, 28, 266, 642, 154, 1, 256, 564, 261, 607, 639, 572, 290, 184, 336, 544, 524, 6, 260, 264]"
2.0,8.68,2,"[287, 629]"
1.0,4.6,1,[214]
6.0,17.36,4,"[287, 629, 156, 235, 75, 268]"
19.0,49.16,5,"[640, 483, 203, 201, 284, 292, 531, 274, 301, 293, 585, 508, 202, 576, 565, 631, 622, 24, 401]"
3.0,10.62,2,"[287, 629, 269]"
20.0,51.08,4,"[640, 567, 203, 249, 237, 210, 183, 251, 546, 539, 579, 594, 63, 425, 292, 205, 639, 207, 209, 585]"
13.0,33.44,7,"[353, 483, 203, 147, 284, 653, 315, 242, 286, 136, 560, 63, 187]"
10.0,23.56,7,"[353, 483, 203, 147, 284, 653, 139, 486, 276, 560]"
6.0,16.72,5,"[353, 629, 106, 235, 460, 268]"
4.0,12.44,3,"[287, 269, 634, 4]"
23.0,57.32,6,"[287, 180, 269, 214, 531, 201, 293, 274, 669, 585, 508, 624, 202, 576, 565, 631, 622, 24, 609, 379, 1, 207, 183]"
8.0,15.34,6,"[83, 254, 427, 332, 231, 626, 147, 54]"
5.0,12.76,5,"[353, 629, 106, 235, 151]"
29.0,70.42,6,"[287, 180, 269, 15, 251, 268, 631, 1, 622, 24, 293, 274, 528, 301, 609, 606, 183, 207, 585, 508, 624, 340, 116, 202, 576, 259, 164, 565, 137]"
18.0,45.6,6,"[287, 269, 180, 214, 531, 545, 256, 363, 261, 574, 63, 336, 664, 259, 164, 1, 183, 606]"
9.0,26.66,3,"[287, 28, 266, 297, 269, 522, 312, 324, 619]"
8.0,22.72,5,"[353, 483, 679, 269, 214, 290, 259, 607]"
14.0,35.08,7,"[353, 483, 203, 147, 284, 556, 80, 242, 286, 260, 685, 240, 631, 622]"
28.0,67.18,6,"[204, 269, 690, 214, 249, 312, 201, 135, 293, 41, 319, 172, 585, 131, 115, 252, 309, 565, 631, 277, 431, 289, 573, 636, 616, 542, 650, 322]"
16.0,42.68,4,"[640, 483, 203, 642, 284, 201, 583, 531, 576, 195, 301, 508, 292, 293, 404, 202]"
9.0,25.52,5,"[353, 131, 679, 269, 214, 290, 259, 607, 187]"
14.0,37.48,5,"[287, 180, 606, 269, 35, 336, 301, 574, 274, 293, 585, 508, 624, 183]"
14.0,35.36,6,"[640, 483, 203, 201, 284, 292, 80, 242, 147, 260, 685, 240, 622, 631]"
23.0,58.3,5,"[287, 301, 269, 180, 214, 259, 96, 531, 646, 379, 201, 508, 274, 207, 293, 576, 585, 565, 624, 1, 631, 526, 183]"
12.0,31.2,6,"[353, 483, 203, 391, 284, 653, 315, 242, 286, 136, 560, 63]"
5.0,15.98,4,"[353, 629, 322, 25, 242]"
12.0,32.96,5,"[353, 131, 679, 269, 214, 259, 290, 607, 565, 256, 564, 261]"
8.0,24.22,3,"[353, 613, 201, 269, 214, 290, 259, 607]"
6.0,19.6,2,"[287, 269, 309, 214, 531, 201]"
4.0,12.96,1,"[287, 180, 189, 214]"
