n_nodes,influence,time,nodes
65.0,1469.1,7,"[899, 1796, 1030, 1160, 1807, 1683, 1684, 1173, 278, 1687, 1178, 2331, 925, 1440, 928, 290, 35, 1702, 2343, 2600, 2345, 1065, 1195, 553, 807, 2360, 1978, 1340, 702, 2113, 1989, 70, 197, 2377, 1740, 716, 1487, 208, 2261, 214, 1367, 2266, 221, 864, 354, 2661, 230, 360, 2025, 1001, 2027, 2153, 108, 1770, 367, 1007, 1137, 114, 1523, 756, 373, 2291, 1784, 2427, 2303]"
39.0,1381.58,7,"[640, 2689, 1667, 390, 599, 1549, 910, 1167, 2192, 1561, 794, 2457, 289, 930, 807, 1323, 428, 1584, 1329, 1842, 689, 48, 53, 1970, 1595, 1212, 1215, 1472, 578, 458, 843, 846, 1361, 2642, 82, 593, 2009, 1369, 1755]"
9.0,1117.5,5,"[2560, 2306, 907, 1941, 653, 1040, 1558, 279, 1366]"
59.0,1458.2,7,"[899, 1796, 1030, 1160, 1807, 1683, 1684, 395, 278, 1687, 1178, 2331, 925, 1440, 928, 290, 35, 1702, 2343, 2600, 2345, 1065, 1195, 553, 807, 2360, 1978, 1340, 702, 2113, 1989, 70, 197, 2377, 1740, 716, 1487, 208, 2261, 214, 1367, 2266, 221, 864, 354, 2661, 230, 360, 2025, 1001, 2027, 2153, 108, 1770, 367, 1007, 1137, 114, 1523]"
49.00000000000001,1440.72,7,"[640, 2689, 1667, 1012, 599, 155, 1558, 279, 1635, 1048, 2342, 2242, 537, 1099, 589, 78, 378, 1310, 683, 1070, 430, 822, 1080, 1469, 446, 1855, 835, 2627, 1866, 1483, 2125, 1870, 1924, 2137, 91, 1499, 605, 2654, 359, 2029, 1007, 1649, 115, 1780, 1596, 2037, 2039, 1912, 1535]"
28.0,1373.02,6,"[640, 2689, 1667, 1012, 599, 155, 1558, 279, 2509, 537, 1040, 413, 1296, 1708, 1885, 863, 351, 1632, 609, 1121, 362, 123, 236, 876, 2672, 1009, 250, 1147]"
6.0,625.58,6,"[2560, 2689, 1667, 2358, 367, 1165]"
27.0,1369.12,7,"[515, 10, 2450, 2197, 1943, 869, 977, 1014, 277, 878, 2646, 1304, 913, 1044, 1956, 1079, 862, 1065, 641, 511, 1676, 2680, 1806, 1218, 1378, 694, 1196]"
7.0,1014.58,4,"[1046, 533, 466, 1012, 1306, 155, 2529]"
34.0,1379.8,7,"[640, 2689, 1667, 390, 2471, 1040, 1558, 279, 1048, 537, 155, 2342, 2242, 1099, 589, 78, 2384, 2386, 850, 2130, 339, 1501, 1383, 616, 1896, 1516, 238, 1045, 755, 1268, 758, 887, 888, 2557]"
