n_nodes,influence,time,nodes
7.0,2988.04,7,"[2498, 2543, 2694, 739, 2345, 3152, 1536]"
8.0,3027.64,7,"[2498, 2543, 2694, 739, 680, 3152, 1536, 2414]"
76.0,3093.48,7,"[1665, 3843, 2180, 3204, 390, 2238, 3336, 136, 1290, 3334, 2700, 1293, 1928, 143, 1171, 3989, 406, 1176, 356, 409, 2331, 2972, 1565, 3614, 2732, 1709, 165, 2590, 3367, 41, 3747, 3500, 3117, 3760, 2097, 2094, 52, 948, 3637, 4023, 312, 3001, 317, 1983, 4038, 3783, 2120, 3275, 2638, 590, 2767, 595, 1879, 739, 2005, 734, 2782, 2148, 2607, 3937, 2658, 2977, 3350, 742, 485, 2146, 1636, 3179, 1260, 1901, 363, 2287, 113, 2801, 378, 636]"
60.0,3091.12,7,"[1665, 3843, 1330, 3204, 390, 2238, 3336, 136, 1290, 3334, 2700, 1293, 1928, 143, 1171, 3989, 406, 1176, 356, 409, 2331, 2972, 1565, 3614, 2732, 1709, 165, 2590, 3367, 41, 3747, 3500, 3117, 3760, 2097, 2094, 52, 948, 3637, 4023, 312, 3001, 317, 1983, 4038, 3783, 2120, 3275, 2638, 590, 2767, 595, 1879, 739, 2005, 734, 2782, 2148, 2607, 3937]"
57.0,3089.36,7,"[1665, 3843, 1330, 3204, 390, 2238, 3336, 136, 1290, 3334, 2700, 1293, 1928, 143, 1171, 3989, 406, 1176, 356, 409, 2331, 2972, 1565, 3614, 2732, 1709, 165, 2590, 3367, 41, 3747, 3500, 3117, 3760, 2097, 2094, 52, 948, 3637, 4023, 312, 3001, 317, 1983, 4038, 3783, 2120, 2126, 2638, 590, 2767, 595, 1879, 739, 2005, 225, 2148]"
37.0,3081.82,7,"[1560, 507, 3933, 3080, 3749, 3215, 2198, 304, 2087, 3421, 834, 3825, 3500, 2536, 2003, 2811, 2505, 2820, 1542, 3164, 3117, 2094, 2606, 3760, 948, 317, 3637, 4023, 312, 3001, 3783, 595, 869, 102, 3278, 2286, 3184]"
42.0,3084.46,7,"[1006, 595, 2342, 3749, 3933, 3215, 3080, 2198, 2087, 4023, 3421, 3500, 2811, 2820, 1542, 3117, 3825, 3164, 2094, 2606, 2505, 3760, 948, 3637, 312, 304, 3001, 3783, 317, 869, 102, 2023, 2144, 2286, 2003, 2120, 590, 2638, 2767, 1879, 834, 2782]"
28.0,3077.08,7,"[2966, 977, 229, 1000, 2505, 595, 3933, 3215, 2087, 2198, 3421, 304, 3825, 2811, 3500, 3989, 4023, 3637, 406, 312, 2094, 1176, 356, 52, 948, 1332, 834, 2606]"
29.0,3081.64,7,"[1665, 3613, 2342, 595, 3972, 3421, 1132, 2131, 3080, 2011, 3637, 3983, 2811, 304, 3669, 1814, 3749, 2820, 317, 3783, 2536, 4000, 2023, 2606, 4023, 312, 3001, 834, 869]"
15.0,3067.84,7,"[3974, 415, 700, 1555, 4034, 126, 595, 3291, 2811, 3825, 834, 1840, 1000, 304, 3933]"
24.0,3077.06,7,"[3974, 1536, 3603, 52, 595, 701, 3933, 1439, 1840, 1366, 2777, 834, 4023, 2342, 2173, 304, 2811, 3749, 189, 147, 869, 1542, 102, 312]"
17.0,3073.4,7,"[3974, 415, 2687, 3783, 1555, 126, 1366, 4034, 834, 1000, 3469, 2777, 312, 1840, 304, 4023, 52]"
