n_nodes,influence,time,nodes
5.0,42.48,2,"[140, 106, 808, 804, 228]"
11.0,93.68,3,"[110, 134, 490, 409, 451, 744, 700, 718, 725, 257, 787]"
21.0,139.78,3,"[812, 671, 97, 421, 188, 176, 233, 574, 802, 755, 150, 689, 553, 453, 112, 541, 126, 846, 555, 573, 536]"
23.0,141.9,4,"[687, 197, 695, 587, 397, 354, 372, 561, 764, 458, 675, 782, 234, 706, 819, 539, 669, 825, 230, 201, 814, 104, 280]"
9.0,78.52,3,"[102, 231, 567, 803, 754, 484, 855, 191, 700]"
19.0,136.1,3,"[756, 703, 229, 832, 231, 172, 701, 432, 467, 596, 240, 253, 733, 294, 195, 574, 119, 674, 797]"
6.0,45.02,5,"[470, 716, 76, 462, 911, 340]"
4.0,36.88,2,"[261, 778, 379, 820]"
22.0,133.82,7,"[640, 906, 14, 658, 294, 559, 561, 53, 61, 69, 709, 207, 80, 977, 600, 91, 866, 612, 778, 356, 231, 487]"
6.0,46.58,4,"[273, 994, 14, 658, 294, 340]"
2.0,18.2,2,"[954, 517]"
4.0,36.64,3,"[771, 778, 379, 542]"
25.0,148.86,7,"[640, 421, 174, 338, 25, 871, 654, 105, 747, 974, 212, 438, 601, 553, 397, 215, 418, 725, 707, 721, 807, 775, 234, 744, 735]"
19.0,128.0,5,"[470, 716, 627, 462, 911, 119, 762, 750, 295, 393, 680, 801, 149, 783, 207, 533, 784, 406, 299]"
1.0,12.96,1,[396]
5.0,40.02,3,"[819, 542, 588, 355, 800]"
5.0,34.58,4,"[833, 146, 35, 453, 92]"
18.0,112.72,7,"[256, 966, 174, 199, 25, 489, 487, 837, 732, 866, 612, 741, 124, 231, 350, 621, 111, 888]"
19.0,125.08,6,"[325, 4, 616, 676, 295, 677, 831, 862, 877, 240, 596, 253, 733, 294, 270, 574, 279, 674, 797]"
6.0,54.8,3,"[542, 147, 616, 676, 382, 590]"
23.0,136.5,7,"[701, 716, 76, 152, 98, 935, 12, 105, 859, 974, 212, 438, 467, 93, 866, 139, 684, 124, 231, 350, 621, 111, 888]"
18.0,119.7,6,"[900, 519, 688, 542, 462, 911, 561, 53, 650, 985, 331, 571, 124, 231, 350, 621, 111, 888]"
20.0,120.32,7,"[579, 311, 93, 840, 647, 1005, 61, 882, 744, 709, 207, 80, 105, 977, 600, 91, 866, 612, 741, 847]"
9.0,76.16,4,"[99, 751, 105, 991, 974, 212, 438, 467, 93]"
21.0,127.46,7,"[470, 292, 462, 911, 76, 432, 316, 467, 362, 865, 711, 849, 818, 978, 221, 702, 699, 231, 387, 621, 111]"
18.0,124.38,5,"[99, 27, 93, 840, 722, 1005, 592, 143, 340, 596, 240, 253, 154, 294, 555, 699, 121, 848]"
3.0,28.54,3,"[579, 674, 184]"
11.0,89.3,4,"[99, 751, 105, 991, 156, 212, 438, 837, 732, 675, 271]"
13.0,95.82,6,"[900, 803, 105, 144, 974, 424, 369, 53, 650, 985, 683, 571, 124]"
14.0,111.7,5,"[99, 751, 105, 991, 76, 744, 985, 331, 571, 124, 231, 350, 612, 111]"
9.0,75.86,5,"[221, 751, 903, 152, 18, 76, 489, 316, 50]"
11.0,81.76,6,"[95, 27, 93, 696, 722, 1005, 340, 522, 838, 645, 749]"
13.0,96.36,4,"[735, 751, 873, 152, 98, 432, 237, 316, 838, 295, 715, 231, 350]"
12.0,91.5,4,"[735, 751, 873, 152, 98, 432, 237, 316, 838, 295, 90, 231]"
10.0,67.14,7,"[221, 27, 859, 696, 939, 1005, 340, 522, 838, 645]"
11.0,88.8,5,"[542, 751, 345, 181, 766, 911, 509, 522, 689, 645, 749]"
14.0,103.64,6,"[794, 701, 105, 991, 76, 324, 25, 489, 749, 522, 866, 741, 271, 977]"
16.0,104.86,7,"[640, 859, 97, 76, 991, 680, 250, 292, 516, 959, 684, 207, 977, 154, 600, 222]"
13.0,87.4,7,"[900, 859, 797, 105, 364, 732, 25, 432, 295, 121, 248, 621, 111]"
14.0,99.4,7,"[900, 859, 797, 105, 364, 732, 25, 432, 295, 121, 248, 630, 741, 888]"
16.0,110.64,6,"[614, 440, 21, 152, 18, 252, 324, 250, 838, 959, 207, 154, 684, 977, 627, 401]"
16.0,114.94,5,"[448, 126, 309, 314, 796, 252, 324, 580, 838, 959, 207, 154, 684, 977, 627, 401]"
12.0,89.92,6,"[900, 620, 345, 676, 722, 855, 100, 678, 486, 42, 619, 337]"
15.0,106.88,6,"[900, 620, 345, 971, 491, 920, 776, 482, 121, 1, 207, 684, 977, 600, 843]"
7.0,49.16,6,"[448, 100, 723, 1, 971, 869, 137]"
11.0,78.64,7,"[614, 254, 793, 1, 971, 869, 137, 717, 349, 598, 621]"
10.0,73.6,6,"[257, 668, 456, 105, 877, 604, 645, 703, 137, 53]"
7.0,65.6,5,"[900, 620, 345, 676, 796, 556, 324]"
8.0,56.28,6,"[448, 27, 433, 991, 690, 657, 823, 389]"
9.0,66.94,6,"[257, 590, 25, 743, 971, 869, 581, 16, 137]"
10.0,82.98,5,"[257, 776, 345, 971, 528, 1, 580, 340, 695, 690]"
8.0,74.18,5,"[725, 327, 345, 1, 971, 528, 340, 690]"
