n_nodes,influence,time,nodes
1.0,1572.94,4,[401]
10.0,2023.76,6,"[2176, 1669, 261, 1288, 2318, 2577, 18, 420, 1468, 2205]"
3.0,1867.14,4,"[2176, 604, 1425]"
13.0,2045.64,6,"[2210, 138, 1803, 2158, 2264, 1380, 672, 200, 2197, 2073, 2589, 2077, 286]"
8.0,2001.64,5,"[2176, 2390, 261, 1288, 2318, 2577, 2264, 1947]"
6.0,1964.94,5,"[1945, 1294, 762, 1387, 2153, 2523]"
7.0,1995.58,5,"[2176, 1669, 2531, 234, 1288, 2318, 1947]"
5.0,1865.24,6,"[2103, 1333, 138, 2264, 2654]"
9.0,1929.1,7,"[640, 2689, 1803, 2596, 2264, 1475, 1947, 1017, 102]"
5.0,1915.4,4,"[1206, 843, 1803, 2158, 2264]"
9.0,1976.12,6,"[2176, 2689, 195, 2252, 2264, 2303, 1110, 1391, 938]"
14.0,2075.36,7,"[2176, 2689, 2559, 1710, 2158, 2260, 11, 1017, 671, 1484, 2259, 2661, 230, 2524]"
24.0,2117.3,7,"[2176, 2160, 2303, 1800, 1892, 2387, 2264, 375, 2296, 1146, 102, 2158, 2259, 648, 11, 2661, 2524, 230, 219, 210, 1832, 2523, 221, 46]"
19.0,2108.72,7,"[2176, 2363, 2303, 1800, 1892, 671, 2264, 1484, 230, 2661, 2158, 2259, 11, 2565, 2524, 2496, 1286, 210, 2631]"
16.0,2089.44,7,"[2176, 2160, 1892, 2252, 2264, 2643, 65, 222, 1070, 338, 1350, 2523, 11, 2687, 2496, 2524]"
18.0,2096.4,7,"[2176, 2363, 2303, 230, 17, 229, 857, 102, 1892, 2264, 1484, 2473, 2158, 2523, 2259, 2524, 2661, 2496]"
