n_nodes,influence,time,nodes
10.0,223.58,6,"[513, 68, 933, 1156, 110, 143, 146, 152, 1369, 1213]"
15.0,260.14,6,"[113, 1075, 1247, 369, 1124, 1056, 121, 1100, 408, 667, 931, 1159, 1193, 173, 1325]"
10.0,239.16,5,"[1210, 1064, 1290, 1156, 110, 143, 146, 152, 1369, 583]"
19.0,268.34,7,"[113, 1075, 1247, 369, 1124, 1056, 121, 291, 1339, 36, 166, 679, 40, 48, 845, 1273, 1052, 382, 351]"
25.0,298.94,6,"[640, 1281, 642, 518, 392, 10, 523, 396, 13, 1038, 783, 275, 913, 1043, 915, 917, 407, 412, 1101, 145, 261, 1206, 1114, 284, 476]"
21.0,291.62,5,"[1037, 1101, 288, 618, 1283, 103, 1045, 1287, 1082, 186, 1294, 951, 1288, 693, 262, 466, 201, 1278, 1189, 87, 109]"
56.0,378.84,7,"[640, 1281, 642, 518, 392, 10, 523, 396, 13, 1038, 783, 524, 913, 1043, 915, 917, 407, 412, 1101, 145, 261, 1206, 1114, 284, 1032, 1087, 450, 451, 322, 708, 1095, 513, 203, 1356, 1145, 333, 463, 209, 722, 853, 982, 1115, 476, 1117, 608, 736, 234, 1130, 1004, 877, 1008, 628, 757, 118, 381, 767]"
20.0,268.76,6,"[1155, 632, 55, 912, 1041, 658, 691, 662, 1059, 346, 483, 354, 285, 1282, 150, 1107, 258, 819, 409, 1278]"
12.0,177.44,7,"[1025, 9, 653, 18, 421, 454, 1301, 660, 207, 1361, 1172, 239]"
55.0,376.08,7,"[640, 1281, 642, 518, 392, 10, 523, 396, 1195, 1038, 783, 524, 913, 1043, 915, 917, 407, 412, 1101, 145, 261, 1206, 1114, 284, 325, 1087, 1354, 704, 637, 346, 450, 451, 322, 708, 1095, 1225, 1141, 1356, 227, 333, 720, 174, 316, 352, 286, 230, 1162, 706, 110, 596, 1096, 106, 1192, 734, 254]"
24.0,300.66,5,"[640, 1281, 642, 1132, 788, 292, 561, 337, 148, 1222, 1232, 317, 1234, 648, 484, 287, 1047, 230, 1030, 1212, 307, 1275, 1177, 444]"
7.0,211.56,5,"[1153, 770, 521, 173, 1177, 231, 122]"
9.0,182.08,6,"[930, 388, 351, 1176, 193, 1228, 1325, 408, 667]"
15.0,252.3,7,"[1153, 1075, 1247, 369, 1124, 1056, 121, 291, 1339, 36, 166, 679, 732, 820, 845]"
37.0,338.66,7,"[640, 1281, 642, 518, 392, 10, 523, 396, 591, 1038, 783, 524, 913, 1043, 915, 917, 407, 412, 1101, 145, 261, 1206, 1114, 284, 1032, 1087, 450, 451, 322, 708, 1095, 513, 203, 1356, 1145, 333, 463]"
39.0,340.62,7,"[640, 1281, 642, 518, 392, 10, 523, 396, 13, 1038, 783, 524, 913, 1043, 915, 917, 407, 412, 1101, 1087, 450, 1206, 1114, 451, 322, 280, 708, 145, 1095, 513, 203, 1356, 1217, 1252, 1247, 246, 261, 1032, 757]"
31.0,315.84,7,"[640, 1281, 642, 518, 392, 10, 523, 396, 13, 1163, 790, 657, 594, 81, 915, 166, 407, 412, 261, 742, 1191, 1101, 145, 1114, 1206, 1342, 1032, 1066, 284, 1110, 1270]"
13.0,263.44,5,"[113, 1075, 1247, 1050, 1299, 378, 160, 449, 819, 1031, 238, 283, 1281]"
52.0,364.04,7,"[1153, 770, 1290, 1223, 324, 1288, 1260, 492, 1098, 120, 36, 166, 679, 635, 48, 1115, 423, 1320, 424, 811, 302, 433, 562, 1331, 692, 309, 54, 950, 184, 1084, 701, 64, 833, 581, 710, 69, 458, 208, 1233, 850, 1368, 222, 610, 1122, 1001, 107, 759, 621, 882, 243, 1015, 889]"
29.0,306.14,7,"[113, 1075, 1247, 1050, 1299, 378, 160, 396, 13, 1038, 783, 524, 913, 1281, 1043, 260, 917, 407, 412, 1011, 145, 261, 1206, 1114, 284, 1032, 1342, 1066, 15]"
20.0,283.96,5,"[1210, 509, 1290, 1156, 110, 143, 160, 449, 819, 1031, 346, 483, 354, 285, 1282, 1278, 150, 1107, 258, 409]"
33.0,328.9,6,"[640, 770, 521, 173, 193, 1193, 1325, 408, 667, 466, 672, 749, 1189, 87, 109, 1113, 563, 603, 1238, 1145, 1222, 338, 320, 683, 339, 593, 950, 488, 635, 1105, 1255, 539, 1075]"
17.0,276.6,5,"[1210, 509, 1290, 1156, 110, 143, 160, 449, 819, 1031, 346, 483, 354, 285, 607, 1278, 1151]"
21.0,284.44,6,"[640, 1281, 166, 518, 392, 10, 523, 1082, 186, 1294, 951, 1288, 693, 262, 466, 201, 1278, 1189, 87, 109, 1101]"
28.0,309.14,5,"[440, 178, 1223, 912, 1041, 658, 1052, 662, 1059, 346, 483, 354, 285, 1282, 150, 1107, 258, 115, 409, 1278, 1220, 225, 457, 1221, 236, 284, 464, 657]"
31.0,323.82,6,"[513, 68, 1223, 1111, 325, 374, 563, 603, 1238, 519, 1222, 338, 1355, 1313, 339, 593, 1242, 216, 635, 1105, 1255, 539, 1075, 221, 225, 457, 1096, 236, 284, 464, 657]"
12.0,225.42,6,"[633, 144, 1310, 44, 1132, 788, 1232, 836, 561, 148, 337, 979]"
25.0,286.8,7,"[1025, 9, 653, 18, 1299, 1368, 1301, 152, 660, 1304, 154, 283, 796, 1307, 669, 1050, 1056, 545, 1183, 297, 1323, 683, 178, 830, 476]"
8.0,212.4,4,"[1153, 530, 521, 173, 1177, 231, 122, 254]"
37.0,341.2,5,"[1037, 874, 449, 618, 530, 378, 552, 1153, 1084, 160, 1283, 238, 819, 119, 1031, 539, 672, 1278, 1189, 1113, 683, 466, 563, 1145, 603, 1075, 320, 1238, 87, 109, 1222, 1105, 338, 635, 339, 1242, 1255]"
