n_nodes,influence,time,nodes
2.0,1564.62,3,"[1722, 1355]"
20.0,1766.42,5,"[390, 2293, 521, 2186, 1167, 2192, 2457, 1561, 1945, 2336, 35, 2344, 1323, 173, 559, 48, 551, 1038, 2345, 2223]"
4.0,1650.02,5,"[384, 2049, 2531, 1319]"
2.0,1476.22,4,"[1964, 1355]"
7.0,1680.76,6,"[2690, 1802, 2377, 525, 1822, 1628, 190]"
59.0,1816.34,7,"[390, 2293, 521, 2186, 1167, 2192, 2457, 1561, 1945, 2336, 35, 2344, 1323, 173, 559, 48, 940, 2091, 41, 2095, 689, 2354, 1331, 2481, 1972, 1334, 2199, 447, 2628, 837, 1478, 329, 970, 589, 2253, 1871, 334, 1874, 2259, 1618, 854, 215, 2013, 989, 488, 1769, 361, 2155, 365, 1903, 2672, 1264, 1650, 2417, 758, 2550, 889, 1021, 1023]"
3.0,1136.04,5,"[2690, 542, 2377]"
3.0,1638.88,4,"[1697, 954, 1214]"
1.0,1292.06,3,[319]
42.0,1812.3,6,"[2314, 644, 50, 2306, 388, 16, 18, 2583, 1432, 2455, 2465, 2599, 2216, 680, 113, 1763, 48, 2120, 1011, 46, 2235, 191, 58, 2622, 1984, 1602, 1475, 71, 1357, 1364, 340, 1878, 1623, 87, 1370, 2268, 1500, 353, 866, 2407, 748, 1139]"
31.0,1792.42,6,"[2314, 644, 50, 2306, 388, 16, 18, 2583, 1432, 2455, 1454, 2599, 2216, 680, 113, 1763, 48, 1038, 2345, 2223, 437, 2159, 58, 2622, 1984, 1602, 1475, 71, 1357, 1364, 340]"
10.0,1718.98,6,"[1735, 1802, 2377, 525, 1822, 1628, 190, 2293, 2552, 142]"
5.0,1698.26,4,"[1697, 2223, 1410, 326, 1985]"
25.0,1788.44,7,"[2690, 644, 50, 2306, 388, 16, 18, 2583, 1432, 2455, 2465, 2599, 2216, 1612, 113, 1763, 2656, 2120, 1011, 46, 2235, 191, 58, 2622, 1984]"
13.0,1746.38,7,"[1697, 954, 2377, 2672, 96, 1650, 2417, 1251, 2550, 2361, 2154, 716, 2557]"
4.0,1673.02,4,"[384, 2049, 1220, 1886]"
55.0,1802.64,7,"[2690, 542, 2377, 2457, 1561, 1945, 2336, 35, 2344, 1323, 173, 559, 48, 940, 1936, 41, 2095, 689, 2354, 1331, 2481, 1972, 1334, 2199, 447, 2628, 837, 1478, 329, 970, 589, 2253, 1871, 334, 1874, 127, 1618, 1919, 215, 2013, 989, 488, 1769, 361, 2155, 365, 1903, 2672, 1264, 1650, 2417, 758, 2550, 889, 1021]"
14.0,1746.76,5,"[1722, 2293, 521, 2186, 1167, 2192, 2457, 1561, 1945, 2336, 35, 2344, 119, 173]"
37.0,1802.8,6,"[2314, 644, 50, 680, 48, 388, 16, 18, 2583, 1432, 2306, 2465, 2599, 2216, 113, 2455, 1763, 1602, 1011, 1475, 2120, 1721, 1357, 1364, 2235, 191, 46, 340, 1984, 2622, 58, 1878, 1623, 87, 1370, 2268, 1500]"
5.0,1524.8,6,"[2158, 1355, 1651, 2552, 142]"
10.0,1718.44,7,"[2690, 798, 2444, 525, 1822, 2293, 2552, 1996, 1628, 142]"
5.0,1689.4,5,"[384, 1341, 2531, 326, 1985]"
8.0,1645.62,7,"[2632, 2348, 690, 193, 106, 1391, 1905, 2675]"
42.0,1800.92,7,"[2690, 1896, 2377, 2306, 876, 18, 16, 2583, 1432, 2455, 2465, 2599, 2216, 680, 113, 1763, 48, 2120, 1011, 46, 2235, 191, 58, 2622, 1984, 1602, 1475, 71, 1357, 1364, 340, 1469, 1623, 87, 1370, 2268, 1500, 353, 866, 2407, 748, 1139]"
7.0,1702.96,5,"[1582, 2223, 1410, 326, 1915, 1023, 2675]"
37.0,1790.76,7,"[1697, 954, 2377, 2672, 96, 1324, 2417, 1251, 2550, 2361, 2154, 716, 2599, 2216, 113, 2455, 1763, 1602, 1011, 1475, 2120, 1721, 1357, 1364, 2235, 191, 46, 340, 1984, 2622, 58, 1878, 1623, 87, 1370, 2268, 1500]"
56.0,1811.48,7,"[2632, 2035, 2312, 521, 2186, 1167, 2192, 2457, 1561, 1945, 2336, 35, 2344, 1323, 173, 559, 48, 551, 1038, 2345, 555, 839, 58, 803, 2259, 187, 447, 641, 837, 1478, 329, 970, 2253, 334, 1871, 1874, 1618, 854, 215, 689, 989, 488, 1769, 361, 2155, 365, 1903, 2672, 1264, 2056, 2417, 758, 2550, 889, 1021, 1023]"
36.0,1790.7,7,"[2690, 457, 2193, 2322, 1039, 2064, 2388, 915, 2199, 798, 2592, 1313, 418, 1442, 35, 1701, 2263, 155, 1244, 2559, 1721, 1357, 1364, 2235, 191, 46, 340, 1984, 2622, 58, 1878, 1623, 87, 1370, 2268, 1500]"
20.0,1766.14,7,"[2690, 542, 2377, 2457, 1561, 1945, 2336, 35, 2344, 1323, 173, 559, 48, 1993, 1701, 2263, 155, 1244, 2559, 2199]"
12.0,1731.78,5,"[1697, 954, 521, 2186, 1167, 2192, 2457, 193, 1945, 2336, 35, 1348]"
9.0,1717.04,5,"[1735, 1802, 2293, 525, 1822, 1628, 1383, 2377, 2552]"
22.0,1785.08,7,"[2690, 644, 50, 1612, 2656, 388, 2624, 18, 1432, 2306, 2455, 172, 2583, 2465, 1763, 2599, 2216, 2120, 113, 46, 2235, 191]"
6.0,1701.74,5,"[2632, 2348, 1789, 1642, 750, 1391]"
17.0,1755.76,7,"[2632, 2348, 690, 193, 106, 2300, 1905, 1561, 1945, 2412, 35, 1348, 2524, 221, 2661, 230, 2153]"
