n_nodes,influence,time,nodes
17.0,154.48,6,"[595, 258, 160, 177, 251, 597, 792, 196, 463, 332, 228, 239, 556, 132, 583, 582, 174]"
15.0,137.14,4,"[298, 246, 451, 187, 120, 581, 599, 249, 257, 251, 236, 326, 166, 113, 182]"
9.0,103.36,4,"[444, 240, 461, 619, 220, 463, 528, 458, 208]"
3.0,46.88,4,"[325, 447, 235]"
16.0,142.1,4,"[119, 274, 535, 611, 595, 146, 124, 186, 241, 194, 168, 594, 399, 253, 579, 242]"
19.0,163.14,5,"[159, 194, 260, 147, 527, 191, 156, 240, 210, 429, 418, 461, 209, 563, 662, 435, 613, 127, 632]"
15.0,132.9,5,"[492, 133, 178, 118, 663, 274, 239, 197, 120, 187, 417, 580, 164, 562, 597]"
17.0,140.26,7,"[320, 768, 450, 419, 100, 769, 38, 555, 716, 142, 623, 115, 694, 471, 441, 285, 126]"
10.0,108.6,6,"[596, 163, 247, 128, 192, 719, 458, 299, 508, 429]"
10.0,93.02,7,"[444, 240, 461, 525, 192, 719, 182, 458, 21, 406]"
16.0,140.8,6,"[677, 159, 603, 168, 526, 594, 243, 213, 698, 697, 506, 169, 414, 126, 640, 535]"
6.0,57.78,7,"[132, 773, 21, 406, 495, 149]"
15.0,126.56,7,"[193, 694, 461, 525, 192, 719, 182, 443, 21, 590, 175, 236, 326, 166, 301]"
7.0,80.4,6,"[586, 486, 279, 128, 595, 719, 177]"
9.0,83.56,5,"[677, 237, 247, 128, 539, 508, 429, 463, 337]"
6.0,59.18,5,"[451, 113, 21, 283, 495, 149]"
13.0,122.36,7,"[322, 486, 279, 128, 595, 719, 197, 21, 651, 590, 175, 182, 236]"
11.0,94.6,7,"[228, 486, 279, 128, 595, 719, 197, 21, 651, 590, 175]"
5.0,56.1,6,"[586, 144, 757, 599, 259]"
2.0,22.68,5,"[459, 769]"
8.0,78.62,7,"[763, 144, 455, 652, 44, 590, 162, 746]"
7.0,58.02,7,"[461, 398, 757, 72, 44, 590, 489]"
2.0,31.32,3,"[608, 633]"
3.0,41.68,6,"[257, 633, 705]"
5.0,55.1,7,"[257, 633, 705, 38, 139]"
4.0,54.54,4,"[461, 145, 355, 444]"
4.0,50.16,5,"[257, 633, 67, 444]"
6.0,70.72,4,"[257, 633, 287, 389, 590, 411]"
4.0,40.68,7,"[257, 20, 705, 594]"
2.0,29.14,4,"[256, 419]"
4.0,49.36,6,"[680, 453, 705, 169]"
