n_nodes,influence,time,nodes
32.0,668.26,6,"[1122, 683, 1285, 70, 397, 937, 664, 162, 35, 173, 1198, 177, 434, 1073, 1076, 690, 1084, 706, 198, 840, 975, 466, 727, 601, 889, 1253, 1263, 625, 369, 1013, 374, 1273]"
9.0,612.16,5,"[513, 72, 1035, 914, 638, 1077, 582, 1207, 873]"
29.0,658.06,7,"[967, 808, 436, 790, 136, 877, 569, 1104, 146, 1330, 448, 1028, 247, 926, 80, 576, 771, 817, 1162, 756, 487, 1258, 110, 1137, 208, 887, 504, 378, 252]"
11.0,621.3,6,"[1337, 754, 883, 502, 653, 1040, 89, 1239, 920, 473, 478]"
13.0,637.64,6,"[1337, 1136, 883, 502, 653, 1040, 89, 1239, 473, 920, 853, 478, 944]"
15.0,643.08,7,"[1337, 1136, 883, 502, 653, 1040, 89, 1239, 473, 1097, 885, 118, 535, 414, 1159]"
2.0,469.7,3,"[668, 249]"
9.0,613.08,4,"[513, 198, 1035, 218, 1103, 790, 1151, 434, 1073]"
6.0,523.62,6,"[8, 198, 1074, 156, 1308, 790]"
23.0,654.68,5,"[513, 925, 1029, 536, 653, 1040, 89, 1239, 1088, 920, 853, 218, 288, 429, 1074, 753, 1079, 826, 1214, 1222, 844, 466, 1236]"
8.0,603.7,4,"[967, 198, 334, 541, 1103, 821, 473, 478]"
9.0,614.28,3,"[905, 808, 436, 790, 218, 1131, 844, 1013, 920]"
20.0,648.42,6,"[513, 198, 1035, 541, 813, 11, 968, 1150, 1136, 1321, 725, 46, 1329, 52, 948, 1039, 55, 585, 382, 189]"
3.0,491.26,3,"[873, 249, 478]"
8.0,590.14,5,"[1337, 1036, 1240, 541, 1103, 821, 473, 478]"
10.0,617.54,5,"[644, 1136, 883, 502, 653, 1319, 24, 341, 307, 204]"
16.0,644.12,5,"[513, 72, 1035, 914, 740, 1077, 582, 142, 526, 885, 118, 535, 1048, 723, 1079, 971]"
7.0,559.22,7,"[1337, 1136, 122, 502, 653, 1319, 89]"
5.0,563.5,4,"[873, 1038, 484, 156, 189]"
7.0,585.6,4,"[695, 878, 287, 771, 963, 478, 894]"
4.0,568.82,3,"[905, 653, 436, 542]"
6.0,545.78,5,"[180, 751, 1125, 542, 894, 1321]"
5.0,521.86,5,"[71, 716, 436, 990, 1172]"
5.0,588.06,3,"[1140, 716, 436, 1101, 382]"
4.0,534.78,4,"[1135, 716, 436, 2]"
4.0,360.38,5,"[1058, 1338, 93, 790]"
9.0,597.06,6,"[762, 427, 163, 536, 1239, 687, 1071, 448, 55]"
10.0,599.88,6,"[1058, 713, 587, 1127, 621, 1329, 1205, 687, 382, 55]"
10.0,560.66,7,"[132, 306, 436, 1101, 1329, 1205, 687, 382, 55, 1039]"
11.0,602.6,7,"[1099, 250, 358, 542, 1329, 687, 854, 1205, 1039, 55, 166]"
7.0,601.98,3,"[551, 250, 287, 542, 1071, 1099, 876]"
8.0,606.94,3,"[939, 191, 436, 536, 876, 1054, 687, 1039]"
7.0,581.84,5,"[634, 82, 287, 542, 1071, 136, 200]"
6.0,577.72,4,"[1293, 1041, 499, 336, 653, 1099]"
8.0,565.18,6,"[1058, 257, 436, 72, 468, 1329, 687, 1205]"
