n_nodes,influence,time,nodes
3.0,168.2,3,"[847, 722, 476]"
7.0,232.42,3,"[690, 421, 851, 843, 414, 177, 730]"
4.0,212.38,3,"[249, 671, 825, 147]"
5.0,223.94,4,"[390, 172, 814, 270, 919]"
8.0,226.26,6,"[871, 840, 296, 556, 269, 1005, 280, 442]"
4.0,165.8,4,"[544, 803, 100, 911]"
8.0,246.9,5,"[704, 258, 995, 68, 104, 326, 280, 442]"
9.0,263.32,4,"[339, 88, 138, 695, 795, 105, 21, 123, 159]"
2.0,137.12,2,"[416, 811]"
9.0,267.56,3,"[390, 231, 138, 695, 795, 105, 21, 123, 159]"
5.0,154.7,5,"[871, 840, 982, 570, 687]"
8.0,247.78,4,"[390, 231, 138, 695, 280, 151, 641, 913]"
10.0,258.58,5,"[256, 984, 612, 24, 383, 151, 722, 913, 146, 260]"
10.0,283.64,4,"[119, 552, 834, 490, 386, 151, 722, 245, 146, 260]"
10.0,248.12,6,"[962, 254, 477, 669, 501, 786, 825, 82, 373, 327]"
11.0,278.78,6,"[871, 490, 381, 834, 201, 151, 722, 428, 146, 506, 936]"
11.0,282.04,5,"[119, 552, 834, 490, 201, 706, 722, 428, 146, 936, 506]"
25.0,326.72,6,"[643, 596, 379, 205, 620, 300, 236, 869, 768, 369, 796, 439, 311, 362, 597, 709, 172, 359, 500, 13, 222, 544, 157, 294, 733]"
14.0,259.3,7,"[871, 840, 160, 648, 434, 236, 722, 187, 28, 439, 796, 311, 369, 913]"
25.0,322.1,7,"[643, 596, 86, 205, 620, 300, 236, 869, 768, 369, 796, 439, 311, 362, 597, 709, 172, 359, 500, 13, 222, 1002, 622, 107, 373]"
15.0,301.78,4,"[119, 552, 834, 21, 386, 796, 32, 703, 315, 485, 16, 271, 402, 562, 536]"
12.0,283.94,6,"[119, 345, 265, 633, 280, 138, 300, 485, 236, 869, 684, 16]"
15.0,294.64,6,"[136, 345, 265, 633, 280, 138, 300, 485, 236, 869, 684, 16, 781, 172, 609]"
12.0,290.38,5,"[119, 571, 345, 633, 126, 833, 314, 684, 138, 151, 16, 146]"
15.0,301.62,5,"[119, 345, 265, 633, 571, 735, 530, 315, 146, 190, 847, 722, 237, 869, 92]"
21.0,314.12,7,"[870, 552, 150, 539, 428, 15, 485, 641, 16, 913, 146, 87, 157, 14, 172, 733, 544, 364, 609, 294, 781]"
17.0,310.2,5,"[119, 345, 265, 754, 571, 735, 530, 315, 190, 146, 847, 722, 237, 869, 92, 142, 609]"
20.0,319.2,6,"[962, 552, 150, 637, 860, 457, 645, 703, 641, 93, 365, 374, 596, 315, 187, 276, 364, 609, 294, 781]"
19.0,312.7,6,"[962, 552, 953, 539, 428, 263, 265, 151, 641, 21, 709, 475, 597, 138, 359, 609, 172, 294, 781]"
16.0,296.94,7,"[871, 539, 534, 428, 150, 263, 265, 641, 151, 21, 709, 918, 765, 138, 359, 172]"
13.0,253.88,7,"[870, 834, 453, 490, 904, 207, 13, 151, 833, 823, 630, 709, 91]"
20.0,321.86,5,"[870, 453, 265, 849, 571, 330, 485, 457, 271, 560, 365, 374, 596, 187, 276, 315, 364, 609, 294, 781]"
19.0,307.22,7,"[962, 552, 953, 498, 428, 457, 190, 847, 722, 641, 146, 237, 869, 92, 315, 609, 142, 14, 417]"
13.0,290.52,4,"[711, 374, 170, 633, 571, 735, 530, 190, 146, 712, 91, 709, 315]"
18.0,309.02,6,"[119, 477, 669, 539, 348, 641, 457, 263, 21, 709, 146, 172, 597, 92, 364, 633, 889, 781]"
17.0,304.12,6,"[962, 466, 953, 498, 428, 457, 190, 847, 722, 641, 146, 237, 869, 92, 609, 315, 142]"
16.0,307.24,5,"[711, 74, 461, 571, 265, 735, 485, 457, 271, 340, 613, 832, 465, 138, 85, 172]"
15.0,284.5,7,"[871, 349, 953, 539, 138, 428, 151, 263, 641, 265, 21, 338, 223, 733, 172]"
18.0,299.5,7,"[871, 539, 534, 669, 348, 641, 457, 21, 709, 897, 92, 364, 633, 146, 889, 597, 781, 172]"
19.0,314.94,5,"[119, 477, 669, 539, 139, 263, 641, 265, 151, 21, 475, 709, 138, 359, 597, 497, 339, 312, 826]"
16.0,300.86,6,"[870, 552, 280, 752, 735, 144, 190, 146, 972, 712, 374, 709, 217, 294, 315, 490]"
