n_nodes,influence,time,nodes
15.0,267.98,3,"[741, 634, 1378, 1349, 1125, 678, 1210, 444, 1476, 1440, 1675, 1364, 1564, 737, 1595]"
2.0,40.12,2,"[965, 1582]"
6.0,134.24,2,"[1584, 1619, 1208, 1582, 1167, 1125]"
43.0,559.96,3,"[1514, 1464, 1159, 1643, 1313, 1542, 1286, 547, 926, 1167, 764, 748, 1324, 1392, 836, 1687, 871, 558, 1395, 1499, 1690, 1662, 408, 1368, 1297, 1503, 1238, 1579, 1059, 842, 1325, 1689, 351, 1209, 1124, 325, 1618, 1469, 1611, 1447, 918, 1460, 1381]"
1.0,12.86,1,[1431]
9.0,149.92,5,"[1792, 35, 869, 1191, 265, 1387, 84, 1656, 1532]"
11.0,142.42,7,"[1122, 1700, 133, 1221, 574, 1738, 716, 1845, 599, 634, 222]"
4.0,57.3,3,"[488, 1778, 1091, 655]"
6.0,85.08,5,"[131, 1548, 314, 184, 1497, 986]"
46.0,527.14,7,"[131, 1668, 1797, 6, 510, 135, 1805, 1046, 1561, 793, 796, 1437, 33, 1954, 1573, 1062, 40, 812, 430, 434, 50, 1333, 1461, 1724, 1214, 194, 579, 1349, 327, 843, 974, 1359, 986, 734, 2014, 1119, 1253, 233, 1390, 115, 1525, 502, 888, 1660, 1278, 1791]"
3.0,31.36,3,"[1431, 1267, 1961]"
33.0,520.88,3,"[411, 691, 438, 1446, 1313, 695, 901, 1463, 1055, 902, 413, 1678, 1708, 1084, 1663, 1644, 1191, 1573, 1072, 1473, 1705, 1622, 1525, 1009, 348, 1096, 1479, 1008, 1569, 938, 590, 1352, 1438]"
3.0,66.52,2,"[769, 1454, 1334]"
6.0,113.46,3,"[1222, 1496, 383, 894, 1167, 1125]"
45.0,573.46,6,"[1124, 862, 1377, 955, 1350, 1374, 1103, 1701, 1589, 1672, 1597, 423, 1400, 841, 1006, 1588, 1279, 569, 698, 443, 1087, 1861, 200, 459, 1614, 211, 1876, 983, 1752, 1757, 1118, 2015, 863, 1634, 232, 361, 1513, 1002, 1773, 1262, 754, 371, 501, 891, 124]"
37.0,521.8,6,"[1124, 862, 771, 1156, 388, 1031, 1896, 1037, 22, 289, 1697, 1443, 46, 303, 53, 56, 1083, 1084, 319, 1752, 588, 80, 1617, 1747, 1749, 216, 1885, 992, 1633, 1635, 868, 1766, 362, 619, 1525, 885, 1400]"
8.0,149.18,4,"[1734, 1377, 955, 1350, 519, 1103, 1701, 1124]"
10.0,213.2,5,"[1313, 1988, 1029, 1669, 557, 1355, 908, 677, 180, 1335]"
40.0,541.64,6,"[1235, 1628, 1048, 322, 1088, 1299, 1165, 789, 25, 1697, 1186, 675, 1956, 1828, 1446, 295, 682, 445, 1072, 1593, 1337, 1339, 572, 316, 1216, 576, 962, 834, 1990, 1481, 1871, 719, 1489, 343, 2010, 1371, 1197, 733, 734, 223]"
34.0,476.52,6,"[1448, 497, 1604, 1582, 757, 912, 1901, 928, 1508, 272, 1200, 1573, 1451, 1462, 1632, 413, 437, 747, 1562, 858, 1111, 1607, 803, 1404, 850, 619, 1525, 96, 482, 882, 1268, 47, 1013, 1911]"
6.0,104.4,4,"[738, 1988, 390, 1669, 686, 1125]"
9.0,162.42,4,"[1480, 1540, 1212, 1652, 1977, 955, 1724, 701, 1532]"
47.0,585.46,6,"[1480, 494, 1677, 1532, 1360, 1451, 1010, 1697, 616, 1395, 291, 1791, 1956, 1828, 1446, 295, 682, 445, 1072, 1593, 1337, 1339, 572, 316, 1216, 576, 962, 834, 1990, 1481, 1871, 719, 1489, 343, 2010, 1371, 1242, 733, 200, 223, 96, 482, 882, 1268, 47, 1013, 1911]"
26.0,441.56,5,"[1452, 827, 377, 934, 1592, 1289, 737, 1532, 1385, 1041, 32, 674, 805, 686, 1712, 1594, 956, 829, 457, 1610, 1119, 359, 743, 1516, 1017, 1917]"
10.0,159.76,6,"[280, 1633, 1528, 144, 1811, 533, 1773, 1949, 180, 1335]"
15.0,263.28,4,"[280, 1633, 1551, 1091, 1384, 1506, 1064, 674, 805, 1400, 841, 710, 780, 1801, 353]"
30.0,445.0,6,"[1971, 1205, 932, 1582, 757, 1587, 1601, 1374, 10, 1508, 272, 1200, 1573, 1462, 1632, 413, 437, 552, 1562, 858, 1111, 1607, 803, 216, 990, 1187, 79, 1635, 868, 1766]"
17.0,331.38,4,"[1235, 1628, 1048, 322, 1088, 1303, 1165, 789, 1870, 1532, 1480, 1791, 359, 743, 1516, 1017, 1917]"
15.0,205.0,6,"[1095, 272, 1618, 142, 402, 1615, 1167, 503, 1299, 1609, 1995, 1999, 977, 1801, 353]"
25.0,427.24,3,"[1235, 1628, 1048, 322, 1088, 1303, 1165, 789, 554, 1532, 1395, 1037, 1079, 1268, 1501, 1072, 1705, 1265, 458, 1354, 1090, 1258, 1390, 1663, 965]"
16.0,289.52,5,"[738, 1988, 390, 1669, 1898, 1506, 1265, 1916, 1290, 1094, 636, 850, 71, 358, 1378, 1501]"
36.0,465.36,7,"[1235, 1149, 122, 183, 1742, 1811, 2010, 1106, 1508, 1296, 1480, 1791, 359, 390, 952, 1746, 1653, 1463, 1519, 764, 1473, 1705, 1622, 850, 656, 348, 1525, 1096, 1479, 1008, 1569, 149, 590, 1352, 1438, 1559]"
36.0,553.14,5,"[131, 1628, 1219, 322, 1088, 1303, 1186, 789, 826, 1532, 390, 1791, 952, 1480, 953, 1653, 359, 1463, 1519, 764, 1473, 1705, 1622, 656, 850, 348, 1525, 1096, 1479, 1008, 1569, 149, 590, 1352, 1438, 1559]"
22.0,375.88,5,"[131, 510, 1048, 322, 1088, 1601, 1374, 10, 1508, 272, 1200, 1573, 1462, 970, 413, 216, 800, 280, 990, 1562, 351, 1187]"
29.0,450.48,5,"[139, 510, 142, 771, 1088, 1303, 1165, 789, 1541, 595, 1395, 1791, 1079, 1268, 540, 893, 1613, 1573, 1072, 1463, 1265, 889, 1090, 1705, 965, 1663, 1354, 1258, 1390]"
14.0,247.76,4,"[1235, 1691, 240, 1151, 1048, 1385, 1997, 1088, 805, 1165, 829, 1532, 803, 1559]"
13.0,246.8,4,"[131, 510, 1048, 322, 1601, 1088, 1052, 10, 805, 1165, 829, 1532, 803]"
13.0,236.64,5,"[1894, 1633, 1528, 402, 135, 1385, 1165, 1997, 1088, 1532, 805, 829, 803]"
15.0,238.46,5,"[1467, 1651, 240, 545, 1299, 1006, 1506, 674, 1064, 353, 472, 805, 1400, 710, 1801]"
