n_nodes,influence,time,nodes
55.0,1092.84,7,"[1794, 2055, 1042, 147, 1044, 1048, 1689, 1692, 1053, 1312, 34, 420, 424, 48, 1969, 436, 1333, 1590, 1847, 950, 1211, 59, 1853, 1604, 1094, 72, 1224, 842, 1740, 1613, 1103, 1999, 466, 1874, 596, 1238, 215, 1501, 1118, 991, 2017, 2019, 1380, 2026, 1899, 620, 239, 1136, 1649, 1776, 1655, 1273, 122, 1787, 1278]"
4.0,776.04,5,"[1150, 843, 490, 685]"
35.0,1039.84,7,"[1544, 1036, 1933, 1818, 795, 2055, 1032, 650, 1291, 1676, 1879, 14, 906, 1166, 1555, 276, 534, 23, 84, 1572, 1308, 598, 212, 596, 1753, 1500, 221, 614, 1256, 498, 119, 633, 2043, 1916, 1150]"
55.0,1108.8,6,"[1263, 1086, 65, 1616, 1110, 1632, 99, 1129, 111, 113, 120, 635, 637, 128, 1152, 130, 656, 1680, 1686, 1702, 1868, 684, 174, 689, 1203, 180, 1717, 183, 193, 1217, 707, 1218, 714, 209, 212, 1237, 199, 1250, 744, 233, 1779, 251, 773, 776, 265, 798, 1310, 1825, 1832, 313, 1855, 831, 328, 1357, 334]"
21.0,981.02,7,"[1084, 1925, 1543, 395, 1964, 1683, 1175, 416, 1185, 1442, 674, 221, 815, 1334, 319, 963, 585, 979, 96, 1651, 243]"
11.0,938.7,6,"[1032, 603, 2064, 774, 1058, 1037, 1300, 53, 1243, 863, 894]"
13.0,886.46,7,"[1307, 1988, 1733, 660, 1330, 364, 1442, 674, 930, 53, 1243, 797, 894]"
57.0,1130.78,7,"[1802, 271, 1145, 1938, 1668, 904, 46, 778, 1677, 398, 15, 2064, 1553, 1426, 1233, 789, 401, 154, 1946, 1691, 668, 414, 1951, 2016, 1957, 423, 296, 297, 2047, 190, 1351, 1450, 72, 1613, 341, 1999, 1742, 1873, 472, 1497, 992, 711, 355, 229, 230, 1383, 1637, 1513, 105, 1515, 487, 490, 1006, 1904, 1650, 1779, 1014]"
8.0,902.74,6,"[1116, 1200, 569, 667, 1897, 129, 1318, 357]"
17.0,965.82,6,"[712, 783, 1933, 1139, 1330, 1304, 1166, 377, 590, 830, 577, 1346, 1482, 207, 1996, 333, 1259]"
23.0,1000.8,6,"[2023, 1200, 569, 1818, 795, 801, 163, 420, 1059, 422, 1933, 1327, 1970, 1334, 319, 963, 585, 979, 96, 1651, 243, 1910, 1149]"
31.0,1024.0,7,"[768, 258, 3, 1284, 902, 7, 1160, 777, 265, 1420, 1037, 525, 1680, 1043, 149, 2070, 919, 667, 1436, 283, 1309, 1567, 1056, 420, 1957, 423, 296, 297, 1191, 298, 1260]"
27.0,1018.46,7,"[1802, 271, 1145, 1938, 795, 904, 801, 163, 420, 1059, 422, 1578, 1327, 1970, 1334, 319, 963, 585, 979, 96, 243, 1886, 753, 1433, 1437, 1961, 1963]"
12.0,836.64,7,"[545, 1083, 55, 1023, 923, 971, 1676, 1421, 206, 1981, 1004, 727]"
6.0,808.44,6,"[1307, 542, 490, 685, 1373, 1501]"
6.0,829.32,5,"[1271, 2055, 1047, 537, 633, 1176]"
3.0,679.24,5,"[1263, 1086, 726]"
5.0,795.6,5,"[1116, 659, 192, 633, 1176]"
8.0,587.3,7,"[1802, 271, 1145, 1938, 795, 904, 801, 1481]"
2.0,577.68,4,"[832, 1176]"
25.0,1000.9,7,"[1802, 271, 1145, 1938, 795, 904, 801, 163, 420, 1059, 422, 1578, 1327, 1970, 1334, 1044, 681, 585, 979, 96, 243, 1886, 753, 1433, 1437]"
1.0,454.92,3,[566]
25.0,1005.72,6,"[768, 258, 3, 1284, 902, 7, 1160, 777, 265, 422, 400, 1327, 1970, 1334, 1044, 681, 585, 979, 96, 243, 1228, 753, 1433, 420, 1437]"
56.0,1113.38,7,"[1802, 271, 1145, 1426, 1938, 297, 2047, 46, 190, 1668, 904, 1351, 1677, 2064, 15, 1233, 398, 1553, 789, 778, 154, 1946, 401, 1691, 2016, 414, 1951, 668, 1957, 423, 296, 2015, 72, 1613, 341, 1999, 1742, 233, 1247, 251, 903, 1709, 776, 265, 1929, 1686, 174, 684, 399, 957, 377, 334, 1000, 714, 1418, 400]"
9.0,802.52,7,"[1307, 1988, 1733, 660, 1330, 364, 1442, 482, 930]"
14.0,926.64,7,"[832, 1176, 685, 1373, 1501, 319, 963, 585, 979, 86, 1651, 243, 1910, 1149]"
19.0,972.36,6,"[1032, 603, 2064, 234, 1058, 1037, 1300, 53, 1243, 863, 894, 399, 957, 377, 334, 1000, 714, 1418, 400]"
15.0,940.72,7,"[712, 783, 1933, 1139, 1330, 1499, 1166, 963, 585, 979, 96, 1651, 243, 1910, 1149]"
81.0,1183.18,7,"[1802, 271, 99, 1515, 1938, 487, 490, 46, 1006, 1668, 904, 778, 1677, 15, 1553, 1233, 1426, 2064, 789, 401, 154, 1946, 398, 1691, 2016, 414, 1951, 668, 2047, 1957, 423, 296, 297, 190, 1351, 1904, 72, 341, 1613, 1650, 1999, 472, 992, 1497, 355, 229, 230, 1383, 1637, 1513, 105, 1873, 1014, 1742, 1450, 798, 1310, 1779, 1825, 422, 189, 711, 1832, 1961, 1963, 1391, 1914, 891, 1393, 884, 313, 1855, 831, 874, 1390, 328, 1357, 343, 1373, 438, 339]"
43.0,1087.84,7,"[1116, 1200, 569, 667, 1422, 129, 1318, 357, 1312, 34, 420, 424, 48, 149, 2070, 919, 1942, 1436, 283, 1309, 1567, 1056, 2016, 1957, 423, 296, 297, 1191, 298, 173, 942, 1455, 311, 1850, 1464, 684, 172, 174, 1716, 182, 1235, 1726, 1730]"
20.0,980.16,6,"[1802, 271, 1145, 1938, 795, 904, 801, 163, 420, 1059, 422, 1578, 1327, 1651, 1334, 319, 96, 1615, 585, 979]"
