n_nodes,influence,time,nodes
64.0,102.74,4,"[1253, 1054, 346, 550, 473, 738, 643, 1299, 486, 1027, 1916, 1168, 568, 287, 1178, 216, 1334, 669, 991, 1169, 562, 762, 1990, 1069, 685, 482, 1391, 433, 432, 732, 708, 673, 860, 1209, 250, 314, 280, 1348, 2002, 591, 454, 76, 692, 1036, 676, 1234, 483, 730, 773, 599, 649, 208, 703, 572, 1380, 651, 364, 659, 833, 690, 712, 426, 513, 1127]"
88.0,136.58,4,"[837, 1366, 738, 578, 535, 628, 601, 286, 594, 1838, 548, 437, 2052, 1305, 526, 779, 761, 805, 707, 644, 821, 1271, 226, 1047, 1246, 638, 1151, 1343, 1234, 1304, 1072, 279, 1150, 1069, 504, 531, 9, 590, 1019, 1385, 771, 1317, 205, 626, 1051, 1205, 756, 1323, 1364, 1313, 1969, 635, 636, 1084, 225, 445, 515, 681, 744, 12, 649, 551, 1216, 839, 993, 750, 1362, 682, 440, 484, 1193, 1301, 468, 434, 666, 720, 67, 1033, 654, 857, 1196, 1247, 1128, 249, 549, 557, 765, 729]"
9.0,16.76,2,"[504, 1115, 1223, 1172, 594, 631, 674, 741, 672]"
27.0,38.86,7,"[5, 1417, 523, 783, 1041, 1180, 1696, 1824, 1195, 1202, 1719, 439, 574, 1090, 2000, 1143, 725, 1881, 1381, 742, 103, 616, 631, 1130, 882, 1653, 887]"
73.0,116.28,4,"[1253, 1054, 346, 550, 473, 738, 643, 1299, 486, 1027, 1916, 1168, 568, 287, 1178, 216, 1334, 669, 991, 1169, 562, 762, 1990, 1069, 685, 482, 1391, 433, 432, 732, 708, 673, 860, 1209, 250, 314, 280, 1348, 2002, 591, 454, 692, 76, 1234, 483, 1036, 773, 730, 676, 599, 649, 208, 703, 572, 1380, 651, 364, 659, 833, 690, 712, 426, 513, 497, 1286, 683, 800, 1179, 714, 1270, 523, 191, 1013]"
9.0,16.12,3,"[500, 843, 1172, 594, 174, 674, 741, 672, 1223]"
5.0,8.3,3,"[571, 1301, 1069, 110, 464]"
64.0,101.0,6,"[1411, 1298, 1555, 662, 1820, 1310, 1057, 1316, 486, 692, 1027, 1916, 314, 1168, 568, 287, 1178, 216, 1334, 669, 991, 1169, 562, 762, 1990, 1069, 685, 482, 1391, 433, 432, 732, 708, 673, 860, 1209, 250, 280, 1348, 2002, 591, 454, 76, 1036, 676, 1234, 483, 730, 773, 599, 649, 208, 703, 572, 1380, 651, 364, 659, 833, 553, 712, 426, 513, 1127]"
14.0,25.32,3,"[504, 1115, 1159, 1172, 594, 631, 674, 741, 672, 2034, 512, 1017, 982, 708]"
33.0,50.06,7,"[513, 514, 2061, 530, 1044, 2072, 1061, 1574, 1066, 558, 1588, 52, 169, 941, 1840, 1079, 1593, 443, 1294, 703, 1985, 1346, 835, 1228, 716, 593, 1489, 1875, 1240, 356, 377, 75, 2030]"
9.0,15.08,4,"[1411, 1298, 1555, 662, 485, 631, 674, 741, 672]"
